experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1b,3,100175,1,1,1,21,F,NA,constant,heterogeneous,4,absent,0.816716909408569,1,horizontal,horizontal,1,1.08234538555145,green,3,NaN,956.993676208043,399.057257830286,NaN,NaN,643.006323791957,800.942742169714,1000.94274216971,756.993676208043,956.993676208043,399.057257830286,599.057257830286,443.006323791957,0,0,0,0,6,5,4,3,NaN,NaN,horizontal,vertical,horizontal,horizontal,none,none
1b,3,100175,1,2,2,21,F,NA,constant,heterogeneous,3,absent,0.790319919586182,1,vertical,vertical,1,0.85881947517395,green,3,NaN,791.100628340862,345.155339110131,NaN,NaN,583.747735480111,735.129412379467,1025.15163617903,719.715248510402,791.100628340862,345.155339110131,0,0,0,0,0,0,0,5,4,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1b,3,100175,1,3,3,21,F,NA,constant,heterogeneous,3,absent,0.741931915283203,1,vertical,vertical,1,0.776467823982239,green,2,NaN,1046.31108570371,665.998856501143,NaN,NaN,619.68777079743,780.31222920257,1046.31108570371,665.998856501143,734.001143498857,353.688914296288,0,0,0,0,0,0,5,4,0,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1b,3,100175,1,4,4,21,F,NA,constant,heterogeneous,4,present,1.03617000579834,1,horizontal,horizontal,1,0.752938780784607,green,2,1,1008.88377129369,746.261991269517,653.738008730483,808.883771293693,653.738008730483,808.883771293693,1008.88377129369,746.261991269517,946.261991269517,391.116228706307,591.116228706307,453.738008730483,0,0,0,0,0,4,5,6,NaN,NaN,vertical,horizontal,vertical,vertical,none,none
1b,3,100175,1,5,5,21,F,NA,constant,heterogeneous,6,absent,1.40920400619507,1,horizontal,horizontal,1,0.811761388778687,green,4,NaN,760.109211414741,348.13947314824,NaN,NaN,839.890788585259,851.86052685176,1038.06300875679,691.383827134052,998.172220171528,439.523300282291,760.109211414741,348.13947314824,561.936991243214,508.616172865948,601.827779828472,760.476699717708,3,5,6,4,5,0,horizontal,vertical,horizontal,horizontal,vertical,vertical
1b,3,100175,1,6,6,21,F,NA,constant,heterogeneous,4,absent,1.08313012123108,1,vertical,vertical,1,0.882348518371582,green,4,NaN,604.658667004661,763.910840470068,NaN,NaN,963.910840470068,795.341332995339,995.341332995339,436.089159529932,636.089159529932,404.658667004661,604.658667004661,763.910840470068,0,0,0,0,0,6,5,4,NaN,NaN,horizontal,horizontal,horizontal,vertical,none,none
1b,3,100175,1,7,7,21,F,NA,constant,heterogeneous,6,absent,0.700989007949829,1,horizontal,horizontal,1,0.799996867179871,green,1,NaN,680.284751489598,825.151636179026,NaN,NaN,680.284751489598,825.151636179026,935.129412379467,816.252264519889,1054.84466088987,591.100628340862,919.715248510402,374.848363820974,664.870587620533,383.747735480111,545.155339110131,608.899371659138,4,3,5,0,0,6,horizontal,vertical,horizontal,horizontal,horizontal,horizontal
1b,3,100175,1,8,8,21,F,NA,constant,heterogeneous,6,absent,1.43237400054932,0,vertical,horizontal,1,0.65882260799408,green,5,NaN,553.688914296288,534.001143498857,NaN,NaN,865.998856501143,846.311085703712,1046.31108570371,665.998856501143,980.31222920257,419.68777079743,734.001143498857,353.688914296288,553.688914296288,534.001143498857,619.68777079743,780.31222920257,0,5,6,0,4,3,horizontal,horizontal,vertical,horizontal,vertical,horizontal
1b,3,100175,1,9,9,21,F,NA,constant,heterogeneous,4,absent,0.959986925125122,1,horizontal,horizontal,1,0.941171126365662,green,4,NaN,616.568350913644,777.137884467044,NaN,NaN,977.137884467044,783.431649086356,983.431649086356,422.862115532956,622.862115532956,416.568350913644,616.568350913644,777.137884467044,0,0,0,0,6,0,3,4,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
1b,3,100175,1,10,10,21,F,NA,constant,heterogeneous,5,present,0.973140001296997,1,horizontal,horizontal,1,1.09410990715027,green,2,3,1047.42541020038,661.690083377915,935.129412379467,383.747735480111,817.787900804752,854.378832816255,1047.42541020038,661.690083377915,935.129412379467,383.747735480111,636.089159529932,404.658667004661,563.568117085469,695.524681321058,0,0,6,4,5,3,3,NaN,horizontal,horizontal,vertical,vertical,vertical,none
