experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1b,21,100215,1,1,1,27,F,NA,constant,heterogeneous,4,absent,0.970471858978271,1,vertical,vertical,1,0.976468522208078,green,2,NaN,1034.72873763037,500.363562235235,NaN,NaN,899.636437764765,834.728737630372,1034.72873763037,500.363562235235,700.363562235235,365.271262369628,565.271262369628,699.636437764765,0,0,0,0,5,4,0,6,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
1b,21,100215,1,2,2,27,F,NA,constant,heterogeneous,6,present,1.42617511749268,1,vertical,vertical,1,1.02352708748409,green,2,3,1054.37883281626,617.787900804752,942.594190385041,388.595418998464,911.784642431215,829.192481806288,1054.37883281626,617.787900804752,942.594190385041,388.595418998464,688.215357568785,370.807518193712,545.621167183745,582.212099195248,657.405809614959,811.404581001536,3,4,5,6,6,5,horizontal,vertical,vertical,horizontal,horizontal,horizontal
1b,21,100215,1,3,3,27,F,NA,constant,heterogeneous,3,present,0.916912078857422,1,horizontal,horizontal,1,0.882351391656058,green,1,2,729.712474266665,845.121732464271,1047.42541020038,538.309916622085,729.712474266665,845.121732464271,1047.42541020038,538.309916622085,622.862115532956,416.568350913644,0,0,0,0,0,0,4,0,5,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1b,21,100215,1,4,4,27,F,NA,constant,heterogeneous,4,absent,1.33266711235046,1,horizontal,horizontal,1,0.670587847914014,green,4,NaN,563.568117085469,695.524681321058,NaN,NaN,895.524681321058,836.431882914531,1036.43188291453,504.475318678942,704.475318678942,363.568117085469,563.568117085469,695.524681321058,0,0,0,0,3,5,0,4,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1b,21,100215,1,5,5,27,F,NA,constant,heterogeneous,3,present,1.07055306434631,1,horizontal,horizontal,1,0.752940337147031,green,1,2,596.34794493794,753.462830903772,1034.72873763037,699.636437764765,596.34794493794,753.462830903772,1034.72873763037,699.636437764765,768.923317431687,346.900731331463,0,0,0,0,0,0,4,0,5,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1b,21,100215,1,6,6,27,F,NA,constant,heterogeneous,4,present,0.768031120300293,1,vertical,vertical,1,1.01176244616508,green,3,2,915.767577433584,372.793336331966,1027.20666366803,715.767577433584,684.232422566416,827.206663668034,1027.20666366803,715.767577433584,915.767577433584,372.793336331966,572.793336331966,484.232422566416,0,0,0,0,0,5,4,5,NaN,NaN,vertical,vertical,vertical,horizontal,none,none
1b,21,100215,1,7,7,27,F,NA,constant,heterogeneous,6,present,NaN,0,horizontal,none,0,0.799998902423041,green,6,4,579.163522034968,727.5,800,345,800,855,1020.83647796503,727.5,1020.83647796503,472.5,800,345,579.163522034968,472.5,579.163522034968,727.5,0,6,5,0,3,4,horizontal,vertical,vertical,horizontal,horizontal,horizontal
1b,21,100215,1,8,8,27,F,NA,constant,heterogeneous,5,absent,1.64368987083435,1,horizontal,horizontal,1,0.976468522208078,green,5,NaN,616.568350913644,777.137884467044,NaN,NaN,911.784642431215,829.192481806288,1052.5183575291,564.510859255183,844.280285305067,348.874022981887,574.848363820974,480.284751489598,616.568350913644,777.137884467044,0,0,6,0,3,0,4,NaN,horizontal,horizontal,horizontal,vertical,horizontal,none
1b,21,100215,1,9,9,27,F,NA,constant,heterogeneous,3,absent,0.868415117263794,1,vertical,vertical,1,0.976468522208078,green,2,NaN,931.334709102064,381.422338320961,NaN,NaN,923.626453162816,823.028025320546,931.334709102064,381.422338320961,545.03883773512,595.549636358493,0,0,0,0,0,0,0,4,0,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1b,21,100215,1,10,10,27,F,NA,constant,heterogeneous,4,present,1.20104002952576,1,vertical,vertical,1,0.964703880889075,green,2,3,1054.96116226488,595.549636358493,795.549636358493,345.03883773512,804.450363641507,854.96116226488,1054.96116226488,595.549636358493,795.549636358493,345.03883773512,545.03883773512,604.450363641507,0,0,0,0,3,4,5,0,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
