experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1b,15,100201,1,1,1,20,F,NA,constant,heterogeneous,5,present,1.45988512039185,0,horizontal,vertical,1,1.04704908984048,red,3,4,923.626453162816,376.971974679454,626.090418184063,413.504806087112,831.076682568313,853.099268668537,1050.31493177915,648.656293821019,923.626453162816,376.971974679454,626.090418184063,413.504806087112,568.891514305654,707.767656743878,0,0,6,0,4,0,3,NaN,vertical,horizontal,horizontal,vertical,vertical,none
1b,15,100201,1,2,2,20,F,NA,constant,heterogeneous,5,absent,NaN,0,vertical,none,0,1.08234243903841,red,4,NaN,734.001143498857,353.688914296288,NaN,NaN,708.616172865948,838.063008756786,998.172220171528,760.476699717708,1013.86099482608,461.117046071168,734.001143498857,353.688914296288,545.349468637584,586.654331158049,0,0,3,5,0,4,0,NaN,vertical,vertical,horizontal,vertical,horizontal,none
1b,15,100201,1,3,3,20,F,NA,constant,heterogeneous,3,present,1.84159088134766,1,horizontal,horizontal,1,0.717644497326442,red,3,2,639.523300282292,401.827779828472,1051.86052685176,560.109211414741,708.616172865948,838.063008756786,1051.86052685176,560.109211414741,639.523300282292,401.827779828472,0,0,0,0,0,0,5,0,4,NaN,NaN,NaN,horizontal,horizontal,horizontal,none,none,none
1b,15,100201,1,4,4,20,F,NA,constant,heterogeneous,6,absent,1.87938499450684,1,horizontal,horizontal,1,1.05881353957312,red,1,NaN,777.775285599347,854.029648013395,NaN,NaN,777.775285599347,854.029648013395,1008.88377129369,746.261991269517,1031.10848569435,492.232343256122,822.224714400653,345.970351986605,591.116228706307,453.738008730483,568.891514305654,707.767656743878,4,0,5,3,0,6,horizontal,horizontal,horizontal,vertical,horizontal,horizontal
1b,15,100201,1,5,5,20,F,NA,constant,heterogeneous,6,absent,1.08799505233765,1,vertical,vertical,1,0.941169042246682,red,1,NaN,878.799333565612,842.519411655264,NaN,NaN,878.799333565612,842.519411655264,1049.42763818712,653.017481158529,970.628304621509,410.498069503264,721.200666434388,357.480588344736,550.57236181288,546.982518841471,629.371695378491,789.501930496736,4,0,0,6,5,3,vertical,vertical,horizontal,horizontal,horizontal,vertical
1b,15,100201,1,6,6,20,F,NA,constant,heterogeneous,3,present,NaN,0,vertical,none,0,0.917640142781394,red,2,1,1041.10723677783,516.980120613425,751.343706178981,850.314931779154,751.343706178981,850.314931779154,1041.10723677783,516.980120613425,607.549057043193,432.704947607421,0,0,0,0,0,0,5,4,6,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
1b,15,100201,1,7,7,20,F,NA,constant,heterogeneous,6,present,1.8761830329895,1,vertical,vertical,1,1.01175574064255,red,3,5,1031.10848569435,492.232343256122,591.116228706307,453.738008730483,777.775285599347,854.029648013395,1008.88377129369,746.261991269517,1031.10848569435,492.232343256122,822.224714400653,345.970351986605,591.116228706307,453.738008730483,568.891514305654,707.767656743878,6,6,4,5,5,0,horizontal,vertical,vertical,horizontal,vertical,horizontal
1b,15,100201,1,8,8,20,F,NA,constant,heterogeneous,5,present,1.29592704772949,1,vertical,vertical,1,0.682351148128509,red,5,2,604.658667004661,763.910840470068,1054.37883281626,582.212099195248,895.524681321058,836.431882914531,1054.37883281626,582.212099195248,861.690083377915,352.574589799621,583.747735480111,464.870587620533,604.658667004661,763.910840470068,0,0,0,5,6,3,4,NaN,horizontal,horizontal,vertical,horizontal,vertical,none
1b,15,100201,1,9,9,20,F,NA,constant,heterogeneous,3,absent,1.17505311965942,1,vertical,vertical,1,0.647057798930577,red,2,NaN,804.450363641507,345.03883773512,NaN,NaN,1018.57766167904,731.334709102064,804.450363641507,345.03883773512,576.971974679454,723.626453162816,0,0,0,0,0,0,3,4,6,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
1b,15,100201,1,10,10,20,F,NA,constant,heterogeneous,6,present,1.99722695350647,1,vertical,vertical,1,0.717644497326442,red,3,4,1053.60308331891,573.345241866748,903.717843984329,367.045908301137,696.282156015671,832.954091698863,949.885239334581,806.299333565612,1053.60308331891,573.345241866748,903.717843984329,367.045908301137,650.114760665419,393.700666434388,546.39691668109,626.654758133252,6,5,4,6,0,0,horizontal,horizontal,vertical,horizontal,horizontal,vertical
1b,15,100201,1,11,11,20,F,NA,constant,heterogeneous,3,absent,0.792656898498535,1,horizontal,horizontal,1,0.764702296257019,red,2,NaN,1047.42541020038,538.309916622085,NaN,NaN,729.712474266665,845.121732464271,1047.42541020038,538.309916622085,622.862115532956,416.568350913644,0,0,0,0,0,0,3,4,3,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1b,15,100201,1,12,12,20,F,NA,constant,heterogeneous,5,absent,1.4749391078949,1,vertical,vertical,1,0.717644497326442,red,4,NaN,576.971974679454,476.373546837184,NaN,NaN,907.767656743878,831.108485694346,1053.09926866854,568.923317431687,848.656293821019,349.685068220846,576.971974679454,476.373546837184,613.504806087112,773.909581815937,0,0,6,5,6,4,0,NaN,vertical,vertical,vertical,vertical,vertical,none
1b,15,100201,1,13,13,20,F,NA,constant,heterogeneous,5,present,1.58849501609802,1,vertical,vertical,1,0.788231195722307,red,4,5,684.232422566416,372.793336331966,548.13947314824,639.890788585259,760.109211414741,851.86052685176,1027.20666366803,715.767577433584,980.31222920257,419.68777079743,684.232422566416,372.793336331966,548.13947314824,639.890788585259,0,0,5,0,6,4,5,NaN,horizontal,vertical,horizontal,vertical,horizontal,none
1b,15,100201,1,14,14,20,F,NA,constant,heterogeneous,6,present,NaN,0,horizontal,none,0,0.658822248663221,red,6,2,545.155339110131,608.899371659138,935.129412379467,816.252264519889,680.284751489598,825.151636179026,935.129412379467,816.252264519889,1054.84466088987,591.100628340862,919.715248510402,374.848363820974,664.870587620533,383.747735480111,545.155339110131,608.899371659138,5,6,3,6,3,4,horizontal,vertical,vertical,horizontal,vertical,horizontal
1b,15,100201,1,15,15,20,F,NA,constant,heterogeneous,4,present,1.65972685813904,1,horizontal,horizontal,1,0.882346793583461,red,1,2,870.287525733335,845.121732464271,1045.12173246427,529.712474266665,870.287525733335,845.121732464271,1045.12173246427,529.712474266665,729.712474266665,354.878267535729,554.878267535729,670.287525733335,0,0,0,0,4,3,6,0,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
1b,15,100201,1,16,16,20,F,NA,constant,heterogeneous,3,absent,0.877007961273193,1,horizontal,horizontal,1,0.799995645454952,red,1,NaN,923.626453162816,823.028025320546,NaN,NaN,923.626453162816,823.028025320546,931.334709102064,381.422338320961,545.03883773512,595.549636358493,0,0,0,0,0,0,4,3,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1b,15,100201,1,17,17,20,F,NA,constant,heterogeneous,3,absent,0.908588171005249,1,horizontal,horizontal,1,1.09410688877106,red,1,NaN,963.910840470068,795.341332995339,NaN,NaN,963.910840470068,795.341332995339,887.215136548046,360.378381699593,548.874022981887,644.280285305067,0,0,0,0,0,0,4,0,3,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1b,15,100201,1,18,18,20,F,NA,constant,heterogeneous,3,absent,1.23896408081055,1,vertical,vertical,1,0.799995645454952,red,2,NaN,883.019879386575,358.892763222174,NaN,NaN,967.295052392579,792.450942956807,883.019879386575,358.892763222174,549.685068220846,648.656293821019,0,0,0,0,0,0,3,4,5,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
1b,15,100201,1,19,19,20,F,NA,constant,heterogeneous,5,present,NaN,0,vertical,none,0,0.999991290909903,red,3,1,960.476699717708,401.827779828472,786.654331158049,854.650531362416,786.654331158049,854.650531362416,1038.06300875679,691.383827134052,960.476699717708,401.827779828472,661.117046071168,386.139005173917,553.688914296288,665.998856501143,0,0,3,3,4,5,5,NaN,horizontal,horizontal,vertical,horizontal,horizontal,none
