sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
801 1 LeftLarger PercCAPrac Prime_4N Target_1A kLAKHdF JGAIhlb Congruent right correct Normal 1408.262
801 2 LeftLarger PercCAPrac Prime_9N Target_1N eciMdjL GkafMhC Incongruent left correct Normal 1099.078
801 3 LeftLarger PercCAPrac Prime_1A Target_9N ACIELbB AcEbemk Incongruent left correct Normal 2541.209
801 4 LeftLarger PercCAPrac Prime_4A Target_4A FfADgad GeAiHIB Congruent right correct Normal 1288.71
801 5 LeftLarger PercCAPrac Prime_9A Target_9A dFDhcie hBakJFG Congruent left error Normal 974.1245
801 6 LeftLarger PercCAPrac Prime_1A Target_1A KGIdlEi jGIJEdf Congruent right correct Normal 1044.805
801 7 LeftLarger PercCAPrac Prime_9A Target_1N kdAaKgF jACGJEm Incongruent left correct Normal 1067.596
801 8 LeftLarger PercCAPrac Prime_4N Target_4A HjcJCek FcDgfjk Congruent left error Normal 1546.001
801 9 LeftLarger PercCAPrac Prime_9A Target_4N CGcLKmI DMhliFA Incongruent left correct Normal 992.8412
801 10 LeftLarger PercCAPrac Prime_6N Target_4A JHGDMgl fIaMAKb Incongruent left correct Normal 1427.619
801 11 LeftLarger PercCAPrac Prime_1N Target_1A EGaLBDC hgKdaIc Congruent right correct Normal 1104.823
801 12 LeftLarger PercCAPrac Prime_6N Target_6N KDaJFCf DgihlfA Congruent left error Normal 1632.748
801 13 LeftLarger PercCAPrac Prime_4N Target_6A jhJBlmF HIFgCAh Incongruent left correct Normal 1689.814
801 14 LeftLarger PercCAPrac Prime_4N Target_1N KbAidLB GFCeckg Congruent left error Normal 1373.017
801 15 LeftLarger PercCAPrac Prime_1N Target_4A gGKDjEl kiegGDa Congruent left error Normal 1240.442
801 16 LeftLarger PercCAPrac Prime_6A Target_1A BJFdHLC gjkeMmd Incongruent left correct Normal 930.3758
801 17 LeftLarger PercCAExp1 Prime_6A Target_6A kegEKGa AIkHchl Congruent left error Normal 772.6584
801 18 LeftLarger PercCAExp1 Prime_4A Target_9A lDCKAjH cbkKIBe Incongruent left correct Normal 794.6045
801 19 LeftLarger PercCAExp1 Prime_4N Target_6N bdkMKhG akGhLel Incongruent left correct Normal 1066.482
801 20 LeftLarger PercCAExp1 Prime_4N Target_6A MGHbekg fJDlMCh Incongruent left correct Normal 767.0561
801 21 LeftLarger PercCAExp1 Prime_4A Target_9N gImlBMd MDmAgik Incongruent left correct Normal 633.1264
801 22 LeftLarger PercCAExp1 Prime_4N Target_4N FeaibfJ kbCMFjI Congruent left error Normal 956.5471
801 23 LeftLarger PercCAExp1 Prime_1N Target_4N dAKibjG mChMBHi Congruent left error Normal 802.9516
801 24 LeftLarger PercCAExp1 Prime_9A Target_1A eakLmbF mHcIbed Incongruent left correct Normal 552.2496
801 25 LeftLarger PercCAExp1 Prime_6A Target_9A MDkfKlh bCJEhGM Congruent left error Normal 698.754
801 26 LeftLarger PercCAExp1 Prime_9N Target_6A EgbMAjc jgALifK Congruent left error Normal 903.2303
801 27 LeftLarger PercCAExp1 Prime_9A Target_9N mjIJiEb helaJHF Congruent right correct Normal 957.381
801 28 LeftLarger PercCAExp1 Prime_9A Target_6A ELecImJ DdhAmbF Congruent right correct Normal 685.9592
801 29 LeftLarger PercCAExp1 Prime_6A Target_4N fmbaFkG GjDAHdM Incongruent left correct Normal 747.5739
801 30 LeftLarger PercCAExp1 Prime_6A Target_6N kdbfDCm iAgeChb Congruent right correct Normal 1136.014
