sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
601 1 LeftLarger PercIAPrac Prime_9N Target_4A FlIjdib lhkgjib Incongruent left correct Normal 1848.088
601 2 LeftLarger PercIAPrac Prime_6N Target_6A FacEiHk JmLDHKa Congruent right error Normal 522.9224
601 3 LeftLarger PercIAPrac Prime_9A Target_9A MJLCDce ALaDJbG Congruent left correct Normal 1234.22
601 4 LeftLarger PercIAPrac Prime_1A Target_9N gGjmILe CJIlDbL Incongruent right correct Normal 3698.345
601 5 LeftLarger PercIAPrac Prime_9N Target_4N HFdkCim KmfILBc Incongruent left correct Normal 1498.991
601 6 LeftLarger PercIAPrac Prime_6N Target_4A iMlekJj IHeAjGC Incongruent right error Normal 2489.146
601 7 LeftLarger PercIAPrac Prime_6N Target_6N IDKAejl fhMAJIg Congruent left correct Normal 1784.085
601 8 LeftLarger PercIAPrac Prime_1N Target_4N iIgmCGf GbDAKhl Congruent left error Normal 2304.415
601 9 LeftLarger PercIAPrac Prime_9A Target_4N eMKbHIi FAGMDiK Incongruent right error Normal 2083.137
601 10 LeftLarger PercIAPrac Prime_9A Target_6A MlhImba ibHcCma Congruent right error Normal 1390.339
601 11 LeftLarger PercIAPrac Prime_9N Target_9N eEkIMFg GceHLfF Congruent left correct Normal 3089.249
601 12 LeftLarger PercIAPrac Prime_1N Target_1N KCiJegI JdEAGDK Congruent right correct Normal 2424.199
601 13 LeftLarger PercIAPrac Prime_1N Target_1A iaemdHA chLaHlk Congruent left error Normal 2060.427
601 14 LeftLarger PercIAPrac Prime_9A Target_4A EfFBKJj dkliMLI Incongruent right error Normal 2328.597
601 15 LeftLarger PercIAPrac Prime_9A Target_9N fdDLMJA eaEmJKF Congruent left correct Normal 2067.073
601 16 LeftLarger PercIAPrac Prime_9N Target_9A lmGEgdf kDbHJhf Congruent right error Normal 1841.393
601 17 LeftLarger PercIAExp1 Prime_4A Target_6A mKAkgFJ cLaBgGm Incongruent right correct Normal 1735.227
601 18 LeftLarger PercIAExp1 Prime_4N Target_4N LfmFaKe fkhBKIH Congruent left error Normal 1417.573
601 19 LeftLarger PercIAExp1 Prime_6A Target_9N Fmegifj aAifIlJ Congruent right error Normal 1017.248
601 20 LeftLarger PercIAExp1 Prime_4A Target_4A LcfCJal AalfgJm Congruent left error Normal 1169.268
601 21 LeftLarger PercIAExp1 Prime_9A Target_1N LkHaild mcDLFIB Incongruent right error Normal 1494.699
601 22 LeftLarger PercIAExp1 Prime_4A Target_1A iDFhIKc DLGbFeg Congruent left error Normal 1873.51
601 23 LeftLarger PercIAExp1 Prime_4N Target_6A cGChdlb iCgjBka Incongruent right correct Normal 1896.701
601 24 LeftLarger PercIAExp1 Prime_9N Target_9N BhmHCci Mdegmbh Congruent right error Normal 1980.193
601 25 LeftLarger PercIAExp1 Prime_1N Target_1N chbeCiD kidbjgf Congruent right correct Normal 2725.498
601 26 LeftLarger PercIAExp1 Prime_9N Target_4N KFfakBM IaDELBF Incongruent left correct Normal 1214.343
601 27 LeftLarger PercIAExp1 Prime_4N Target_4A AeBCikl bJMmBAK Congruent right correct Normal 1602.856
601 28 LeftLarger PercIAExp1 Prime_4N Target_1A liCegMD fiLaEFJ Congruent right correct Normal 1959.779
601 29 LeftLarger PercIAExp1 Prime_1A Target_9N mBAGbgK MJEjlcK Incongruent left error Normal 1620.554
601 30 LeftLarger PercIAExp1 Prime_4A Target_6N gJiIAhE AbafCGL Incongruent right correct Normal 1153.428
601 31 LeftLarger PercIAExp1 Prime_4N Target_6N IagGkLj DFJIlAb Incongruent right correct Normal 1811.632
601 32 LeftLarger PercIAExp1 Prime_1N Target_6N BEMHFCK IcjBdhi Incongruent right correct Normal 1599.623
601 33 LeftLarger PercIAExp1 Prime_1N Target_9N kihFfje KeaBhjE Incongruent left error Normal 2041.858
601 34 LeftLarger PercIAExp1 Prime_6N Target_6N eAHECcJ JImHkje Congruent right error Normal 2254.019
601 35 LeftLarger PercIAExp1 Prime_9N Target_6N dfCjHMc kcMEilB Congruent left correct Normal 1878.603
601 36 LeftLarger PercIAExp1 Prime_9A Target_6N LefhFDB LhGHAda Congruent right error Normal 494.5411
601 37 LeftLarger PercIAExp1 Prime_4A Target_4N ebJiagf iAJdajF Congruent left error Normal 710.9993
601 38 LeftLarger PercIAExp1 Prime_1A Target_4A iMjIlKB ILhMDkj Congruent right correct Normal 964.501
601 39 LeftLarger PercIAExp1 Prime_1N Target_1A DbAMeLi eKHAJjG Congruent left error Normal 688.0277
601 40 LeftLarger PercIAExp1 Prime_6A Target_6N fkAFKaL jBeIHfd Congruent right error Normal 1102.86
601 41 LeftLarger PercIAExp1 Prime_9N Target_1A GAgckIf hkcfECj Incongruent right error Normal 1539.397
601 42 LeftLarger PercIAExp1 Prime_4N Target_9A jDaimJh JHDhejA Incongruent right correct Normal 1725.622
601 43 LeftLarger PercIAExp1 Prime_1A Target_9A madCMJf jbMaAJe Incongruent right correct Normal 1719.281
601 44 LeftLarger PercIAExp1 Prime_9N Target_9A adlGbAf FeJkLda Congruent left correct Normal 1231.365
601 45 LeftLarger PercIAExp1 Prime_9N Target_1N AahHLIC ahCBfji Incongruent right error Normal 1060.931
601 46 LeftLarger PercIAExp1 Prime_9A Target_9A GFceEih ahbGJjl Congruent left correct Normal 1188.221
601 47 LeftLarger PercIAExp1 Prime_4A Target_1N LmJdCjG kLGDbdj Congruent right correct Normal 1881.525
