sub trial_no group_type block_type prime target mask1 mask2 congruency key_press key_error time_error RT
701 1 LeftSmaller PercIAPrac Prime_6N Target_6A aCJBElL JegAFMc Congruent right correct Normal 427.9697
701 2 LeftSmaller PercIAPrac Prime_4N Target_9A CBLMAIm MDkiHmF Incongruent left correct Normal 395.1569
701 3 LeftSmaller PercIAPrac Prime_9N Target_9A iKECAgd fimblCH Congruent right correct Normal 469.614
701 4 LeftSmaller PercIAPrac Prime_1A Target_1A fEihKAg iAGKklJ Congruent right error Normal 874.07
701 5 LeftSmaller PercIAPrac Prime_1A Target_9N IjlFBam dfHjEFK Incongruent left correct Normal 842.7278
701 6 LeftSmaller PercIAPrac Prime_6N Target_1N kFBlhDK Dmclkij Incongruent left error Normal 1317.148
701 7 LeftSmaller PercIAPrac Prime_4A Target_4N IMCiEDc ajelCAb Congruent right error Normal 554.5971
701 8 LeftSmaller PercIAPrac Prime_1A Target_9A HhileCA EFcLmHM Incongruent left correct Normal 794.1232
701 9 LeftSmaller PercIAPrac Prime_9N Target_6N EHAIkfb AcidHCM Congruent right correct Normal 317.1776
701 10 LeftSmaller PercIAPrac Prime_9A Target_6A kGMBCEb gDEaIBb Congruent right correct Normal 594.6589
701 11 LeftSmaller PercIAPrac Prime_1N Target_1N CJEMldf eILaEGJ Congruent left correct Normal 343.9814
701 12 LeftSmaller PercIAPrac Prime_6N Target_6N LfbFehd hceKBFg Congruent left error Normal 3360.101
701 13 LeftSmaller PercIAPrac Prime_9A Target_1A agKBlid IEbgiaj Incongruent right correct Normal 808.0178
701 14 LeftSmaller PercIAPrac Prime_1A Target_1N bCiGEad hkaIdGB Congruent right error Normal 4699.705
701 15 LeftSmaller PercIAPrac Prime_6N Target_4A fIFAajl lhGDAaH Incongruent right correct Normal 541.6821
701 16 LeftSmaller PercIAPrac Prime_4A Target_1N FjbaMEJ KaDmIkC Congruent right error Normal 354.473
701 17 LeftSmaller PercIAExp1 Prime_4N Target_9A FBfdKkD djEgcHi Incongruent right error Normal 471.7625
701 18 LeftSmaller PercIAExp1 Prime_9A Target_6N fjMiJFa BhljGkA Congruent right correct Normal 439.9474
701 19 LeftSmaller PercIAExp1 Prime_1N Target_4N BDHlIcj LHmjeDg Congruent right error Normal 401.7629
701 20 LeftSmaller PercIAExp1 Prime_6N Target_6A IjfLbdJ hmCdfFa Congruent right correct Normal 414.2359
701 21 LeftSmaller PercIAExp1 Prime_9N Target_1A hGHeBmM FgaDidf Incongruent right correct Normal 499.6955
701 22 LeftSmaller PercIAExp1 Prime_4N Target_6A ljLMCmI mbejKBJ Incongruent right error Normal 473.0014
701 23 LeftSmaller PercIAExp1 Prime_4N Target_1A AIDCdHe BCJeAil Congruent right error Normal 294.2986
701 24 LeftSmaller PercIAExp1 Prime_9N Target_6N keCjdhH ckjECIA Congruent right correct Normal 302.2244
701 25 LeftSmaller PercIAExp1 Prime_1N Target_6N mJfeKcB gAKBfjC Incongruent right error Normal 388.0677
701 26 LeftSmaller PercIAExp1 Prime_9A Target_1N fkaCjDe cDmfeiI Incongruent right correct Normal 270.0791
701 27 LeftSmaller PercIAExp1 Prime_1A Target_4A kDAfECe dGDAlci Congruent right error Normal 292.9574
701 28 LeftSmaller PercIAExp1 Prime_4A Target_4A lGFfMJb dDJlBbh Congruent right error Normal 129.5489
701 29 LeftSmaller PercIAExp1 Prime_1A Target_6N KGCeIak LKMgbcA Incongruent left correct Normal 372.5997
701 30 LeftSmaller PercIAExp1 Prime_9N Target_1N dKCaIfE bBiLgKk Incongruent left error Normal 3686.609
701 31 LeftSmaller PercIAExp1 Prime_6N Target_1A ldgibIH lcKeFAk Incongruent right correct Normal 361.3881
