NC 6 1 incong rel 1 1 2 3 8 3 0 2008.1 0 1690.0
NC 6 2 cong unrel 1 1 2 7 2 3 1 2851.9 0 309.4
NC 6 3 incong rel 1 1 4 1 8 1 0 1677.7 0 322.0
NC 6 4 cong unrel 1 1 2 1 2 7 0 1447.3 0 282.5
NC 6 5 cong unrel 1 1 2 7 2 9 1 1442.9 0 280.7
NC 6 6 incong rel 1 1 8 7 4 7 1 2084.4 1 295.3
NC 6 7 cong rel 1 1 8 1 8 1 0 4059.3 1 473.8
NC 6 8 incong rel 1 1 8 3 2 3 0 1906.5 1 528.0
NC 6 9 incong rel 1 1 2 9 4 9 1 1754.2 0 268.4
NC 6 10 cong rel 1 1 6 1 6 1 0 1564.9 1 277.0
NC 6 11 incong unrel 1 1 8 9 2 3 1 1883.0 1 300.4
NC 6 12 incong unrel 1 1 2 9 4 3 1 1736.6 0 668.5
NC 6 13 cong rel 1 1 4 1 4 1 0 2059.2 0 328.5
NC 6 14 cong unrel 1 1 8 7 8 1 1 2028.9 1 300.4
NC 6 15 incong rel 1 1 8 7 6 7 1 2526.6 1 326.4
NC 6 16 cong unrel 1 1 4 7 4 3 1 1999.5 0 336.1
NC 6 17 cong rel 1 1 6 1 6 1 0 2048.1 1 290.1
NC 6 18 cong rel 1 1 2 3 2 3 0 1634.1 0 255.0
NC 6 19 cong rel 1 1 8 9 8 9 1 1678.8 1 286.0
NC 6 20 cong rel 1 1 8 3 8 3 0 1402.1 1 311.8
NC 6 21 incong unrel 1 1 6 3 8 7 0 3206.8 1 598.9
NC 6 22 incong rel 1 1 8 9 2 9 1 2612.3 1 246.8
NC 6 23 cong unrel 1 1 4 3 4 1 0 1477.9 0 220.1
NC 6 24 incong unrel 1 1 6 1 4 7 0 2789.1 1 479.9
NC 6 25 incong unrel 1 1 6 7 4 9 1 2272.3 1 270.9
NC 6 26 incong unrel 1 1 4 1 2 7 0 1571.7 0 578.1
NC 6 27 cong rel 1 1 2 1 2 1 0 3638.2 0 251.3
NC 6 28 cong unrel 1 1 6 9 6 1 1 2724.3 1 845.7
NC 6 29 cong unrel 1 1 6 7 6 1 1 2245.3 1 320.7
NC 6 30 cong rel 1 1 6 7 6 7 1 1638.8 1 272.2
NC 6 31 incong rel 1 1 8 1 6 1 0 3780.9 1 896.8
NC 6 32 cong rel 1 1 8 9 8 9 1 3318.8 1 334.6
NC 6 33 cong unrel 1 1 6 1 6 7 0 1843.4 1 260.2
NC 6 34 cong rel 1 1 6 7 6 7 1 2918.1 1 318.2
NC 6 35 cong rel 1 1 2 7 2 7 1 1740.9 0 219.9
NC 6 36 cong unrel 1 1 6 9 6 1 1 1545.3 1 289.7
NC 6 37 incong rel 1 1 6 1 2 1 0 1531.2 1 372.6
NC 6 38 incong unrel 1 1 2 1 6 7 0 1888.5 0 242.1
NC 6 39 cong rel 1 1 8 9 8 9 1 2026.9 1 251.7
NC 6 40 incong rel 1 1 6 1 8 1 0 2755.3 1 296.2
NC 6 41 incong unrel 1 1 4 1 6 7 0 5030.8 0 646.3
NC 6 42 incong rel 1 1 6 7 8 7 1 3594.7 1 1011.5
NC 6 43 incong unrel 1 1 8 7 2 1 1 2108.8 1 221.4
NC 6 44 cong rel 1 1 6 3 6 3 0 1553.4 1 663.2
NC 6 45 incong unrel 1 1 6 9 2 7 1 1828.1 1 203.7
NC 6 46 incong unrel 1 1 2 1 8 9 0 1741.6 0 269.5
NC 6 47 cong rel 1 1 2 3 2 3 0 1605.9 0 216.8
NC 6 48 incong rel 1 1 8 7 4 7 1 2361.9 1 249.1
NC 6 49 cong rel 1 1 4 9 4 9 1 1695.6 0 356.7
NC 6 50 cong rel 1 1 2 7 2 7 1 2513.9 0 261.2
NC 6 51 cong unrel 1 1 6 9 6 1 1 1892.9 1 264.7
NC 6 52 incong rel 1 1 2 1 6 1 0 1892.8 0 267.4
NC 6 53 cong unrel 1 1 4 7 4 3 1 2706.3 0 360.8
NC 6 54 cong rel 1 1 2 9 2 9 1 1805.3 0 296.0
NC 6 55 incong unrel 1 1 2 3 4 9 0 1744.1 0 230.7
NC 6 56 cong unrel 1 1 8 3 8 7 0 1458.6 1 243.5
NC 6 57 incong unrel 1 1 2 7 8 3 1 2271.7 0 303.6
NC 6 58 cong unrel 1 1 8 3 8 7 1 1570.3 0 233.6
NC 6 59 incong rel 1 1 4 9 2 9 1 3566.4 0 355.4
NC 6 60 cong rel 1 1 4 1 4 1 0 1419.6 0 223.8
NC 6 61 incong unrel 1 1 8 9 4 1 1 1549.7 1 218.7
NC 6 62 incong rel 1 1 4 3 2 3 0 1469.3 0 150.5
NC 6 63 cong rel 1 1 6 3 6 3 0 6625.6 1 369.3
NC 6 64 incong unrel 1 1 4 7 8 3 1 2019.1 0 225.9
NC 6 65 incong unrel 1 1 8 3 6 7 0 1921.8 1 169.7
NC 6 66 cong unrel 1 1 4 1 4 9 0 1360.4 0 252.8
NC 6 67 incong rel 1 1 4 3 8 3 0 1331.7 0 289.1
NC 6 68 incong rel 1 1 6 1 4 1 0 2054.1 1 250.9
NC 6 69 incong rel 1 1 4 1 6 1 0 2212.0 0 219.5
NC 6 70 cong unrel 1 1 2 7 2 9 1 2077.8 0 587.7
NC 6 71 cong rel 1 1 8 1 8 1 0 2926.0 1 294.6
NC 6 72 incong unrel 1 1 8 3 6 9 0 2103.5 1 251.4
NC 6 73 cong rel 1 1 4 1 4 1 0 2482.0 0 212.2
NC 6 74 incong rel 1 1 2 7 6 7 1 2141.9 0 333.2
NC 6 75 incong unrel 1 1 6 3 2 9 0 1957.1 1 229.8
NC 6 76 cong unrel 1 1 6 3 6 9 0 2482.1 1 404.8
NC 6 77 cong unrel 1 1 2 9 2 7 1 1868.1 0 282.0
NC 6 78 cong unrel 1 1 8 1 8 7 0 1970.0 1 237.4
NC 6 79 incong unrel 1 1 2 7 6 9 1 2063.8 0 249.8
NC 6 80 incong unrel 1 1 4 7 2 9 1 2467.8 0 307.0
NC 6 81 cong unrel 1 1 4 1 4 7 0 1474.1 0 256.0
NC 6 82 cong unrel 1 1 8 1 8 7 0 1661.9 1 195.6
NC 6 83 cong rel 1 1 4 3 4 3 0 1828.2 0 426.3
NC 6 84 incong rel 1 1 4 3 6 3 0 1784.0 0 252.3
NC 6 85 incong unrel 1 1 8 1 4 7 0 2067.9 1 296.3
NC 6 86 cong unrel 1 1 8 9 8 1 1 1555.9 1 266.2
NC 6 87 cong unrel 1 1 2 9 2 3 1 1799.5 0 210.5
NC 6 88 cong unrel 1 1 4 9 4 3 1 1515.2 0 223.7
NC 6 89 incong unrel 1 1 4 7 6 9 0 1748.4 1 1440.0
NC 6 90 cong rel 1 1 4 3 4 3 0 1650.2 0 159.4
