AW 1 1 incong unrel 1 1 4 9 2 1 1 1671.3 1 1396.8
AW 1 2 incong rel 1 1 8 1 6 1 0 2636.8 1 849.2
AW 1 3 cong rel 1 1 6 3 6 3 1 1856.7 0 619.1
AW 1 4 incong unrel 1 1 8 1 6 3 1 1650.2 0 496.0
AW 1 5 cong unrel 1 1 8 7 8 9 1 1461.8 1 855.2
AW 1 6 incong rel 1 1 2 3 8 3 0 1602.9 0 775.0
AW 1 7 cong unrel 1 1 6 3 6 1 1 1684.0 0 288.6
AW 1 8 incong unrel 1 1 2 7 8 1 0 1966.8 1 524.0
AW 1 9 incong rel 1 1 6 9 8 9 1 1632.1 1 502.3
AW 1 10 cong unrel 1 1 8 9 8 1 1 1757.3 1 470.2
AW 1 11 cong unrel 1 1 4 1 4 7 0 2650.8 0 764.7
AW 1 12 cong unrel 1 1 2 1 2 9 0 3212.6 0 371.6
AW 1 13 incong unrel 1 1 4 3 6 9 0 1465.1 0 506.1
AW 1 14 incong unrel 1 1 6 3 2 1 1 1624.2 0 727.5
AW 1 15 incong unrel 1 1 8 1 4 9 0 1805.8 1 318.8
AW 1 16 cong unrel 1 1 2 3 2 7 0 2771.4 0 255.9
AW 1 17 cong rel 1 1 8 7 8 7 1 1994.6 1 253.5
AW 1 18 cong unrel 1 1 6 3 6 9 1 2136.7 0 420.9
AW 1 19 incong rel 1 1 8 1 2 1 0 1858.3 1 237.4
AW 1 20 incong rel 1 1 8 7 6 7 1 1840.8 1 132.8
AW 1 21 incong rel 1 1 6 1 4 1 0 1511.3 1 253.7
AW 1 22 incong unrel 1 1 6 3 4 7 0 1919.3 1 240.7
AW 1 23 cong rel 1 1 2 7 2 7 1 2850.5 0 643.4
AW 1 24 incong unrel 1 1 8 9 4 3 1 1858.4 1 883.9
AW 1 25 cong rel 1 1 4 3 4 3 0 1489.2 0 642.9
AW 1 26 cong unrel 1 1 2 9 2 3 1 1632.2 0 376.3
AW 1 27 cong rel 1 1 4 9 4 9 1 1973.0 0 746.0
AW 1 28 incong rel 1 1 6 9 2 9 1 3094.6 1 342.3
AW 1 29 incong rel 1 1 4 9 6 9 1 1776.9 0 450.8
AW 1 30 cong unrel 1 1 8 1 8 3 0 2287.7 1 1181.9
AW 1 31 cong rel 1 1 4 7 4 7 1 1776.6 0 304.4
AW 1 32 cong rel 1 1 6 9 6 9 1 2149.9 1 377.5
AW 1 33 cong unrel 1 1 8 3 8 7 0 1951.8 1 360.6
AW 1 34 cong rel 1 1 2 1 2 1 0 1904.2 0 253.3
AW 1 35 incong rel 1 1 6 7 8 7 1 1989.3 1 244.0
AW 1 36 incong unrel 1 1 2 3 6 7 0 3038.3 1 493.4
AW 1 37 incong unrel 1 1 2 7 4 9 1 1640.6 1 316.4
AW 1 38 cong unrel 1 1 2 1 2 9 0 1530.4 0 334.1
AW 1 39 incong rel 1 1 8 1 4 1 0 1726.3 1 263.2
AW 1 40 incong rel 1 1 6 7 4 7 0 2405.1 1 825.8
AW 1 41 cong rel 1 1 4 3 4 3 0 1947.8 0 174.5
AW 1 42 cong rel 1 1 4 9 4 9 1 1755.7 0 397.6
