MB 5 1 cong rel 1 1 2 7 2 7 0 9820.2 0 4312.0
MB 5 2 cong unrel 1 1 2 3 2 7 0 5659.4 0 1132.8
MB 5 3 cong rel 1 1 2 1 2 1 0 4323.6 0 1854.7
MB 5 4 cong rel 1 1 2 1 2 1 0 1607.5 0 203.4
MB 5 5 incong rel 1 1 4 7 2 7 0 2816.1 1 523.9
MB 5 6 cong unrel 1 1 6 9 6 1 1 2758.0 0 538.3
MB 5 7 incong rel 1 1 8 1 4 1 0 2663.8 1 171.7
MB 5 8 cong unrel 1 1 4 1 4 3 0 2951.1 0 210.0
MB 5 9 incong unrel 1 1 8 1 4 9 1 2310.1 0 195.8
MB 5 10 incong unrel 1 1 4 1 8 7 0 3092.0 0 196.2
MB 5 11 cong unrel 1 1 8 3 8 7 1 2194.7 0 590.9
MB 5 12 incong unrel 1 1 6 3 2 7 0 2144.9 1 364.9
MB 5 13 incong rel 1 1 2 7 6 7 1 1980.7 0 212.5
MB 5 14 incong unrel 1 1 4 9 6 3 1 2862.3 0 240.8
MB 5 15 cong rel 1 1 4 1 4 1 0 1682.7 0 154.7
MB 5 16 incong unrel 1 1 6 1 8 9 0 2285.7 1 232.7
MB 5 17 incong unrel 1 1 2 7 4 9 1 5612.1 0 469.5
MB 5 18 incong unrel 1 1 6 7 2 3 1 2290.7 1 236.1
MB 5 19 cong unrel 1 1 8 9 8 1 1 2961.0 1 130.8
MB 5 20 cong rel 1 1 2 7 2 7 1 2505.7 0 168.9
MB 5 21 incong unrel 1 1 8 1 6 9 0 2317.4 1 188.8
MB 5 22 cong unrel 1 1 4 7 4 3 1 2841.8 1 126.0
MB 5 23 cong unrel 1 1 6 3 6 7 0 11301.3 0 140.5
MB 5 24 cong rel 1 1 2 9 2 9 0 7772.2 1 206.7
MB 5 25 cong rel 1 1 4 9 4 9 1 1757.4 0 151.8
MB 5 26 cong unrel 1 1 4 3 4 9 0 1405.3 0 164.2
