CP 2 1 cong rel 1 1 8 7 8 7 1 4832.7 0 532.4
CP 2 2 incong unrel 1 1 4 1 8 7 0 1809.2 0 297.7
CP 2 3 cong unrel 1 1 8 3 8 9 0 3179.8 1 238.6
CP 2 4 cong unrel 1 1 4 9 4 1 1 1719.2 0 440.6
CP 2 5 cong unrel 1 1 6 9 6 7 1 2864.0 1 1134.1
CP 2 6 cong unrel 1 1 6 7 6 1 1 2961.3 1 578.1
CP 2 7 incong rel 1 1 2 3 8 3 0 1896.3 0 530.2
CP 2 8 cong unrel 1 1 2 7 2 9 1 2812.3 0 1106.9
CP 2 9 incong unrel 1 1 8 1 6 9 1 2251.9 1 695.6
CP 2 10 incong rel 1 1 6 7 2 7 1 2665.5 1 419.9
CP 2 11 cong rel 1 1 4 3 4 3 0 1988.6 0 371.7
CP 2 12 incong rel 1 1 8 1 6 1 0 5896.7 1 3192.0
CP 2 13 cong rel 1 1 4 1 4 1 0 6405.6 0 375.9
CP 2 14 cong unrel 1 1 8 3 8 9 0 2972.8 1 491.9
CP 2 15 incong unrel 1 1 4 9 2 7 1 4822.6 0 602.4
CP 2 16 incong unrel 1 1 4 7 2 1 1 3144.1 0 454.1
CP 2 17 cong rel 1 1 6 3 6 3 0 3541.7 1 1241.5
CP 2 18 incong unrel 1 1 2 9 4 7 1 2251.9 0 448.4
CP 2 19 incong rel 1 1 2 7 8 7 1 1861.3 0 591.7
CP 2 20 incong unrel 1 1 4 3 6 1 0 5051.5 0 268.8
CP 2 21 cong rel 1 1 4 1 4 1 0 2896.6 0 360.6
CP 2 22 incong unrel 1 1 2 7 6 9 1 3769.3 0 653.4
CP 2 23 cong unrel 1 1 4 9 4 1 1 3731.0 0 414.0
CP 2 24 cong rel 1 1 8 3 8 3 0 3714.7 1 552.9
CP 2 25 incong unrel 1 1 2 3 4 7 0 1454.1 0 455.2
CP 2 26 cong rel 1 1 8 9 8 9 1 2102.4 1 500.3
CP 2 27 incong unrel 1 1 6 7 8 9 1 2453.9 1 222.0
CP 2 28 cong rel 1 1 2 3 2 3 0 1370.4 0 159.1
CP 2 29 cong unrel 1 1 2 7 2 1 1 2016.4 0 817.4
CP 2 30 incong unrel 1 1 6 9 2 3 1 1817.0 1 140.9
CP 2 31 incong rel 1 1 6 9 4 9 1 2261.2 1 158.7
CP 2 32 cong unrel 1 1 2 3 2 1 0 1563.3 0 350.6
CP 2 33 cong unrel 1 1 2 7 2 1 1 2457.3 0 1453.5
CP 2 34 incong unrel 1 1 2 3 8 9 0 1440.7 0 829.6
CP 2 35 incong unrel 1 1 6 7 2 9 1 3311.8 1 313.4
CP 2 36 cong unrel 1 1 4 7 4 1 1 2420.3 0 612.3
CP 2 37 cong unrel 1 1 6 3 6 1 0 2227.8 1 794.4
CP 2 38 incong unrel 1 1 6 7 8 3 1 1841.2 1 257.0
CP 2 39 cong rel 1 1 6 7 6 7 1 1585.7 1 250.5
CP 2 40 cong rel 1 1 6 3 6 3 0 3482.9 1 401.7
CP 2 41 incong unrel 1 1 8 7 6 9 1 1651.4 1 224.6
CP 2 42 incong rel 1 1 2 1 4 1 0 1683.6 0 352.0
CP 2 43 cong rel 1 1 2 3 2 3 0 1212.3 0 181.4
CP 2 44 incong rel 1 1 6 9 4 9 1 1724.7 1 188.7
CP 2 45 incong rel 1 1 6 1 2 1 0 1613.6 1 375.9
CP 2 46 cong rel 1 1 4 9 4 9 0 2556.6 0 2319.0
CP 2 47 incong rel 1 1 6 3 8 3 0 2026.5 1 501.3
