SL 8 1 cong unrel 1 1 6 9 6 1 1 10811.2 0 2377.8
SL 8 2 cong rel 1 1 2 9 2 9 1 3700.2 0 904.0
SL 8 3 cong unrel 1 1 8 1 8 7 0 1371.9 1 1569.4
SL 8 4 cong rel 1 1 2 9 2 9 1 2499.8 0 662.4
SL 8 5 cong unrel 1 1 8 9 8 3 1 1775.0 1 741.1
SL 8 6 incong unrel 1 1 2 7 8 1 0 1449.9 1 880.1
SL 8 7 incong rel 1 1 4 1 8 1 0 1342.6 0 971.9
SL 8 8 incong rel 1 1 2 1 6 1 0 1503.6 0 548.8
SL 8 9 incong rel 1 1 6 7 4 7 1 1127.3 1 460.9
SL 8 10 incong unrel 1 1 6 3 2 7 1 1379.7 0 1763.5
SL 8 11 cong rel 1 1 4 3 4 3 0 1437.8 0 728.8
SL 8 12 incong unrel 1 1 8 1 2 9 0 2002.4 1 696.9
SL 8 13 cong unrel 1 1 8 7 8 3 1 1554.1 1 732.0
SL 8 14 cong unrel 1 1 4 9 4 3 0 1409.5 1 1079.5
SL 8 15 incong rel 1 1 6 9 8 9 1 1333.1 1 1065.9
SL 8 16 incong rel 1 1 6 1 8 1 0 1201.4 1 788.8
SL 8 17 incong unrel 1 1 4 9 6 7 0 1485.8 1 2458.5
SL 8 18 cong rel 1 1 8 7 8 7 1 1328.7 1 1233.6
SL 8 19 incong rel 1 1 4 9 6 9 1 1674.8 0 1108.2
SL 8 20 cong rel 1 1 6 3 6 3 0 1492.6 1 686.5
SL 8 21 incong rel 1 1 8 3 2 3 1 2653.6 0 790.0
SL 8 22 incong rel 1 1 6 9 2 9 1 1429.0 1 908.9
SL 8 23 incong rel 1 1 4 7 2 7 1 1458.1 0 661.1
SL 8 24 cong unrel 1 1 8 3 8 1 0 1070.1 1 860.1
SL 8 25 cong rel 1 1 6 7 6 7 1 1283.3 1 621.7
SL 8 26 incong unrel 1 1 6 3 8 1 0 1547.9 1 726.0
SL 8 27 cong unrel 1 1 4 9 4 7 0 1345.8 1 840.4
SL 8 28 cong rel 1 1 6 1 6 1 1 1234.2 0 3099.1
SL 8 29 cong rel 1 1 6 3 6 3 0 1657.5 1 1101.9
SL 8 30 cong unrel 1 1 2 7 2 3 0 1823.4 0 1277.7
SL 8 31 incong rel 1 1 2 9 6 9 1 1911.2 0 466.3
SL 8 32 incong rel 1 1 4 9 8 9 1 1374.6 0 953.2
SL 8 33 incong rel 1 1 6 1 2 1 0 2155.2 1 574.1
SL 8 34 cong unrel 1 1 8 3 8 1 0 2950.3 1 484.9
SL 8 35 cong rel 1 1 6 9 6 9 1 1734.7 0 985.5
SL 8 36 cong unrel 1 1 4 7 4 3 1 1891.8 0 446.2
SL 8 37 cong rel 1 1 4 1 4 1 1 2300.6 1 41.5
