experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1a,3,100127,1,1,1,18,F,NA,variable,heterogeneous,3,present,NaN,0,horizontal,none,0,0.623529309492845,red,3,1,704.475318678942,363.568117085469,643.006323791957,800.942742169714,643.006323791957,800.942742169714,1052.5183575291,635.489140744817,704.475318678942,363.568117085469,0,0,0,0,0,0,3,3,4,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1a,3,100127,1,2,2,18,F,NA,variable,heterogeneous,5,absent,1.41486597061157,1,horizontal,horizontal,1,1.02352757087121,red,3,NaN,927.5,379.163522034968,NaN,NaN,826.654758133252,853.60308331891,1049.42763818712,653.017481158529,927.5,379.163522034968,629.371695378491,410.498069503264,567.045908301137,703.717843984329,0,0,5,6,4,5,3,NaN,horizontal,horizontal,horizontal,vertical,vertical,none
1a,3,100127,1,3,3,18,F,NA,variable,heterogeneous,6,present,1.58206701278687,1,vertical,vertical,1,0.729411202210646,red,4,3,760.109211414741,348.13947314824,998.172220171528,439.523300282291,839.890788585259,851.86052685176,1038.06300875679,691.383827134052,998.172220171528,439.523300282291,760.109211414741,348.13947314824,561.936991243214,508.616172865948,601.827779828472,760.476699717708,3,0,5,4,6,3,vertical,horizontal,horizontal,vertical,vertical,vertical
1a,3,100127,1,4,4,18,F,NA,variable,heterogeneous,4,present,1.19847512245178,1,horizontal,horizontal,1,0.835293094928448,green,4,2,548.13947314824,639.890788585259,1051.86052685176,560.109211414741,839.890788585259,851.86052685176,1051.86052685176,560.109211414741,760.109211414741,348.13947314824,548.13947314824,639.890788585259,0,0,0,0,6,5,0,4,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1a,3,100127,1,5,5,18,F,NA,variable,heterogeneous,5,present,1.63630199432373,1,horizontal,horizontal,1,0.870587059167715,red,1,3,688.215357568785,829.192481806288,1025.15163617903,480.284751489598,688.215357568785,829.192481806288,983.431649086356,777.137884467044,1025.15163617903,480.284751489598,755.719714694933,348.874022981887,547.481642470899,564.510859255183,0,0,4,0,5,0,3,NaN,horizontal,horizontal,vertical,vertical,horizontal,none
1a,3,100127,1,6,6,18,F,NA,variable,heterogeneous,3,absent,1.14432501792908,1,horizontal,horizontal,1,0.964704297139094,green,1,NaN,895.524681321058,836.431882914531,NaN,NaN,895.524681321058,836.431882914531,956.993676208043,399.057257830286,547.481642470899,564.510859255183,0,0,0,0,0,0,4,3,0,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1a,3,100127,1,7,7,18,F,NA,variable,heterogeneous,6,present,1.05823802947998,1,vertical,vertical,1,0.741175856957069,green,2,5,960.476699717708,798.172220171528,639.523300282292,401.827779828472,708.616172865948,838.063008756786,960.476699717708,798.172220171528,1051.86052685176,560.109211414741,891.383827134052,361.936991243214,639.523300282292,401.827779828472,548.13947314824,639.890788585259,6,4,5,5,0,0,horizontal,vertical,horizontal,horizontal,vertical,vertical
1a,3,100127,1,8,8,18,F,NA,variable,heterogeneous,6,absent,1.01774001121521,1,vertical,vertical,1,0.905881023406982,red,2,NaN,998.172220171528,760.476699717708,NaN,NaN,760.109211414741,851.86052685176,998.172220171528,760.476699717708,1038.06300875679,508.616172865948,839.890788585259,348.13947314824,601.827779828472,439.523300282291,561.936991243214,691.383827134052,3,4,3,6,6,0,horizontal,vertical,horizontal,horizontal,vertical,vertical
1a,3,100127,1,9,9,18,F,NA,variable,heterogeneous,3,present,1.81040501594543,1,horizontal,horizontal,1,0.799999130689181,green,1,3,616.568350913644,777.137884467044,738.309916622085,352.574589799621,616.568350913644,777.137884467044,1045.12173246427,670.287525733335,738.309916622085,352.574589799621,0,0,0,0,0,0,4,3,6,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1a,3,100127,1,10,10,18,F,NA,variable,heterogeneous,6,absent,1.42924094200134,1,vertical,vertical,1,0.717646547464224,red,3,NaN,1034.72873763037,500.363562235235,NaN,NaN,768.923317431687,853.099268668537,1003.65205506206,753.462830903772,1034.72873763037,500.363562235235,831.076682568313,346.900731331463,596.34794493794,446.537169096228,565.271262369628,699.636437764765,6,5,4,5,3,0,horizontal,vertical,vertical,vertical,vertical,vertical
1a,3,100127,1,11,11,18,F,NA,variable,heterogeneous,6,present,1.5880651473999,1,horizontal,horizontal,1,1.09411549934974,red,5,4,579.163522034968,472.5,800,345,800,855,1020.83647796503,727.5,1020.83647796503,472.5,800,345,579.163522034968,472.5,579.163522034968,727.5,3,6,0,5,4,5,horizontal,horizontal,horizontal,horizontal,horizontal,vertical
1a,3,100127,1,12,12,18,F,NA,variable,heterogeneous,3,present,1.24953699111938,1,vertical,vertical,1,0.682352583224957,red,1,3,883.019879386575,841.107236777826,549.685068220846,551.343706178981,883.019879386575,841.107236777826,967.295052392579,407.549057043193,549.685068220846,551.343706178981,0,0,0,0,0,0,4,6,3,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1a,3,100127,1,13,13,18,F,NA,variable,heterogeneous,5,absent,1.244460105896,1,vertical,vertical,1,1.08235084460332,green,2,NaN,1055,600,NaN,NaN,878.799333565612,842.519411655264,1055,600,878.799333565612,357.480588344736,593.700666434388,450.114760665419,593.700666434388,749.885239334581,0,0,0,4,3,5,6,NaN,horizontal,vertical,vertical,horizontal,horizontal,none
1a,3,100127,1,14,14,18,F,NA,variable,heterogeneous,5,present,0.777462005615234,1,vertical,vertical,1,1.01176291612478,green,3,4,1036.43188291453,504.475318678942,782.212099195248,345.621167183745,664.870587620533,816.252264519889,963.910840470068,795.341332995339,1036.43188291453,504.475318678942,782.212099195248,345.621167183745,552.574589799621,538.309916622085,0,0,5,5,4,0,6,NaN,vertical,vertical,vertical,vertical,horizontal,none
1a,3,100127,1,15,15,18,F,NA,variable,heterogeneous,5,present,1.42664098739624,1,horizontal,horizontal,1,0.658823273732112,green,1,5,915.767577433584,827.206663668034,619.68777079743,780.31222920257,915.767577433584,827.206663668034,1051.86052685176,560.109211414741,839.890788585259,348.13947314824,572.793336331966,484.232422566416,619.68777079743,780.31222920257,0,0,4,6,0,5,3,NaN,horizontal,vertical,vertical,horizontal,vertical,none
