experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1a,4,100135,1,1,1,21,M,NA,variable,heterogeneous,6,present,1.0001380443573,0,vertical,horizontal,1,0.611764509027654,green,6,3,545.155339110131,608.899371659138,1054.84466088987,591.100628340862,680.284751489598,825.151636179026,935.129412379467,816.252264519889,1054.84466088987,591.100628340862,919.715248510402,374.848363820974,664.870587620533,383.747735480111,545.155339110131,608.899371659138,0,5,0,6,3,4,horizontal,vertical,vertical,vertical,horizontal,vertical
1a,4,100135,1,2,2,21,M,NA,variable,heterogeneous,6,present,0.887042999267578,0,horizontal,vertical,1,0.94117076180198,green,6,5,545.03883773512,604.450363641507,668.665290897936,381.422338320961,676.373546837184,823.028025320546,931.334709102064,818.577661679039,1054.96116226488,595.549636358493,923.626453162816,376.971974679454,668.665290897936,381.422338320961,545.03883773512,604.450363641507,0,6,3,3,0,4,vertical,vertical,vertical,vertical,horizontal,horizontal
1a,4,100135,1,3,3,21,M,NA,variable,heterogeneous,4,present,0.932914972305298,0,horizontal,vertical,1,0.611764509027654,red,3,1,870.287525733335,354.878267535729,729.712474266665,845.121732464271,729.712474266665,845.121732464271,1045.12173246427,670.287525733335,870.287525733335,354.878267535729,554.878267535729,529.712474266665,0,0,0,0,3,3,4,5,NaN,NaN,horizontal,vertical,horizontal,horizontal,none,none
1a,4,100135,1,4,4,21,M,NA,variable,heterogeneous,6,absent,1.40554189682007,1,horizontal,horizontal,1,0.682351563193581,red,4,NaN,773.345241866748,346.39691668109,NaN,NaN,826.654758133252,853.60308331891,1032.95409169886,703.717843984329,1006.29933356561,450.114760665419,773.345241866748,346.39691668109,567.045908301137,496.282156015671,593.700666434388,749.885239334581,0,5,0,4,3,3,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal
1a,4,100135,1,5,5,21,M,NA,variable,heterogeneous,6,present,1.84778094291687,1,horizontal,horizontal,1,0.70588058124889,green,5,3,672.5,379.163522034968,1055,600,672.5,820.836477965032,927.5,820.836477965032,1055,600,927.5,379.163522034968,672.5,379.163522034968,545,600,0,3,3,0,4,6,horizontal,horizontal,horizontal,vertical,horizontal,horizontal
1a,4,100135,1,6,6,21,M,NA,variable,heterogeneous,6,absent,1.15096879005432,0,horizontal,vertical,1,0.694116072221236,green,3,NaN,1054.37883281626,582.212099195248,NaN,NaN,688.215357568785,829.192481806288,942.594190385041,811.404581001536,1054.37883281626,582.212099195248,911.784642431215,370.807518193712,657.405809614959,388.595418998464,545.621167183745,617.787900804752,0,5,4,3,6,3,horizontal,vertical,horizontal,vertical,vertical,horizontal
1a,4,100135,1,7,7,21,M,NA,variable,heterogeneous,4,present,NaN,0,horizontal,none,0,0.611764509027654,green,1,3,721.200666434388,842.519411655264,878.799333565612,357.480588344736,721.200666434388,842.519411655264,1042.51941165526,678.799333565612,878.799333565612,357.480588344736,557.480588344736,521.200666434388,0,0,0,0,4,0,5,0,NaN,NaN,horizontal,horizontal,horizontal,horizontal,none,none
1a,4,100135,1,8,8,21,M,NA,variable,heterogeneous,3,absent,1.03041505813599,1,vertical,vertical,1,0.776467635414817,red,3,NaN,546.39691668109,626.654758133252,NaN,NaN,949.885239334581,806.299333565612,903.717843984329,367.045908301137,546.39691668109,626.654758133252,0,0,0,0,0,0,0,5,4,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1a,4,100135,1,9,9,21,M,NA,variable,heterogeneous,5,absent,1.71285700798035,0,vertical,horizontal,1,0.682351563193581,red,4,NaN,782.212099195248,345.621167183745,NaN,NaN,664.870587620533,816.252264519889,963.910840470068,795.341332995339,1036.43188291453,504.475318678942,782.212099195248,345.621167183745,552.574589799621,538.309916622085,0,0,5,3,0,4,6,NaN,vertical,vertical,vertical,vertical,vertical,none
1a,4,100135,1,10,10,21,M,NA,variable,heterogeneous,5,present,NaN,0,horizontal,none,0,0.741174108331854,green,1,2,742.637481142314,848.464366520235,1018.57766167904,731.334709102064,742.637481142314,848.464366520235,1018.57766167904,731.334709102064,992.450942956807,432.704947607421,700.363562235235,365.271262369628,545.970351986605,622.224714400653,0,0,4,0,5,3,3,NaN,horizontal,vertical,horizontal,vertical,horizontal,none
1a,4,100135,1,11,11,21,M,NA,variable,heterogeneous,6,present,1.22754192352295,0,horizontal,vertical,1,1.07058036110618,red,1,6,672.5,820.836477965032,545,600,672.5,820.836477965032,927.5,820.836477965032,1055,600,927.5,379.163522034968,672.5,379.163522034968,545,600,4,6,5,3,5,0,horizontal,horizontal,vertical,horizontal,horizontal,vertical
1a,4,100135,1,12,12,21,M,NA,variable,heterogeneous,4,present,0.753201007843018,0,vertical,horizontal,1,0.647058036110618,green,1,3,696.282156015671,832.954091698863,903.717843984329,367.045908301137,696.282156015671,832.954091698863,1032.95409169886,703.717843984329,903.717843984329,367.045908301137,567.045908301137,496.282156015671,0,0,0,0,4,5,0,5,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1a,4,100135,1,13,13,21,M,NA,variable,heterogeneous,5,present,0.925464868545532,1,vertical,vertical,1,0.647058036110618,green,1,5,915.767577433584,827.206663668034,619.68777079743,780.31222920257,915.767577433584,827.206663668034,1051.86052685176,560.109211414741,839.890788585259,348.13947314824,572.793336331966,484.232422566416,619.68777079743,780.31222920257,0,0,4,6,0,0,6,NaN,vertical,vertical,horizontal,horizontal,horizontal,none
