experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1a,7,100128,1,1,1,19,M,NA,variable,heterogeneous,3,present,1.44894599914551,0,vertical,horizontal,1,0.717645406723022,red,2,3,998.172220171528,439.523300282291,561.936991243214,508.616172865948,839.890788585259,851.86052685176,998.172220171528,439.523300282291,561.936991243214,508.616172865948,0,0,0,0,0,0,0,4,5,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1a,7,100128,1,2,2,19,M,NA,variable,heterogeneous,6,absent,NaN,0,vertical,none,0,0.741174488067627,red,6,NaN,557.480588344736,678.799333565612,NaN,NaN,746.982518841471,849.42763818712,989.501930496736,770.628304621509,1042.51941165526,521.200666434388,853.017481158529,350.57236181288,610.498069503264,429.371695378491,557.480588344736,678.799333565612,0,0,6,5,5,4,vertical,horizontal,horizontal,horizontal,horizontal,vertical
1a,7,100128,1,3,3,19,M,NA,variable,heterogeneous,6,absent,NaN,0,horizontal,none,0,0.635293622016907,red,2,NaN,1041.10723677783,683.019879386575,NaN,NaN,848.656293821019,850.314931779154,1041.10723677783,683.019879386575,992.450942956807,432.704947607421,751.343706178981,349.685068220846,558.892763222174,516.980120613425,607.549057043193,767.295052392579,5,4,6,3,0,0,vertical,horizontal,vertical,horizontal,horizontal,vertical
1a,7,100128,1,4,4,19,M,NA,variable,heterogeneous,3,present,1.26923179626465,1,horizontal,horizontal,1,0.776468110084534,green,2,3,878.799333565612,357.480588344736,550.57236181288,653.017481158529,970.628304621509,789.501930496736,878.799333565612,357.480588344736,550.57236181288,653.017481158529,0,0,0,0,0,0,0,4,3,NaN,NaN,NaN,horizontal,horizontal,horizontal,none,none,none
1a,7,100128,1,5,5,19,M,NA,variable,heterogeneous,6,absent,1.86307501792908,1,vertical,vertical,1,0.988229842185974,red,5,NaN,664.870587620533,383.747735480111,NaN,NaN,680.284751489598,825.151636179026,935.129412379467,816.252264519889,1054.84466088987,591.100628340862,919.715248510402,374.848363820974,664.870587620533,383.747735480111,545.155339110131,608.899371659138,6,3,6,5,4,0,vertical,vertical,vertical,vertical,vertical,vertical
1a,7,100128,1,6,6,19,M,NA,variable,heterogeneous,4,present,1.42852592468262,1,vertical,vertical,1,0.611764540672302,green,2,1,1051.12597701811,644.280285305067,755.719714694933,851.125977018113,755.719714694933,851.125977018113,1051.12597701811,644.280285305067,844.280285305067,348.874022981887,548.874022981887,555.719714694933,0,0,0,0,6,4,5,6,NaN,NaN,horizontal,vertical,horizontal,vertical,none,none
1a,7,100128,1,7,7,19,M,NA,variable,heterogeneous,5,absent,1.34504294395447,1,horizontal,horizontal,1,0.999994382858276,red,3,NaN,983.431649086356,422.862115532956,NaN,NaN,755.719714694933,851.125977018113,1025.15163617903,719.715248510402,983.431649086356,422.862115532956,688.215357568785,370.807518193712,547.481642470899,635.489140744817,0,0,6,6,4,0,0,NaN,horizontal,horizontal,horizontal,vertical,horizontal,none
1a,7,100128,1,8,8,19,M,NA,variable,heterogeneous,6,absent,1.32507109642029,1,horizontal,horizontal,1,1.03528800487518,green,5,NaN,551.535633479765,542.637481142314,NaN,NaN,874.554784704298,843.857712770574,1048.46436652023,657.362518857686,973.909581815937,413.504806087112,725.445215295702,356.142287229426,551.535633479765,542.637481142314,626.090418184063,786.495193912888,0,0,5,6,4,3,vertical,horizontal,vertical,vertical,horizontal,vertical
1a,7,100128,1,9,9,19,M,NA,variable,heterogeneous,6,present,1.84705591201782,1,horizontal,horizontal,1,0.96470076084137,red,1,3,808.899371659138,854.844660889869,1016.25226451989,464.870587620533,808.899371659138,854.844660889869,1025.15163617903,719.715248510402,1016.25226451989,464.870587620533,791.100628340862,345.155339110131,574.848363820974,480.284751489598,583.747735480111,735.129412379467,4,5,3,0,6,0,horizontal,vertical,vertical,horizontal,vertical,vertical
1a,7,100128,1,10,10,19,M,NA,variable,heterogeneous,4,absent,1.00975608825684,1,vertical,vertical,1,0.882348976135254,green,2,NaN,1043.85771277057,674.554784704298,NaN,NaN,725.445215295702,843.857712770574,1043.85771277057,674.554784704298,874.554784704298,356.142287229426,556.142287229426,525.445215295702,0,0,0,0,5,4,0,5,NaN,NaN,vertical,vertical,vertical,vertical,none,none
