experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1a,19,100172,1,1,1,20,F,NA,variable,heterogeneous,5,absent,1.12469911575317,1,vertical,vertical,1,0.670587816238403,red,5,NaN,650.114760665419,806.299333565612,NaN,NaN,949.885239334581,806.299333565612,1042.51941165526,521.200666434388,800,345,557.480588344736,521.200666434388,650.114760665419,806.299333565612,0,0,5,3,0,6,4,NaN,horizontal,horizontal,vertical,horizontal,vertical,none
1a,19,100172,1,2,2,20,F,NA,variable,heterogeneous,6,absent,1.95090389251709,1,horizontal,horizontal,1,0.988232989311218,green,6,NaN,616.568350913644,777.137884467044,NaN,NaN,861.690083377915,847.425410200379,1045.12173246427,670.287525733335,983.431649086356,422.862115532956,738.309916622085,352.574589799621,554.878267535729,529.712474266665,616.568350913644,777.137884467044,5,0,3,0,3,4,horizontal,vertical,horizontal,horizontal,horizontal,horizontal
1a,19,100172,1,3,3,20,F,NA,variable,heterogeneous,3,present,0.873256206512451,1,vertical,vertical,1,0.952939081192017,red,1,3,636.089159529932,795.341332995339,712.784863451954,360.378381699593,636.089159529932,795.341332995339,1051.12597701811,644.280285305067,712.784863451954,360.378381699593,0,0,0,0,0,0,4,3,0,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1a,19,100172,1,4,4,20,F,NA,variable,heterogeneous,6,present,1.08540987968445,1,horizontal,horizontal,1,0.929409809112549,red,1,3,874.554784704298,843.857712770574,973.909581815937,413.504806087112,874.554784704298,843.857712770574,1048.46436652023,657.362518857686,973.909581815937,413.504806087112,725.445215295702,356.142287229426,551.535633479765,542.637481142314,626.090418184063,786.495193912888,4,6,5,5,0,6,horizontal,horizontal,vertical,horizontal,vertical,vertical
1a,19,100172,1,5,5,20,F,NA,variable,heterogeneous,4,present,1.63691592216492,1,vertical,vertical,1,0.682352452278137,green,1,2,668.665290897936,818.577661679039,1018.57766167904,731.334709102064,668.665290897936,818.577661679039,1018.57766167904,731.334709102064,931.334709102064,381.422338320961,581.422338320961,468.665290897936,0,0,0,0,4,6,3,5,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1a,19,100172,1,6,6,20,F,NA,variable,heterogeneous,6,present,1.88113713264465,1,vertical,vertical,1,0.764704904556274,green,3,1,980.31222920257,419.68777079743,865.998856501143,846.311085703712,865.998856501143,846.311085703712,1046.31108570371,665.998856501143,980.31222920257,419.68777079743,734.001143498857,353.688914296288,553.688914296288,534.001143498857,619.68777079743,780.31222920257,6,5,4,6,3,0,vertical,vertical,vertical,horizontal,vertical,horizontal
1a,19,100172,1,7,7,20,F,NA,variable,heterogeneous,3,absent,1.41768312454224,1,horizontal,horizontal,1,0.729410996437073,green,1,NaN,1011.40458100154,742.594190385041,NaN,NaN,1011.40458100154,742.594190385041,817.787900804752,345.621167183745,570.807518193712,711.784642431215,0,0,0,0,0,0,4,0,6,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1a,19,100172,1,8,8,20,F,NA,variable,heterogeneous,5,absent,0.985811948776245,1,vertical,vertical,1,0.776469540596008,green,3,NaN,919.715248510402,374.848363820974,NaN,NaN,835.489140744817,852.518357529101,1051.12597701811,644.280285305067,919.715248510402,374.848363820974,622.862115532956,416.568350913644,570.807518193712,711.784642431215,0,0,5,6,4,0,6,NaN,horizontal,horizontal,vertical,horizontal,vertical,none
1a,19,100172,1,9,9,20,F,NA,variable,heterogeneous,4,present,NaN,0,horizontal,none,0,0.788234176635742,green,3,4,657.405809614959,388.595418998464,588.595418998464,742.594190385041,942.594190385041,811.404581001536,1011.40458100154,457.40580961496,657.405809614959,388.595418998464,588.595418998464,742.594190385041,0,0,0,0,0,3,4,5,NaN,NaN,horizontal,vertical,horizontal,vertical,none,none
1a,19,100172,1,10,10,20,F,NA,variable,heterogeneous,4,present,1.55180287361145,1,horizontal,horizontal,1,0.717646360397339,red,4,1,545.155339110131,608.899371659138,808.899371659138,854.844660889869,808.899371659138,854.844660889869,1054.84466088987,591.100628340862,791.100628340862,345.155339110131,545.155339110131,608.899371659138,0,0,0,0,0,3,6,4,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
