experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1a,13,100145,1,1,1,20,F,NA,variable,heterogeneous,4,absent,1.6272439956665,1,horizontal,horizontal,1,0.752937726974487,green,4,NaN,596.34794493794,446.537169096228,NaN,NaN,646.537169096228,803.65205506206,1003.65205506206,753.462830903772,953.462830903772,396.34794493794,596.34794493794,446.537169096228,0,0,0,0,5,3,6,4,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1a,13,100145,1,2,2,20,F,NA,variable,heterogeneous,3,absent,1.42565107345581,1,vertical,vertical,1,0.694115524291992,red,1,NaN,911.784642431215,829.192481806288,NaN,NaN,911.784642431215,829.192481806288,942.594190385041,388.595418998464,545.621167183745,582.212099195248,0,0,0,0,0,0,4,3,0,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1a,13,100145,1,3,3,20,F,NA,variable,heterogeneous,6,present,1.26048684120178,0,horizontal,vertical,1,0.905875453948975,green,5,1,636.089159529932,404.658667004661,712.784863451954,839.621618300407,712.784863451954,839.621618300407,963.910840470068,795.341332995339,1051.12597701811,555.719714694933,887.215136548046,360.378381699593,636.089159529932,404.658667004661,548.874022981887,644.280285305067,5,3,6,0,4,0,horizontal,vertical,horizontal,horizontal,horizontal,vertical
1a,13,100145,1,4,4,20,F,NA,variable,heterogeneous,3,present,1.91635203361511,1,horizontal,horizontal,1,0.905875453948975,red,1,3,861.690083377915,847.425410200379,554.878267535729,529.712474266665,861.690083377915,847.425410200379,983.431649086356,422.862115532956,554.878267535729,529.712474266665,0,0,0,0,0,0,4,3,0,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
1a,13,100145,1,5,5,20,F,NA,variable,heterogeneous,5,present,1.18480086326599,1,vertical,vertical,1,0.705879964828491,green,4,5,800,345,557.480588344736,521.200666434388,650.114760665419,806.299333565612,949.885239334581,806.299333565612,1042.51941165526,521.200666434388,800,345,557.480588344736,521.200666434388,0,0,0,0,3,4,6,NaN,horizontal,vertical,horizontal,vertical,horizontal,none
1a,13,100145,1,6,6,20,F,NA,variable,heterogeneous,4,absent,1.64606595039368,1,horizontal,horizontal,1,1.07057762145996,red,4,NaN,599.057257830286,756.993676208043,NaN,NaN,956.993676208043,800.942742169714,1000.94274216971,443.006323791957,643.006323791957,399.057257830286,599.057257830286,756.993676208043,0,0,0,0,0,6,5,4,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
1a,13,100145,1,7,7,20,F,NA,variable,heterogeneous,5,absent,1.23993301391602,1,vertical,vertical,1,0.635293321609497,red,5,NaN,567.045908301137,703.717843984329,NaN,NaN,826.654758133252,853.60308331891,1049.42763818712,653.017481158529,927.5,379.163522034968,629.371695378491,410.498069503264,567.045908301137,703.717843984329,0,0,6,3,3,0,4,NaN,vertical,vertical,vertical,vertical,vertical,none
1a,13,100145,1,8,8,20,F,NA,variable,heterogeneous,5,absent,1.09462213516235,1,horizontal,horizontal,1,0.882346572875977,green,5,NaN,581.422338320961,731.334709102064,NaN,NaN,857.362518857686,848.464366520235,1054.0296480134,622.224714400653,899.636437764765,365.271262369628,607.549057043193,432.704947607421,581.422338320961,731.334709102064,0,0,0,5,6,5,4,NaN,vertical,vertical,horizontal,horizontal,horizontal,none
1a,13,100145,1,9,9,20,F,NA,variable,heterogeneous,6,absent,NaN,0,vertical,none,0,0.929404335021973,red,2,NaN,1048.46436652023,657.362518857686,NaN,NaN,874.554784704298,843.857712770574,1048.46436652023,657.362518857686,973.909581815937,413.504806087112,725.445215295702,356.142287229426,551.535633479765,542.637481142314,626.090418184063,786.495193912888,3,4,6,6,3,0,horizontal,vertical,horizontal,vertical,horizontal,vertical
1a,13,100145,1,10,10,20,F,NA,variable,heterogeneous,4,present,1.40441703796387,1,vertical,vertical,1,0.635293321609497,green,2,3,1043.85771277057,674.554784704298,874.554784704298,356.142287229426,725.445215295702,843.857712770574,1043.85771277057,674.554784704298,874.554784704298,356.142287229426,556.142287229426,525.445215295702,0,0,0,0,0,4,5,3,NaN,NaN,horizontal,vertical,vertical,horizontal,none,none
