experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1a,21,100184,1,1,1,20,F,NA,variable,heterogeneous,6,absent,NaN,0,vertical,none,0,0.764704331984887,green,6,NaN,619.68777079743,780.31222920257,NaN,NaN,865.998856501143,846.311085703712,1046.31108570371,665.998856501143,980.31222920257,419.68777079743,734.001143498857,353.688914296288,553.688914296288,534.001143498857,619.68777079743,780.31222920257,0,3,5,0,6,4,horizontal,vertical,vertical,vertical,horizontal,vertical
1a,21,100184,1,2,2,20,F,NA,variable,heterogeneous,6,absent,1.82558798789978,0,vertical,horizontal,1,1.07058380567111,green,1,NaN,716.980120613425,841.107236777826,NaN,NaN,716.980120613425,841.107236777826,967.295052392579,792.450942956807,1050.31493177915,551.343706178981,883.019879386575,358.892763222174,632.704947607421,407.549057043193,549.685068220846,648.656293821019,4,5,3,0,5,6,vertical,horizontal,horizontal,horizontal,horizontal,vertical
1a,21,100184,1,3,3,20,F,NA,variable,heterogeneous,3,present,NaN,0,vertical,none,0,0.999996234820439,red,1,3,1020.83647796503,727.5,579.163522034968,727.5,1020.83647796503,727.5,800,345,579.163522034968,727.5,0,0,0,0,0,0,4,6,0,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1a,21,100184,1,4,4,20,F,NA,variable,heterogeneous,5,absent,1.4580409526825,0,horizontal,vertical,1,0.976467044536884,red,1,NaN,653.738008730483,808.883771293693,NaN,NaN,653.738008730483,808.883771293693,953.462830903772,803.65205506206,1041.10723677783,516.980120613425,795.549636358493,345.03883773512,556.142287229426,525.445215295702,0,0,4,5,3,6,0,NaN,horizontal,vertical,vertical,vertical,horizontal,none
1a,21,100184,1,5,5,20,F,NA,variable,heterogeneous,3,absent,1.40280699729919,0,horizontal,vertical,1,0.776468927126664,red,2,NaN,1016.25226451989,464.870587620533,NaN,NaN,808.899371659138,854.844660889869,1016.25226451989,464.870587620533,574.848363820974,480.284751489598,0,0,0,0,0,0,0,4,6,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1a,21,100184,1,6,6,20,F,NA,variable,heterogeneous,4,absent,1.18325400352478,0,horizontal,vertical,1,0.6,green,1,NaN,857.362518857686,848.464366520235,NaN,NaN,857.362518857686,848.464366520235,1048.46436652023,542.637481142314,742.637481142314,351.535633479765,551.535633479765,657.362518857686,0,0,0,0,4,3,3,6,NaN,NaN,horizontal,horizontal,horizontal,vertical,none,none
1a,21,100184,1,7,7,20,F,NA,variable,heterogeneous,5,present,1.06372785568237,1,horizontal,horizontal,1,0.835291902835553,red,5,1,545.621167183745,582.212099195248,704.475318678942,836.431882914531,704.475318678942,836.431882914531,995.341332995339,763.910840470068,1016.25226451989,464.870587620533,738.309916622085,352.574589799621,545.621167183745,582.212099195248,0,0,5,0,0,3,4,NaN,horizontal,horizontal,vertical,vertical,horizontal,none
1a,21,100184,1,8,8,20,F,NA,variable,heterogeneous,5,present,1.87707209587097,0,horizontal,vertical,1,1.01176082996222,green,2,1,1039.62161830041,687.215136548046,791.100628340862,854.844660889869,791.100628340862,854.844660889869,1039.62161830041,687.215136548046,956.993676208043,399.057257830286,657.405809614959,388.595418998464,554.878267535729,670.287525733335,0,0,5,4,6,0,5,NaN,vertical,horizontal,horizontal,horizontal,vertical,none
1a,21,100184,1,9,9,20,F,NA,variable,heterogeneous,4,absent,1.47435688972473,0,horizontal,vertical,1,0.776468927126664,green,2,NaN,1020.83647796503,727.5,NaN,NaN,672.5,820.836477965032,1020.83647796503,727.5,927.5,379.163522034968,579.163522034968,472.5,0,0,0,0,3,4,6,5,NaN,NaN,vertical,horizontal,horizontal,vertical,none,none
1a,21,100184,1,10,10,20,F,NA,variable,heterogeneous,6,absent,NaN,0,vertical,none,0,0.670587570850666,red,4,NaN,878.799333565612,357.480588344736,NaN,NaN,721.200666434388,842.519411655264,970.628304621509,789.501930496736,1049.42763818712,546.982518841471,878.799333565612,357.480588344736,629.371695378491,410.498069503264,550.57236181288,653.017481158529,5,3,0,4,5,3,vertical,vertical,vertical,vertical,horizontal,vertical
1a,21,100184,1,11,11,20,F,NA,variable,heterogeneous,4,present,1.65384292602539,0,vertical,horizontal,1,0.6,green,3,2,946.261991269517,391.116228706307,1008.88377129369,746.261991269517,653.738008730483,808.883771293693,1008.88377129369,746.261991269517,946.261991269517,391.116228706307,591.116228706307,453.738008730483,0,0,0,0,6,0,4,6,NaN,NaN,vertical,horizontal,vertical,vertical,none,none
1a,21,100184,1,12,12,20,F,NA,variable,heterogeneous,6,present,NaN,0,vertical,none,0,0.917644068827996,red,1,3,791.100628340862,854.844660889869,1025.15163617903,480.284751489598,791.100628340862,854.844660889869,1016.25226451989,735.129412379467,1025.15163617903,480.284751489598,808.899371659138,345.155339110131,583.747735480111,464.870587620533,574.848363820974,719.715248510402,4,5,3,0,6,3,vertical,horizontal,vertical,horizontal,vertical,vertical
1a,21,100184,1,13,13,20,F,NA,variable,heterogeneous,4,present,1.27750420570374,1,vertical,vertical,1,0.988231639678662,green,1,4,696.282156015671,832.954091698863,567.045908301137,496.282156015671,696.282156015671,832.954091698863,1032.95409169886,703.717843984329,903.717843984329,367.045908301137,567.045908301137,496.282156015671,0,0,0,0,4,6,5,5,NaN,NaN,vertical,horizontal,horizontal,vertical,none,none
1a,21,100184,1,14,14,20,F,NA,variable,heterogeneous,3,present,NaN,0,vertical,none,0,0.976467044536884,red,3,2,777.775285599347,345.970351986605,1031.10848569435,707.767656743878,591.116228706307,746.261991269517,1031.10848569435,707.767656743878,777.775285599347,345.970351986605,0,0,0,0,0,0,6,0,4,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1a,21,100184,1,15,15,20,F,NA,variable,heterogeneous,3,absent,1.14762401580811,1,horizontal,horizontal,1,0.835291902835553,red,2,NaN,1043.85771277057,525.445215295702,NaN,NaN,742.637481142314,848.464366520235,1043.85771277057,525.445215295702,613.504806087112,426.090418184063,0,0,0,0,0,0,3,4,6,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1a,21,100184,1,16,16,20,F,NA,variable,heterogeneous,6,present,1.79816699028015,1,vertical,vertical,1,0.964702449395106,green,2,5,967.295052392579,792.450942956807,632.704947607421,407.549057043193,716.980120613425,841.107236777826,967.295052392579,792.450942956807,1050.31493177915,551.343706178981,883.019879386575,358.892763222174,632.704947607421,407.549057043193,549.685068220846,648.656293821019,0,4,3,5,3,6,horizontal,vertical,vertical,horizontal,vertical,horizontal
1a,21,100184,1,17,17,20,F,NA,variable,heterogeneous,4,absent,0.886003971099854,1,vertical,vertical,1,0.6,green,1,NaN,960.476699717708,798.172220171528,NaN,NaN,960.476699717708,798.172220171528,998.172220171528,439.523300282291,639.523300282292,401.827779828472,601.827779828472,760.476699717708,0,0,0,0,4,5,5,0,NaN,NaN,vertical,vertical,vertical,horizontal,none,none
1a,21,100184,1,18,18,20,F,NA,variable,heterogeneous,3,absent,NaN,0,vertical,none,0,0.894114878544441,green,1,NaN,949.885239334581,806.299333565612,NaN,NaN,949.885239334581,806.299333565612,903.717843984329,367.045908301137,546.39691668109,626.654758133252,0,0,0,0,0,0,4,0,3,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1a,21,100184,1,19,19,20,F,NA,variable,heterogeneous,3,present,1.29270100593567,1,vertical,vertical,1,0.929408663969774,green,2,1,992.450942956807,432.704947607421,848.656293821019,850.314931779154,848.656293821019,850.314931779154,992.450942956807,432.704947607421,558.892763222174,516.980120613425,0,0,0,0,0,0,3,4,0,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1a,21,100184,1,20,20,20,F,NA,variable,heterogeneous,3,absent,0.892750978469849,1,vertical,vertical,1,1.09411299595466,red,3,NaN,557.480588344736,678.799333565612,NaN,NaN,989.501930496736,770.628304621509,853.017481158529,350.57236181288,557.480588344736,678.799333565612,0,0,0,0,0,0,5,6,4,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1a,21,100184,1,21,21,20,F,NA,variable,heterogeneous,4,present,1.64004588127136,1,vertical,vertical,1,0.858821093119108,red,1,4,953.462830903772,803.65205506206,596.34794493794,753.462830903772,953.462830903772,803.65205506206,1003.65205506206,446.537169096228,646.537169096228,396.34794493794,596.34794493794,753.462830903772,0,0,0,0,4,6,5,5,NaN,NaN,vertical,horizontal,vertical,vertical,none,none
1a,21,100184,1,22,22,20,F,NA,variable,heterogeneous,4,present,1.84326982498169,1,vertical,vertical,1,0.917644068827996,red,3,2,791.100628340862,345.155339110131,1054.84466088987,591.100628340862,808.899371659138,854.844660889869,1054.84466088987,591.100628340862,791.100628340862,345.155339110131,545.155339110131,608.899371659138,0,0,0,0,5,6,4,0,NaN,NaN,horizontal,vertical,vertical,horizontal,none,none
1a,21,100184,1,23,23,20,F,NA,variable,heterogeneous,5,absent,1.07739686965942,1,horizontal,horizontal,1,0.647058380567111,red,4,NaN,786.654331158049,345.349468637584,NaN,NaN,661.117046071168,813.860994826083,960.476699717708,798.172220171528,1038.06300875679,508.616172865948,786.654331158049,345.349468637584,553.688914296288,534.001143498857,0,0,0,6,6,4,5,NaN,vertical,horizontal,horizontal,horizontal,vertical,none
