experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1a,15,100162,1,1,1,20,F,NA,variable,heterogeneous,5,present,0.852982997894287,1,horizontal,horizontal,1,1.08234266565557,red,1,5,853.017481158529,849.42763818712,579.163522034968,727.5,853.017481158529,849.42763818712,1053.60308331891,626.654758133252,903.717843984329,367.045908301137,610.498069503264,429.371695378491,579.163522034968,727.5,0,0,4,3,5,6,6,NaN,horizontal,horizontal,horizontal,horizontal,horizontal,none
1a,15,100162,1,2,2,20,F,NA,variable,heterogeneous,5,present,0.801283836364746,1,horizontal,horizontal,1,0.77646682889838,green,2,1,1046.31108570371,665.998856501143,813.345668841951,854.650531362416,813.345668841951,854.650531362416,1046.31108570371,665.998856501143,938.882953928832,386.139005173917,639.523300282292,401.827779828472,561.936991243214,691.383827134052,0,0,5,4,6,3,3,NaN,horizontal,horizontal,horizontal,horizontal,vertical,none
1a,15,100162,1,3,3,20,F,NA,variable,heterogeneous,6,absent,NaN,0,horizontal,none,0,0.741173463118704,green,2,NaN,1054.84466088987,608.899371659138,NaN,NaN,919.715248510402,825.151636179026,1054.84466088987,608.899371659138,935.129412379467,383.747735480111,680.284751489598,374.848363820974,545.155339110131,591.100628340862,664.870587620533,816.252264519889,5,4,3,6,0,5,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal
1a,15,100162,1,4,4,20,F,NA,variable,heterogeneous,3,present,1.58052086830139,0,horizontal,vertical,1,0.77646682889838,green,3,1,704.475318678942,363.568117085469,643.006323791957,800.942742169714,643.006323791957,800.942742169714,1052.5183575291,635.489140744817,704.475318678942,363.568117085469,0,0,0,0,0,0,5,6,4,NaN,NaN,NaN,horizontal,horizontal,horizontal,none,none,none
1a,15,100162,1,5,5,20,F,NA,variable,heterogeneous,4,absent,NaN,0,horizontal,none,0,0.623528910519784,green,1,NaN,650.114760665419,806.299333565612,NaN,NaN,650.114760665419,806.299333565612,1006.29933356561,749.885239334581,949.885239334581,393.700666434388,593.700666434388,450.114760665419,0,0,0,0,4,6,3,3,NaN,NaN,horizontal,vertical,horizontal,horizontal,none,none
1a,15,100162,1,6,6,20,F,NA,variable,heterogeneous,4,absent,1.26788210868835,1,horizontal,horizontal,1,0.952933657796759,green,3,NaN,708.616172865948,361.936991243214,NaN,NaN,891.383827134052,838.063008756786,1038.06300875679,508.616172865948,708.616172865948,361.936991243214,561.936991243214,691.383827134052,0,0,0,0,5,6,4,0,NaN,NaN,horizontal,vertical,horizontal,horizontal,none,none
1a,15,100162,1,7,7,20,F,NA,variable,heterogeneous,5,absent,0.677848815917969,1,horizontal,horizontal,1,0.823524649937948,green,3,NaN,874.554784704298,356.142287229426,NaN,NaN,883.019879386575,841.107236777826,1054.96116226488,595.549636358493,874.554784704298,356.142287229426,591.116228706307,453.738008730483,596.34794493794,753.462830903772,0,0,5,5,4,3,0,NaN,vertical,horizontal,horizontal,vertical,vertical,none
1a,15,100162,1,8,8,20,F,NA,variable,heterogeneous,6,present,1.44351196289062,1,vertical,vertical,1,0.999991478836327,red,6,4,546.900731331463,631.076682568313,899.636437764765,365.271262369628,700.363562235235,834.728737630372,953.462830903772,803.65205506206,1053.09926866854,568.923317431687,899.636437764765,365.271262369628,646.537169096228,396.34794493794,546.900731331463,631.076682568313,0,5,5,6,0,4,vertical,vertical,vertical,vertical,vertical,vertical
1a,15,100162,1,9,9,20,F,NA,variable,heterogeneous,4,present,1.86928606033325,1,horizontal,horizontal,1,1.02352038935611,green,1,4,870.287525733335,845.121732464271,554.878267535729,670.287525733335,870.287525733335,845.121732464271,1045.12173246427,529.712474266665,729.712474266665,354.878267535729,554.878267535729,670.287525733335,0,0,0,0,4,3,5,0,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
1a,15,100162,1,10,10,20,F,NA,variable,heterogeneous,5,present,1.49311399459839,1,horizontal,horizontal,1,0.71764455259892,green,5,2,546.39691668109,626.654758133252,1020.83647796503,727.5,746.982518841471,849.42763818712,1020.83647796503,727.5,989.501930496736,429.371695378491,696.282156015671,367.045908301137,546.39691668109,626.654758133252,0,0,6,6,0,5,4,NaN,horizontal,horizontal,horizontal,vertical,horizontal,none
