experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1a,12,100155,1,1,1,26,M,NA,variable,heterogeneous,6,absent,1.88892984390259,1,horizontal,horizontal,1,1.07057991027832,green,4,NaN,746.982518841471,350.57236181288,NaN,NaN,853.017481158529,849.42763818712,1042.51941165526,678.799333565612,989.501930496736,429.371695378491,746.982518841471,350.57236181288,557.480588344736,521.200666434388,610.498069503264,770.628304621509,5,5,3,4,6,0,vertical,vertical,vertical,horizontal,vertical,vertical
1a,12,100155,1,2,2,26,M,NA,variable,heterogeneous,5,absent,1.38798022270203,1,horizontal,horizontal,1,1.09410890579224,red,5,NaN,558.892763222174,683.019879386575,NaN,NaN,804.450363641507,854.96116226488,1043.85771277057,674.554784704298,946.261991269517,391.116228706307,646.537169096228,396.34794493794,558.892763222174,683.019879386575,0,0,0,3,6,5,4,NaN,horizontal,horizontal,vertical,horizontal,horizontal,none
1a,12,100155,1,3,3,26,M,NA,variable,heterogeneous,3,present,1.28408885002136,1,vertical,vertical,1,0.752938470840454,green,3,2,777.775285599347,345.970351986605,1031.10848569435,707.767656743878,591.116228706307,746.261991269517,1031.10848569435,707.767656743878,777.775285599347,345.970351986605,0,0,0,0,0,0,5,0,4,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1a,12,100155,1,4,4,26,M,NA,variable,heterogeneous,6,present,1.62876296043396,1,vertical,vertical,1,0.752938470840454,green,2,6,1027.20666366803,715.767577433584,586.139005173917,738.882953928832,813.345668841951,854.650531362416,1027.20666366803,715.767577433584,1013.86099482608,461.117046071168,786.654331158049,345.349468637584,572.793336331966,484.232422566416,586.139005173917,738.882953928832,6,4,3,6,0,0,vertical,vertical,horizontal,horizontal,vertical,horizontal
1a,12,100155,1,5,5,26,M,NA,variable,heterogeneous,5,present,1.51425194740295,1,horizontal,horizontal,1,0.647057991027832,green,3,1,808.899371659138,345.155339110131,942.594190385041,811.404581001536,942.594190385041,811.404581001536,1045.12173246427,529.712474266665,808.899371659138,345.155339110131,560.378381699593,512.784863451954,643.006323791957,800.942742169714,0,0,5,6,4,5,3,NaN,vertical,vertical,horizontal,vertical,vertical,none
1a,12,100155,1,6,6,26,M,NA,variable,heterogeneous,6,absent,1.23177289962769,1,vertical,vertical,1,0.941170434951782,red,5,NaN,632.704947607421,407.549057043193,NaN,NaN,716.980120613425,841.107236777826,967.295052392579,792.450942956807,1050.31493177915,551.343706178981,883.019879386575,358.892763222174,632.704947607421,407.549057043193,549.685068220846,648.656293821019,6,3,3,0,4,6,vertical,vertical,vertical,horizontal,vertical,horizontal
1a,12,100155,1,7,7,26,M,NA,variable,heterogeneous,6,absent,1.26049113273621,1,vertical,vertical,1,0.799996461868286,green,6,NaN,567.045908301137,703.717843984329,NaN,NaN,773.345241866748,853.60308331891,1006.29933356561,749.885239334581,1032.95409169886,496.282156015671,826.654758133252,346.39691668109,593.700666434388,450.114760665419,567.045908301137,703.717843984329,0,5,3,6,5,4,vertical,horizontal,vertical,vertical,horizontal,vertical
1a,12,100155,1,8,8,26,M,NA,variable,heterogeneous,5,absent,0.918665170669556,1,vertical,vertical,1,0.847054452896118,green,2,NaN,1053.09926866854,631.076682568313,NaN,NaN,848.656293821019,850.314931779154,1053.09926866854,631.076682568313,907.767656743878,368.891514305654,613.504806087112,426.090418184063,576.971974679454,723.626453162816,0,0,5,4,0,0,5,NaN,vertical,vertical,vertical,horizontal,vertical,none
1a,12,100155,1,9,9,26,M,NA,variable,heterogeneous,4,present,1.29798889160156,1,horizontal,horizontal,1,0.635293493270874,red,2,1,986.495193912888,773.909581815937,626.090418184063,786.495193912888,626.090418184063,786.495193912888,986.495193912888,773.909581815937,973.909581815937,413.504806087112,613.504806087112,426.090418184063,0,0,0,0,3,4,3,5,NaN,NaN,vertical,horizontal,vertical,horizontal,none,none
1a,12,100155,1,10,10,26,M,NA,variable,heterogeneous,4,absent,0.976327896118164,1,vertical,vertical,1,0.6,green,3,NaN,764.510859255183,347.4816424709,NaN,NaN,835.489140744817,852.518357529101,1052.5183575291,564.510859255183,764.510859255183,347.4816424709,547.481642470899,635.489140744817,0,0,0,0,6,5,4,5,NaN,NaN,vertical,vertical,vertical,vertical,none,none
1a,12,100155,1,11,11,26,M,NA,variable,heterogeneous,3,present,0.999706029891968,1,horizontal,horizontal,1,0.988228425979614,red,3,2,568.891514305654,492.232343256122,1008.88377129369,453.738008730483,822.224714400653,854.029648013395,1008.88377129369,453.738008730483,568.891514305654,492.232343256122,0,0,0,0,0,0,0,6,4,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
