experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item1_shape,item2_shape,item3_shape,item4_shape,item1_line,item2_line,item3_line,item4_line
3b,23,100354,1,1,1,20,F,blocked,variable,homogeneous,4,absent,0.525214910507202,1,vertical,vertical,1,2,green,1,NaN,984.554869889689,784.554869889689,NaN,NaN,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,4,0,0,0,vertical,vertical,vertical,vertical
3b,23,100354,1,2,2,20,F,blocked,variable,homogeneous,4,absent,0.721475124359131,1,vertical,vertical,1,2,red,4,NaN,615.445130110311,784.554869889689,NaN,NaN,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,0,0,0,4,horizontal,horizontal,horizontal,vertical
3b,23,100354,1,3,3,20,F,blocked,variable,homogeneous,4,absent,0.661808013916016,1,horizontal,horizontal,1,2,green,4,NaN,615.445130110311,784.554869889689,NaN,NaN,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,0,0,0,4,vertical,horizontal,vertical,horizontal
3b,23,100354,1,4,4,20,F,blocked,variable,homogeneous,4,absent,0.570051193237305,0,horizontal,vertical,1,2,red,4,NaN,615.445130110311,784.554869889689,NaN,NaN,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,0,0,0,4,horizontal,horizontal,horizontal,horizontal
3b,23,100354,1,5,5,20,F,blocked,variable,homogeneous,4,present,0.670342922210693,0,vertical,horizontal,1,2,green,1,4,984.554869889689,784.554869889689,615.445130110311,784.554869889689,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,4,0,0,0,vertical,vertical,horizontal,horizontal
3b,23,100354,1,6,6,20,F,blocked,variable,homogeneous,4,present,0.706861019134521,1,horizontal,horizontal,1,2,red,1,2,984.554869889689,784.554869889689,984.554869889689,415.445130110311,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,4,0,0,0,horizontal,vertical,vertical,vertical
3b,23,100354,1,7,7,20,F,blocked,variable,homogeneous,4,present,0.839239120483398,1,horizontal,horizontal,1,2,green,2,3,984.554869889689,415.445130110311,615.445130110311,415.445130110311,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,0,4,0,0,vertical,horizontal,vertical,vertical
3b,23,100354,1,8,8,20,F,blocked,variable,homogeneous,4,present,0.427579164505005,1,horizontal,horizontal,1,2,green,2,1,984.554869889689,415.445130110311,984.554869889689,784.554869889689,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,0,4,0,0,vertical,horizontal,vertical,vertical
3b,23,100354,1,9,9,20,F,blocked,variable,homogeneous,4,present,0.495737791061401,1,vertical,vertical,1,2,red,1,2,984.554869889689,784.554869889689,984.554869889689,415.445130110311,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,4,0,0,0,vertical,vertical,horizontal,vertical
3b,23,100354,1,10,10,20,F,blocked,variable,homogeneous,4,absent,0.548179864883423,1,horizontal,horizontal,1,2,red,4,NaN,615.445130110311,784.554869889689,NaN,NaN,984.554869889689,784.554869889689,984.554869889689,415.445130110311,615.445130110311,415.445130110311,615.445130110311,784.554869889689,0,0,0,4,horizontal,horizontal,vertical,horizontal
