experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1d,12,100234,1,1,1,19,M,NA,constant,homogeneous,3,absent,0.619748115539551,1,horizontal,horizontal,1,1.05881911118825,red,3,NaN,601.827779828472,439.523300282291,NaN,NaN,760.109211414741,851.86052685176,1038.06300875679,508.616172865948,601.827779828472,439.523300282291,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1d,12,100234,1,2,2,19,M,NA,constant,homogeneous,3,absent,0.576657056808472,1,vertical,vertical,1,0.635293777783712,red,2,NaN,1000.94274216971,443.006323791957,NaN,NaN,835.489140744817,852.518357529101,1000.94274216971,443.006323791957,563.568117085469,504.475318678942,NaN,NaN,NaN,NaN,NaN,NaN,0,4,0,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1d,12,100234,1,3,3,19,M,NA,constant,homogeneous,3,present,0.680884838104248,0,horizontal,vertical,1,0.635293777783712,red,1,2,696.282156015671,832.954091698863,1053.60308331891,573.345241866748,696.282156015671,832.954091698863,1053.60308331891,573.345241866748,650.114760665419,393.700666434388,NaN,NaN,NaN,NaN,NaN,NaN,4,0,0,NaN,NaN,NaN,horizontal,horizontal,horizontal,none,none,none
1d,12,100234,1,4,4,19,M,NA,constant,homogeneous,3,present,0.666445016860962,1,vertical,vertical,1,0.776468888918559,red,3,2,565.271262369628,699.636437764765,831.076682568313,346.900731331463,1003.65205506206,753.462830903772,831.076682568313,346.900731331463,565.271262369628,699.636437764765,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1d,12,100234,1,5,5,19,M,NA,constant,homogeneous,6,absent,0.741801977157593,1,horizontal,horizontal,1,0.694116740756565,red,3,NaN,1054.65053136242,586.654331158049,NaN,NaN,684.232422566416,827.206663668034,938.882953928832,813.860994826083,1054.65053136242,586.654331158049,915.767577433584,372.793336331966,661.117046071168,386.139005173917,545.349468637584,613.345668841951,0,0,4,0,0,0,vertical,vertical,horizontal,vertical,horizontal,vertical
1d,12,100234,1,6,6,19,M,NA,constant,homogeneous,4,absent,0.877269983291626,0,vertical,horizontal,1,0.823527259296841,red,1,NaN,676.373546837184,823.028025320546,NaN,NaN,676.373546837184,823.028025320546,1023.02802532055,723.626453162816,923.626453162816,376.971974679454,576.971974679454,476.373546837184,NaN,NaN,NaN,NaN,4,0,0,0,NaN,NaN,vertical,vertical,vertical,vertical,none,none
1d,12,100234,1,7,7,19,M,NA,constant,homogeneous,4,absent,0.686227083206177,1,vertical,vertical,1,0.764704296323988,red,1,NaN,831.076682568313,853.099268668537,NaN,NaN,831.076682568313,853.099268668537,1053.09926866854,568.923317431687,768.923317431687,346.900731331463,546.900731331463,631.076682568313,NaN,NaN,NaN,NaN,4,0,0,0,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
1d,12,100234,1,8,8,19,M,NA,constant,homogeneous,3,present,0.850046873092651,1,vertical,vertical,1,1.09411288897196,red,3,1,554.878267535729,529.712474266665,861.690083377915,847.425410200379,861.690083377915,847.425410200379,983.431649086356,422.862115532956,554.878267535729,529.712474266665,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1d,12,100234,1,9,9,19,M,NA,constant,homogeneous,4,present,0.693698883056641,1,horizontal,horizontal,1,0.929408592647976,red,2,4,989.501930496736,770.628304621509,610.498069503264,429.371695378491,629.371695378491,789.501930496736,989.501930496736,770.628304621509,970.628304621509,410.498069503264,610.498069503264,429.371695378491,NaN,NaN,NaN,NaN,0,4,0,0,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
1d,12,100234,1,10,10,19,M,NA,constant,homogeneous,6,present,0.785475969314575,1,vertical,vertical,1,0.882350222269694,red,4,5,831.076682568313,346.900731331463,596.34794493794,446.537169096228,768.923317431687,853.099268668537,1003.65205506206,753.462830903772,1034.72873763037,500.363562235235,831.076682568313,346.900731331463,596.34794493794,446.537169096228,565.271262369628,699.636437764765,0,0,0,4,0,0,vertical,vertical,vertical,vertical,horizontal,horizontal
1d,12,100234,1,11,11,19,M,NA,constant,homogeneous,5,present,0.565461874008179,1,vertical,vertical,1,0.9999961482154,red,3,5,870.287525733335,354.878267535729,599.057257830286,756.993676208043,887.215136548046,839.621618300407,1054.84466088987,591.100628340862,870.287525733335,354.878267535729,588.595418998464,457.40580961496,599.057257830286,756.993676208043,NaN,NaN,0,0,4,0,0,NaN,vertical,horizontal,vertical,horizontal,vertical,none
1d,12,100234,1,12,12,19,M,NA,constant,homogeneous,5,absent,0.690180063247681,0,vertical,horizontal,1,0.658822962972853,red,5,NaN,547.481642470899,564.510859255183,NaN,NaN,688.215357568785,829.192481806288,983.431649086356,777.137884467044,1025.15163617903,480.284751489598,755.719714694933,348.874022981887,547.481642470899,564.510859255183,NaN,NaN,0,0,0,0,4,NaN,horizontal,horizontal,horizontal,vertical,vertical,none
1d,12,100234,1,13,13,19,M,NA,constant,homogeneous,4,present,0.720379829406738,1,vertical,vertical,1,0.81176266670227,red,2,1,998.172220171528,439.523300282291,960.476699717708,798.172220171528,960.476699717708,798.172220171528,998.172220171528,439.523300282291,639.523300282292,401.827779828472,601.827779828472,760.476699717708,NaN,NaN,NaN,NaN,0,4,0,0,NaN,NaN,vertical,vertical,vertical,horizontal,none,none
1d,12,100234,1,14,14,19,M,NA,constant,homogeneous,6,absent,1.09624409675598,1,vertical,vertical,1,0.670587555567423,red,4,NaN,746.982518841471,350.57236181288,NaN,NaN,853.017481158529,849.42763818712,1042.51941165526,678.799333565612,989.501930496736,429.371695378491,746.982518841471,350.57236181288,557.480588344736,521.200666434388,610.498069503264,770.628304621509,0,0,0,4,0,0,vertical,horizontal,vertical,vertical,horizontal,vertical
1d,12,100234,1,15,15,19,M,NA,constant,homogeneous,6,absent,0.487287998199463,1,vertical,vertical,1,0.847056444485982,red,4,NaN,696.282156015671,367.045908301137,NaN,NaN,903.717843984329,832.954091698863,1053.60308331891,626.654758133252,949.885239334581,393.700666434388,696.282156015671,367.045908301137,546.39691668109,573.345241866748,650.114760665419,806.299333565612,0,0,0,4,0,0,vertical,vertical,horizontal,vertical,vertical,horizontal
1d,12,100234,1,16,16,19,M,NA,constant,homogeneous,4,absent,0.690676927566528,1,vertical,vertical,1,0.870585629675123,red,1,NaN,931.334709102064,818.577661679039,NaN,NaN,931.334709102064,818.577661679039,1018.57766167904,468.665290897936,668.665290897936,381.422338320961,581.422338320961,731.334709102064,NaN,NaN,NaN,NaN,4,0,0,0,NaN,NaN,vertical,vertical,vertical,horizontal,none,none
1d,12,100234,1,17,17,19,M,NA,constant,homogeneous,5,absent,0.621624946594238,1,horizontal,horizontal,1,0.847056444485982,red,3,NaN,983.431649086356,422.862115532956,NaN,NaN,755.719714694933,851.125977018113,1025.15163617903,719.715248510402,983.431649086356,422.862115532956,688.215357568785,370.807518193712,547.481642470899,635.489140744817,NaN,NaN,0,0,4,0,0,NaN,horizontal,vertical,horizontal,horizontal,vertical,none
1d,12,100234,1,18,18,19,M,NA,constant,homogeneous,3,present,0.555684804916382,1,vertical,vertical,1,0.882350222269694,red,1,3,977.137884467044,783.431649086356,552.574589799621,661.690083377915,977.137884467044,783.431649086356,870.287525733335,354.878267535729,552.574589799621,661.690083377915,NaN,NaN,NaN,NaN,NaN,NaN,4,0,0,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1d,12,100234,1,19,19,19,M,NA,constant,homogeneous,4,present,0.834491014480591,1,horizontal,horizontal,1,0.964702370431688,red,4,3,607.549057043193,432.704947607421,967.295052392579,407.549057043193,632.704947607421,792.450942956807,992.450942956807,767.295052392579,967.295052392579,407.549057043193,607.549057043193,432.704947607421,NaN,NaN,NaN,NaN,0,0,0,4,NaN,NaN,vertical,vertical,horizontal,horizontal,none,none
1d,12,100234,1,20,20,19,M,NA,constant,homogeneous,4,absent,0.650706052780151,1,vertical,vertical,1,0.776468888918559,red,4,NaN,563.568117085469,695.524681321058,NaN,NaN,895.524681321058,836.431882914531,1036.43188291453,504.475318678942,704.475318678942,363.568117085469,563.568117085469,695.524681321058,NaN,NaN,NaN,NaN,0,0,0,4,NaN,NaN,horizontal,horizontal,vertical,vertical,none,none
1d,12,100234,1,21,21,19,M,NA,constant,homogeneous,5,present,0.666559934616089,1,vertical,vertical,1,0.717645925945706,red,3,5,915.767577433584,372.793336331966,572.793336331966,715.767577433584,839.890788585259,851.86052685176,1051.86052685176,639.890788585259,915.767577433584,372.793336331966,619.68777079743,419.68777079743,572.793336331966,715.767577433584,NaN,NaN,0,0,4,0,0,NaN,vertical,vertical,vertical,vertical,vertical,none
1d,12,100234,1,22,22,19,M,NA,constant,homogeneous,3,present,0.61461615562439,1,vertical,vertical,1,0.741175111134847,red,1,3,661.117046071168,813.860994826083,684.232422566416,372.793336331966,661.117046071168,813.860994826083,1054.65053136242,613.345668841951,684.232422566416,372.793336331966,NaN,NaN,NaN,NaN,NaN,NaN,4,0,0,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1d,12,100234,1,23,23,19,M,NA,constant,homogeneous,5,present,0.519134044647217,1,horizontal,horizontal,1,0.7999980741077,red,5,3,553.688914296288,665.998856501143,960.476699717708,401.827779828472,786.654331158049,854.650531362416,1038.06300875679,691.383827134052,960.476699717708,401.827779828472,661.117046071168,386.139005173917,553.688914296288,665.998856501143,NaN,NaN,0,0,0,0,4,NaN,horizontal,vertical,vertical,vertical,horizontal,none
1d,12,100234,1,24,24,19,M,NA,constant,homogeneous,6,present,0.623511075973511,1,vertical,vertical,1,0.694116740756565,red,1,3,835.489140744817,852.518357529101,1000.94274216971,443.006323791957,835.489140744817,852.518357529101,1036.43188291453,695.524681321058,1000.94274216971,443.006323791957,764.510859255183,347.4816424709,563.568117085469,504.475318678942,599.057257830286,756.993676208043,4,0,0,0,0,0,vertical,vertical,horizontal,vertical,vertical,vertical
1d,12,100234,1,25,25,19,M,NA,constant,homogeneous,3,present,0.552375078201294,1,horizontal,horizontal,1,0.988231555620829,red,3,1,560.378381699593,512.784863451954,844.280285305067,851.125977018113,844.280285305067,851.125977018113,995.341332995339,436.089159529932,560.378381699593,512.784863451954,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1d,12,100234,1,26,26,19,M,NA,constant,homogeneous,6,present,0.663575887680054,1,vertical,vertical,1,0.81176266670227,red,4,3,791.100628340862,345.155339110131,1016.25226451989,464.870587620533,808.899371659138,854.844660889869,1025.15163617903,719.715248510402,1016.25226451989,464.870587620533,791.100628340862,345.155339110131,574.848363820974,480.284751489598,583.747735480111,735.129412379467,0,0,0,4,0,0,vertical,vertical,vertical,vertical,horizontal,horizontal
1d,12,100234,1,27,27,19,M,NA,constant,homogeneous,4,absent,0.514575958251953,0,horizontal,vertical,1,0.870585629675123,red,3,NaN,938.882953928832,386.139005173917,NaN,NaN,661.117046071168,813.860994826083,1013.86099482608,738.882953928832,938.882953928832,386.139005173917,586.139005173917,461.117046071168,NaN,NaN,NaN,NaN,0,0,4,0,NaN,NaN,horizontal,vertical,horizontal,horizontal,none,none
1d,12,100234,1,28,28,19,M,NA,constant,homogeneous,5,absent,0.624517917633057,0,horizontal,vertical,1,0.988231555620829,red,2,NaN,992.450942956807,767.295052392579,NaN,NaN,700.363562235235,834.728737630372,992.450942956807,767.295052392579,1018.57766167904,468.665290897936,742.637481142314,351.535633479765,545.970351986605,577.775285599347,NaN,NaN,0,4,0,0,0,NaN,horizontal,horizontal,horizontal,horizontal,horizontal,none
1d,12,100234,1,29,29,19,M,NA,constant,homogeneous,5,absent,1.14725804328918,1,horizontal,horizontal,1,0.682352148161994,red,4,NaN,622.862115532956,416.568350913644,NaN,NaN,835.489140744817,852.518357529101,1051.12597701811,644.280285305067,919.715248510402,374.848363820974,622.862115532956,416.568350913644,570.807518193712,711.784642431215,NaN,NaN,0,0,0,4,0,NaN,vertical,horizontal,horizontal,horizontal,vertical,none
1d,12,100234,1,30,30,19,M,NA,constant,homogeneous,5,present,0.842488050460815,1,horizontal,horizontal,1,1.02352533340454,red,2,1,1045.12173246427,670.287525733335,808.899371659138,854.844660889869,808.899371659138,854.844660889869,1045.12173246427,670.287525733335,942.594190385041,388.595418998464,643.006323791957,399.057257830286,560.378381699593,687.215136548046,NaN,NaN,0,4,0,0,0,NaN,horizontal,horizontal,horizontal,horizontal,vertical,none
1d,12,100234,1,31,31,19,M,NA,constant,homogeneous,6,absent,0.652149200439453,1,vertical,vertical,1,1.02352533340454,red,6,NaN,545.970351986605,622.224714400653,NaN,NaN,692.232343256122,831.108485694346,946.261991269517,808.883771293693,1054.0296480134,577.775285599347,907.767656743878,368.891514305654,653.738008730483,391.116228706307,545.970351986605,622.224714400653,0,0,0,0,0,4,horizontal,horizontal,horizontal,vertical,vertical,vertical
