experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1d,11,100217,1,1,1,19,F,NA,constant,homogeneous,5,absent,1.20741987228394,0,vertical,horizontal,1,0.776468652028304,green,3,NaN,963.910840470068,404.658667004661,NaN,NaN,782.212099195248,854.378832816255,1036.43188291453,695.524681321058,963.910840470068,404.658667004661,664.870587620533,383.747735480111,552.574589799621,661.690083377915,NaN,NaN,0,0,4,0,0,NaN,horizontal,horizontal,vertical,vertical,vertical,none
1d,11,100217,1,2,2,19,F,NA,constant,homogeneous,3,absent,1.32014203071594,1,horizontal,horizontal,1,0.635293730405661,green,3,NaN,760.109211414741,348.13947314824,NaN,NaN,601.827779828472,760.476699717708,1038.06300875679,691.383827134052,760.109211414741,348.13947314824,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,NaN,NaN,NaN,horizontal,horizontal,horizontal,none,none,none
1d,11,100217,1,3,3,19,F,NA,constant,homogeneous,5,present,0.586386919021606,1,horizontal,horizontal,1,0.988231034462268,green,4,3,768.923317431687,346.900731331463,1031.10848569435,492.232343256122,676.373546837184,823.028025320546,973.909581815937,786.495193912888,1031.10848569435,492.232343256122,768.923317431687,346.900731331463,549.685068220846,551.343706178981,NaN,NaN,0,0,0,4,0,NaN,vertical,horizontal,horizontal,horizontal,horizontal,none
1d,11,100217,1,4,4,19,F,NA,constant,homogeneous,5,absent,0.673762083053589,1,vertical,vertical,1,0.764704075226417,green,4,NaN,613.504806087112,426.090418184063,NaN,NaN,848.656293821019,850.314931779154,1053.09926866854,631.076682568313,907.767656743878,368.891514305654,613.504806087112,426.090418184063,576.971974679454,723.626453162816,NaN,NaN,0,0,0,4,0,NaN,horizontal,vertical,vertical,vertical,horizontal,none
1d,11,100217,1,5,5,19,F,NA,constant,homogeneous,6,present,0.713130950927734,1,horizontal,horizontal,1,0.894114420047173,green,3,5,1018.57766167904,468.665290897936,576.971974679454,476.373546837184,804.450363641507,854.96116226488,1023.02802532055,723.626453162816,1018.57766167904,468.665290897936,795.549636358493,345.03883773512,576.971974679454,476.373546837184,581.422338320961,731.334709102064,0,0,4,0,0,0,vertical,horizontal,horizontal,horizontal,vertical,horizontal
1d,11,100217,1,6,6,19,F,NA,constant,homogeneous,3,absent,0.557753801345825,1,horizontal,horizontal,1,0.717645768018869,green,2,NaN,839.890788585259,348.13947314824,NaN,NaN,998.172220171528,760.476699717708,839.890788585259,348.13947314824,561.936991243214,691.383827134052,NaN,NaN,NaN,NaN,NaN,NaN,0,4,0,NaN,NaN,NaN,vertical,horizontal,vertical,none,none,none
1d,11,100217,1,7,7,19,F,NA,constant,homogeneous,3,present,0.650982856750488,1,vertical,vertical,1,1.09411222567925,green,3,1,643.006323791957,399.057257830286,704.475318678942,836.431882914531,704.475318678942,836.431882914531,1052.5183575291,564.510859255183,643.006323791957,399.057257830286,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1d,11,100217,1,8,8,19,F,NA,constant,homogeneous,3,absent,0.849914073944092,1,vertical,vertical,1,1.09411222567925,green,1,NaN,782.212099195248,854.378832816255,NaN,NaN,782.212099195248,854.378832816255,1029.19248180629,488.215357568785,588.595418998464,457.40580961496,NaN,NaN,NaN,NaN,NaN,NaN,4,0,0,NaN,NaN,NaN,vertical,vertical,horizontal,none,none,none
1d,11,100217,1,9,9,19,F,NA,constant,homogeneous,5,present,0.539574861526489,1,vertical,vertical,1,0.611764576801887,green,4,2,760.109211414741,348.13947314824,980.31222920257,780.31222920257,684.232422566416,827.206663668034,980.31222920257,780.31222920257,1027.20666366803,484.232422566416,760.109211414741,348.13947314824,548.13947314824,560.109211414741,NaN,NaN,0,0,0,4,0,NaN,horizontal,vertical,horizontal,vertical,vertical,none
1d,11,100217,1,10,10,19,F,NA,constant,homogeneous,4,absent,0.872581005096436,1,vertical,vertical,1,0.917643573650947,green,4,NaN,579.163522034968,727.5,NaN,NaN,927.5,820.836477965032,1020.83647796503,472.5,672.5,379.163522034968,579.163522034968,727.5,NaN,NaN,NaN,NaN,0,0,0,4,NaN,NaN,vertical,vertical,horizontal,vertical,none,none
1d,11,100217,1,11,11,19,F,NA,constant,homogeneous,5,present,0.474167108535767,1,vertical,vertical,1,0.988231034462268,green,5,2,548.13947314824,560.109211414741,980.31222920257,780.31222920257,684.232422566416,827.206663668034,980.31222920257,780.31222920257,1027.20666366803,484.232422566416,760.109211414741,348.13947314824,548.13947314824,560.109211414741,NaN,NaN,0,0,0,0,4,NaN,vertical,horizontal,vertical,vertical,vertical,none
1d,11,100217,1,12,12,19,F,NA,constant,homogeneous,3,present,0.5537428855896,1,horizontal,horizontal,1,0.894114420047173,green,2,3,923.626453162816,376.971974679454,545.03883773512,604.450363641507,931.334709102064,818.577661679039,923.626453162816,376.971974679454,545.03883773512,604.450363641507,NaN,NaN,NaN,NaN,NaN,NaN,0,4,0,NaN,NaN,NaN,horizontal,horizontal,vertical,none,none,none
1d,11,100217,1,13,13,19,F,NA,constant,homogeneous,3,absent,0.588085174560547,1,horizontal,horizontal,1,0.75293949842453,green,3,NaN,782.212099195248,345.621167183745,NaN,NaN,588.595418998464,742.594190385041,1029.19248180629,711.784642431215,782.212099195248,345.621167183745,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,NaN,NaN,NaN,vertical,horizontal,horizontal,none,none,none
1d,11,100217,1,14,14,19,F,NA,constant,homogeneous,5,present,0.510936975479126,1,horizontal,horizontal,1,0.741174921622643,green,4,2,684.232422566416,372.793336331966,1027.20666366803,715.767577433584,760.109211414741,851.86052685176,1027.20666366803,715.767577433584,980.31222920257,419.68777079743,684.232422566416,372.793336331966,548.13947314824,639.890788585259,NaN,NaN,0,0,0,4,0,NaN,vertical,vertical,horizontal,horizontal,horizontal,none
1d,11,100217,1,15,15,19,F,NA,constant,homogeneous,6,present,0.526058912277222,1,horizontal,horizontal,1,0.635293730405661,green,5,2,545,600,1055,600,927.5,820.836477965032,1055,600,927.5,379.163522034968,672.5,379.163522034968,545,600,672.5,820.836477965032,0,0,0,0,4,0,vertical,horizontal,horizontal,horizontal,horizontal,vertical
1d,11,100217,1,16,16,19,F,NA,constant,homogeneous,4,present,0.632910013198853,1,vertical,vertical,1,0.611764576801887,green,3,1,935.129412379467,383.747735480111,664.870587620533,816.252264519889,664.870587620533,816.252264519889,1016.25226451989,735.129412379467,935.129412379467,383.747735480111,583.747735480111,464.870587620533,NaN,NaN,NaN,NaN,0,0,4,0,NaN,NaN,horizontal,vertical,vertical,vertical,none,none
1d,11,100217,1,17,17,19,F,NA,constant,homogeneous,6,present,0.63284707069397,1,vertical,vertical,1,0.764704075226417,green,5,6,599.057257830286,443.006323791957,563.568117085469,695.524681321058,764.510859255183,852.518357529101,1000.94274216971,756.993676208043,1036.43188291453,504.475318678942,835.489140744817,347.4816424709,599.057257830286,443.006323791957,563.568117085469,695.524681321058,0,0,0,0,4,0,horizontal,horizontal,vertical,vertical,vertical,horizontal
1d,11,100217,1,18,18,19,F,NA,constant,homogeneous,5,absent,0.923281908035278,1,vertical,vertical,1,1.08234764887736,green,2,NaN,1016.25226451989,735.129412379467,NaN,NaN,738.309916622085,847.425410200379,1016.25226451989,735.129412379467,995.341332995339,436.089159529932,704.475318678942,363.568117085469,545.621167183745,617.787900804752,NaN,NaN,0,4,0,0,0,NaN,horizontal,vertical,vertical,vertical,vertical,none
1d,11,100217,1,19,19,19,F,NA,constant,homogeneous,6,absent,1.07627320289612,1,horizontal,horizontal,1,0.717645768018869,green,1,NaN,680.284751489598,825.151636179026,NaN,NaN,680.284751489598,825.151636179026,935.129412379467,816.252264519889,1054.84466088987,591.100628340862,919.715248510402,374.848363820974,664.870587620533,383.747735480111,545.155339110131,608.899371659138,4,0,0,0,0,0,horizontal,horizontal,horizontal,horizontal,horizontal,horizontal
1d,11,100217,1,20,20,19,F,NA,constant,homogeneous,5,present,0.556648969650269,0,vertical,horizontal,1,0.941172727254721,green,4,5,560.378381699593,512.784863451954,643.006323791957,800.942742169714,942.594190385041,811.404581001536,1045.12173246427,529.712474266665,808.899371659138,345.155339110131,560.378381699593,512.784863451954,643.006323791957,800.942742169714,NaN,NaN,0,0,0,4,0,NaN,horizontal,vertical,horizontal,vertical,horizontal,none
1d,11,100217,1,21,21,19,F,NA,constant,homogeneous,5,absent,0.800910949707031,1,horizontal,horizontal,1,0.847056112839625,green,4,NaN,786.654331158049,345.349468637584,NaN,NaN,661.117046071168,813.860994826083,960.476699717708,798.172220171528,1038.06300875679,508.616172865948,786.654331158049,345.349468637584,553.688914296288,534.001143498857,NaN,NaN,0,0,0,4,0,NaN,horizontal,horizontal,horizontal,horizontal,horizontal,none
