experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1d,14,100237,1,1,1,18,F,NA,constant,homogeneous,6,present,1.46348690986633,1,horizontal,horizontal,1,0.705879788215344,red,1,6,848.656293821019,850.314931779154,607.549057043193,767.295052392579,848.656293821019,850.314931779154,1041.10723677783,683.019879386575,992.450942956807,432.704947607421,751.343706178981,349.685068220846,558.892763222174,516.980120613425,607.549057043193,767.295052392579,4,0,0,0,0,0,horizontal,horizontal,vertical,vertical,vertical,vertical
1d,14,100237,1,2,2,18,F,NA,constant,homogeneous,5,present,1.21567392349243,1,vertical,vertical,1,0.952932627384479,red,3,2,1006.29933356561,450.114760665419,1006.29933356561,749.885239334581,721.200666434388,842.519411655264,1006.29933356561,749.885239334581,1006.29933356561,450.114760665419,721.200666434388,357.480588344736,545,600,NaN,NaN,0,0,4,0,0,NaN,vertical,horizontal,vertical,vertical,horizontal,none
1d,14,100237,1,3,3,18,F,NA,constant,homogeneous,3,present,NaN,0,vertical,none,0,0.894110522820399,red,2,1,1049.42763818712,546.982518841471,721.200666434388,842.519411655264,721.200666434388,842.519411655264,1049.42763818712,546.982518841471,629.371695378491,410.498069503264,NaN,NaN,NaN,NaN,NaN,NaN,0,4,0,NaN,NaN,NaN,horizontal,vertical,vertical,none,none,none
1d,14,100237,1,4,4,18,F,NA,constant,homogeneous,6,present,1.18357419967651,1,vertical,vertical,1,0.670586525476896,red,1,6,782.212099195248,854.378832816255,570.807518193712,711.784642431215,782.212099195248,854.378832816255,1011.40458100154,742.594190385041,1029.19248180629,488.215357568785,817.787900804752,345.621167183745,588.595418998464,457.40580961496,570.807518193712,711.784642431215,4,0,0,0,0,0,vertical,horizontal,horizontal,horizontal,vertical,vertical
1d,14,100237,1,5,5,18,F,NA,constant,homogeneous,5,absent,1.33804297447205,1,vertical,vertical,1,0.929403785558847,red,2,NaN,1047.42541020038,538.309916622085,NaN,NaN,935.129412379467,816.252264519889,1047.42541020038,538.309916622085,817.787900804752,345.621167183745,563.568117085469,504.475318678942,636.089159529932,795.341332995339,NaN,NaN,0,4,0,0,0,NaN,horizontal,vertical,horizontal,horizontal,horizontal,none
1d,14,100237,1,6,6,18,F,NA,constant,homogeneous,5,present,1.72204780578613,1,vertical,vertical,1,0.65882210456408,red,4,5,742.637481142314,351.535633479765,545.970351986605,577.775285599347,700.363562235235,834.728737630372,992.450942956807,767.295052392579,1018.57766167904,468.665290897936,742.637481142314,351.535633479765,545.970351986605,577.775285599347,NaN,NaN,0,0,0,4,0,NaN,vertical,vertical,horizontal,vertical,vertical,none
1d,14,100237,1,7,7,18,F,NA,constant,homogeneous,5,absent,1.2469699382782,1,horizontal,horizontal,1,0.905874943733215,red,5,NaN,545.03883773512,595.549636358493,NaN,NaN,716.980120613425,841.107236777826,1003.65205506206,753.462830903772,1008.88377129369,453.738008730483,725.445215295702,356.142287229426,545.03883773512,595.549636358493,NaN,NaN,0,0,0,0,4,NaN,horizontal,horizontal,horizontal,vertical,horizontal,none
1d,14,100237,1,8,8,18,F,NA,constant,homogeneous,6,present,0.885424137115479,1,horizontal,horizontal,1,0.670586525476896,red,2,5,1052.5183575291,635.489140744817,547.481642470899,564.510859255183,895.524681321058,836.431882914531,1052.5183575291,635.489140744817,956.993676208043,399.057257830286,704.475318678942,363.568117085469,547.481642470899,564.510859255183,643.006323791957,800.942742169714,0,4,0,0,0,0,horizontal,horizontal,horizontal,vertical,horizontal,vertical
1d,14,100237,1,9,9,18,F,NA,constant,homogeneous,4,absent,1.35144186019897,1,horizontal,horizontal,1,0.799995155517872,red,1,NaN,721.200666434388,842.519411655264,NaN,NaN,721.200666434388,842.519411655264,1042.51941165526,678.799333565612,878.799333565612,357.480588344736,557.480588344736,521.200666434388,NaN,NaN,NaN,NaN,4,0,0,0,NaN,NaN,horizontal,horizontal,vertical,horizontal,none,none
1d,14,100237,1,10,10,18,F,NA,constant,homogeneous,5,present,1.67768311500549,1,vertical,vertical,1,0.741173050953792,red,5,4,626.090418184063,786.495193912888,568.891514305654,492.232343256122,923.626453162816,823.028025320546,1050.31493177915,551.343706178981,831.076682568313,346.900731331463,568.891514305654,492.232343256122,626.090418184063,786.495193912888,NaN,NaN,0,0,0,0,4,NaN,horizontal,vertical,vertical,vertical,vertical,none
