experiment,subject,uniqueID,block,trial,trial_cumulative,age,gender,color_cond_blocking,color_history,shape_type,set_size,distractor,rt,acc,target_orient,response_key,response_made,iti,target_color,target_item,distractor_item,target_X,target_Y,distractor_X,distractor_Y,item1_X,item1_Y,item2_X,item2_Y,item3_X,item3_Y,item4_X,item4_Y,item5_X,item5_Y,item6_X,item6_Y,item1_shape,item2_shape,item3_shape,item4_shape,item5_shape,item6_shape,item1_line,item2_line,item3_line,item4_line,item5_line,item6_line
1d,16,100238,1,1,1,21,F,NA,constant,homogeneous,4,present,1.17812895774841,1,vertical,vertical,1,0.999991626739502,red,3,2,878.799333565612,357.480588344736,1042.51941165526,678.799333565612,721.200666434388,842.519411655264,1042.51941165526,678.799333565612,878.799333565612,357.480588344736,557.480588344736,521.200666434388,NaN,NaN,NaN,NaN,0,0,4,0,NaN,NaN,vertical,vertical,vertical,vertical,none,none
1d,16,100238,1,2,2,21,F,NA,constant,homogeneous,6,absent,NaN,0,vertical,none,0,0.670586757659912,red,3,NaN,1053.09926866854,568.923317431687,NaN,NaN,700.363562235235,834.728737630372,953.462830903772,803.65205506206,1053.09926866854,568.923317431687,899.636437764765,365.271262369628,646.537169096228,396.34794493794,546.900731331463,631.076682568313,0,0,4,0,0,0,horizontal,horizontal,vertical,vertical,horizontal,horizontal
1d,16,100238,1,3,3,21,F,NA,constant,homogeneous,5,present,1.85726809501648,1,vertical,vertical,1,0.905875949859619,red,1,2,891.383827134052,838.063008756786,1054.65053136242,586.654331158049,891.383827134052,838.063008756786,1054.65053136242,586.654331158049,865.998856501143,353.688914296288,586.139005173917,461.117046071168,601.827779828472,760.476699717708,NaN,NaN,4,0,0,0,0,NaN,vertical,vertical,horizontal,horizontal,horizontal,none
1d,16,100238,1,4,4,21,F,NA,constant,homogeneous,5,absent,1.70775699615479,1,horizontal,horizontal,1,0.647057838439941,red,3,NaN,1032.95409169886,496.282156015671,NaN,NaN,672.5,820.836477965032,970.628304621509,789.501930496736,1032.95409169886,496.282156015671,773.345241866748,346.39691668109,550.57236181288,546.982518841471,NaN,NaN,0,0,4,0,0,NaN,horizontal,horizontal,horizontal,horizontal,vertical,none
1d,16,100238,1,5,5,21,F,NA,constant,homogeneous,3,present,0.80121898651123,1,horizontal,horizontal,1,0.964698247909546,red,1,3,742.637481142314,848.464366520235,613.504806087112,426.090418184063,742.637481142314,848.464366520235,1043.85771277057,525.445215295702,613.504806087112,426.090418184063,NaN,NaN,NaN,NaN,NaN,NaN,4,0,0,NaN,NaN,NaN,horizontal,vertical,horizontal,none,none,none
1d,16,100238,1,6,6,21,F,NA,constant,homogeneous,5,absent,1.20777988433838,1,vertical,vertical,1,0.717644596099854,red,3,NaN,1027.20666366803,484.232422566416,NaN,NaN,684.232422566416,827.206663668034,980.31222920257,780.31222920257,1027.20666366803,484.232422566416,760.109211414741,348.13947314824,548.13947314824,560.109211414741,NaN,NaN,0,0,4,0,0,NaN,vertical,horizontal,vertical,vertical,horizontal,none
1d,16,100238,1,7,7,21,F,NA,constant,homogeneous,3,absent,1.20891690254211,1,vertical,vertical,1,0.835289192199707,red,3,NaN,613.504806087112,426.090418184063,NaN,NaN,742.637481142314,848.464366520235,1043.85771277057,525.445215295702,613.504806087112,426.090418184063,NaN,NaN,NaN,NaN,NaN,NaN,0,0,4,NaN,NaN,NaN,vertical,vertical,vertical,none,none,none
1d,16,100238,1,8,8,21,F,NA,constant,homogeneous,5,absent,1.02260899543762,1,horizontal,horizontal,1,1.07057838439941,red,5,NaN,610.498069503264,770.628304621509,NaN,NaN,903.717843984329,832.954091698863,1053.60308331891,573.345241866748,853.017481158529,350.57236181288,579.163522034968,472.5,610.498069503264,770.628304621509,NaN,NaN,0,0,0,0,4,NaN,horizontal,vertical,vertical,horizontal,horizontal,none
1d,16,100238,1,9,9,21,F,NA,constant,homogeneous,6,present,1.142657995224,1,vertical,vertical,1,0.764702434539795,red,6,1,593.700666434388,749.885239334581,826.654758133252,853.60308331891,826.654758133252,853.60308331891,1032.95409169886,703.717843984329,1006.29933356561,450.114760665419,773.345241866748,346.39691668109,567.045908301137,496.282156015671,593.700666434388,749.885239334581,0,0,0,0,0,4,horizontal,vertical,horizontal,horizontal,horizontal,vertical
1d,16,100238,1,10,10,21,F,NA,constant,homogeneous,5,absent,0.76199197769165,1,vertical,vertical,1,0.811760272979736,red,1,NaN,700.363562235235,834.728737630372,NaN,NaN,700.363562235235,834.728737630372,992.450942956807,767.295052392579,1018.57766167904,468.665290897936,742.637481142314,351.535633479765,545.970351986605,577.775285599347,NaN,NaN,4,0,0,0,0,NaN,vertical,vertical,vertical,vertical,vertical,none
