"","exp","non_directional.statistic","non_directional.p","directional_effect.statistic","directional_effect.p","pos_bf","pbt.low","pbt.high"
"1","Stein & van Peelen_2020_3_LOC_1",0.50231914893617,0.437,0.0622578989640199,0.3,-99999,0,0.0491933900601005
"2","Stein & van Peelen_2020_3_LOC_2",0.485021276595745,0.906,0.127718411682406,0.302,-99999,0,0.041961405335132
"3","Stein & van Peelen_2020_3_PAS_1",0.48363829787234,0.861,-0.0132233417918903,0.75,-99999,0,0.0359607310534859
"4","Stein & van Peelen_2020_3_PAS_2",0.510191489361702,0.281,0.0678995402626877,0.434,-99999,0,0.0904152964067868
"5","Stein & van Peelen_2020_4b_1",0.50924,0.232,0.0319264734766911,0.788,-99999,0,0.0877531374726927
