"","exp","non_directional.statistic","non_directional.p","directional_effect.statistic","directional_effect.p","pos_bf","pbt.low","pbt.high"
"1","Stein & van Peelen_2020_3_LOC_1",0.525106382978723,0.219,-0.04374403321418,0.384,-99999,0,0.0577390092917969
"2","Stein & van Peelen_2020_3_LOC_2",0.501297872340426,0.424,-0.224857353818013,0,-99999,0.0138795837138073,0.148262040667254
"3","Stein & van Peelen_2020_3_PAS_1",0.442063829787234,0.937,-0.0105485442248205,0.838,-99999,0,0.041961405335132
"4","Stein & van Peelen_2020_3_PAS_2",0.591744680851064,0,-0.272507733515479,0,-99999,0.0064751443204294,0.1330396073983
"5","Stein & van Peelen_2020_4b_1",0.49004,0.507,-0.0205708383273483,0.688,-99999,0,0.130252715403088
