"","exp","non_directional.statistic","non_directional.p","directional_effect.statistic","directional_effect.p","pos_bf","pbt.low","pbt.high"
"1","Zerweck et al_2021_2_20",0.4691,0.702,-0.462997500000009,0.9,6.73418297548498,0,0.181131699780963
"2","Zerweck et al_2021_2_29",0.4487,0.735,3.904795,0.59,2.04186934719504,0,0.132945911026523
"3","Zerweck et al_2021_2_39",0.5273,0.291,1.2011125,0.812,4.55047682493242,0,0.236809400650052
"4","Zerweck et al_2021_3_Duration_10",0.353692307692308,0.984,0.722638461538465,0.724,54.0229964005212,0,0.192636175650135
"5","Zerweck et al_2021_3_Duration_20",0.560363636363636,0.234,-8.50494090909089,0.0760000000000001,4.22706606984224,0,0.31305754870395
"6","Zerweck et al_2021_3_Duration_30",0.421,0.866,1.06477500000002,0.732,23.2147206496109,0,0.205816665186551
"7","Zerweck et al_2021_3_Duration_40",0.6524,0.015,12.2882733333334,0.004,0.00489911588668516,0.0963763748186194,0.551065855812497
