subject,pair,soc_condition,stim,trial_n,target,beeps,response,rt,correct,order,pos,h1,h2,h3,h4,age
S4,P2,C,2F1B,57,2,1,1,0.30419780199918023,0,B3,R,5,5,5,5,24
S4,P2,C,1F2B,58,1,2,2,0.4137724480006,0,B3,R,5,5,5,5,24
S4,P2,C,1F2B,59,1,2,2,0.4246437130004779,0,B3,R,5,5,5,5,24
S4,P2,C,1F2B,60,1,2,2,0.3230026959990937,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,61,2,2,2,0.5866563380004663,1,B3,R,5,5,5,5,24
S4,P2,C,1F2B,62,1,2,2,0.6060082519998105,0,B3,R,5,5,5,5,24
S4,P2,C,1F1B,63,1,1,1,0.3335730529997818,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,64,1,1,1,0.4994320850000804,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,65,1,1,1,0.5783928090004338,1,B3,R,5,5,5,5,24
S4,P2,C,2F2B,66,2,2,2,0.42582894600127474,1,B3,R,5,5,5,5,24
S4,P2,C,2F1B,67,2,1,1,0.49697071199989296,0,B3,R,5,5,5,5,24
S4,P2,C,1F1B,68,1,1,1,0.8179058179994172,1,B3,R,5,5,5,5,24
S4,P2,C,2F2B,69,2,2,2,0.423475233001227,1,B3,R,5,5,5,5,24
S4,P2,C,1F2B,70,1,2,2,0.4239061699990998,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,71,2,2,2,0.37821350999911374,1,B3,R,5,5,5,5,24
S4,P2,C,2F1B,72,2,1,1,0.37435309600004985,0,B3,R,5,5,5,5,24
S4,P2,C,1F2B,73,1,2,2,0.145434538999325,0,B3,R,5,5,5,5,24
S4,P2,C,1F2B,74,1,2,1,0.26019131599969114,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,75,1,1,1,0.29513936300099886,1,B3,R,5,5,5,5,24
S4,P2,C,2F2B,76,2,2,2,0.36682905400084564,1,B3,R,5,5,5,5,24
S4,P2,C,1F2B,77,1,2,2,0.2541760530002648,0,B3,R,5,5,5,5,24
S4,P2,C,1F1B,78,1,1,1,0.2273476650007069,1,B3,R,5,5,5,5,24
S4,P2,C,2F2B,79,2,2,2,0.30612307200135547,1,B3,R,5,5,5,5,24
S4,P2,C,2F2B,80,2,2,2,0.30730331399900024,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,81,1,1,1,0.26756657699843345,1,B3,R,5,5,5,5,24
S4,P2,C,2F1B,82,2,1,1,0.392784429999665,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,83,2,2,2,0.37368786499973794,1,B3,R,5,5,5,5,24
S4,P2,C,2F1B,84,2,1,2,0.3848073139997723,1,B3,R,5,5,5,5,24
S4,P2,C,2F1B,85,2,1,1,0.40066914000090037,0,B3,R,5,5,5,5,24
S4,P2,C,1F2B,86,1,2,2,0.333587623999847,0,B3,R,5,5,5,5,24
S4,P2,C,2F1B,87,2,1,1,0.4083049780001602,0,B3,R,5,5,5,5,24
S4,P2,C,2F1B,88,2,1,1,0.4038992580008198,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,89,2,2,2,0.5210588019999705,1,B3,R,5,5,5,5,24
S4,P2,C,1F2B,90,1,2,2,0.6504428309999639,0,B3,R,5,5,5,5,24
S4,P2,C,1F1B,91,1,1,1,0.7234067280005547,1,B3,R,5,5,5,5,24
S4,P2,C,2F1B,92,2,1,1,0.3174290919996565,0,B3,R,5,5,5,5,24
S4,P2,C,2F1B,93,2,1,1,0.5532332749990019,0,B3,R,5,5,5,5,24
S4,P2,C,2F1B,94,2,1,1,0.7850252120006189,0,B3,R,5,5,5,5,24
S4,P2,C,1F2B,95,1,2,2,0.4684617960010655,0,B3,R,5,5,5,5,24
S4,P2,C,1F2B,96,1,2,2,0.45836978599982103,0,B3,R,5,5,5,5,24
S4,P2,C,2F1B,97,2,1,1,0.35039257100106624,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,98,2,2,2,0.4512132109994127,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,99,1,1,1,0.2341316439997172,1,B3,R,5,5,5,5,24
S4,P2,C,2F1B,100,2,1,1,0.30870625100033067,0,B3,R,5,5,5,5,24
S4,P2,C,2F1B,101,2,1,1,0.4582074259997171,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,102,2,2,2,0.3385861099995964,1,B3,R,5,5,5,5,24
S4,P2,C,2F2B,103,2,2,2,0.4507014650007477,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,104,1,1,1,0.3260761920009827,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,105,1,1,1,0.4161134910009423,1,B3,R,5,5,5,5,24
S4,P2,C,1F2B,106,1,2,2,0.29056893800043326,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,107,2,2,1,0.23618370199983474,0,B3,R,5,5,5,5,24
S4,P2,C,2F1B,108,2,1,1,0.4180910610011779,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,109,2,2,2,0.3314047460007714,1,B3,R,5,5,5,5,24
S4,P2,C,1F2B,110,1,2,2,0.43463589000020875,0,B3,R,5,5,5,5,24
S4,P2,C,2F2B,111,2,2,2,0.39257683100004215,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,112,1,1,1,0.3931218979996629,1,B3,R,5,5,5,5,24
S4,P2,C,2F2B,113,2,2,2,0.44807885299996997,1,B3,R,5,5,5,5,24
S4,P2,C,2F2B,114,2,2,2,0.4088118640011089,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,115,1,1,1,0.38888443399991957,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,116,1,1,1,0.2681168399994931,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,117,1,1,1,0.5064169970009971,1,B3,R,5,5,5,5,24
S4,P2,C,2F1B,118,2,1,1,0.4669907690004038,0,B3,R,5,5,5,5,24
S4,P2,C,1F1B,119,1,1,1,0.4455408570011059,1,B3,R,5,5,5,5,24
S4,P2,C,1F1B,120,1,1,1,0.35136046999832615,1,B3,R,5,5,5,5,24
S5,P3,I,2F2B,1,2,2,2,0.9221752989978995,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,2,2,1,1,0.7417815739972866,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,3,1,2,2,0.9354265369984205,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,4,1,2,2,1.2020156559992756,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,5,2,1,1,0.7222744190003141,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,6,2,1,2,0.9837609499991231,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,7,2,2,2,0.8618990280010621,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,8,2,2,2,0.7164950520018465,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,9,1,1,1,0.6311594179969688,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,10,1,2,2,0.6142440779985918,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,11,1,1,1,1.1082470159999502,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,12,1,1,1,1.4464366840002185,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,13,2,2,2,0.49367486300252494,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,14,2,1,2,0.8156644310001866,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,15,1,2,2,0.7524547590001021,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,16,1,1,1,0.9916808000016317,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,17,1,2,2,0.8496234660015034,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,18,2,2,2,0.9875444540011813,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,19,1,2,2,0.8518906919998699,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,20,2,2,2,0.8141756770019128,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,21,2,1,1,0.9907085869999719,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,22,2,2,2,0.9289149380019808,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,23,2,1,1,0.9568573549986468,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,24,1,1,1,0.6413153479988978,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,25,2,2,2,0.5624510990019189,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,26,1,1,1,0.5652040519998991,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,27,1,1,1,0.48515926099935314,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,28,2,1,2,0.7233515959997021,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,29,1,2,2,0.5748517270003504,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,30,1,2,2,1.0535575069989136,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,31,1,2,2,0.5018718089995673,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,32,1,1,1,0.4400564919997123,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,33,2,1,2,0.5351767120009754,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,34,2,2,2,0.43136968500039075,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,35,2,1,1,0.8526196819984762,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,36,1,2,2,0.5201395509975555,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,37,2,1,1,1.1689279720012564,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,38,1,1,1,0.4601659340005426,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,39,1,2,2,0.42093882100016344,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,40,1,1,1,0.49735839600180043,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,41,2,1,2,0.5834362010027689,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,42,2,1,1,0.9704915020010958,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,43,2,2,2,0.702165407998109,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,44,2,2,2,0.7259245319983165,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,45,2,2,2,0.7335843359978753,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,46,2,1,1,0.721938135997334,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,47,2,1,1,1.1082397240024875,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,48,1,2,2,0.6502384380000876,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,49,1,2,2,0.6385770380002214,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,50,1,2,2,0.5963484880012402,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,51,2,1,1,1.2094283870028448,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,52,2,2,2,0.6327640870003961,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,53,2,1,1,1.2223709280006005,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,54,2,1,1,0.8511650580003334,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,55,1,2,1,1.1484772289986722,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,56,1,1,1,0.716793546002009,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,57,2,2,2,0.6030773660022533,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,58,2,2,2,0.6372153729971615,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,59,2,1,2,0.7595155630006047,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,60,2,2,2,0.639559430997906,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,61,2,1,1,0.7428874280012678,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,62,1,1,1,0.4752440200027195,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,63,2,2,2,0.42703341400192585,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,64,2,2,2,0.3450899540002865,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,65,1,1,1,0.48618661900036386,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,66,1,1,1,0.4825265789986588,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,67,2,1,1,0.6251861249984358,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,68,1,2,2,0.4782465489988681,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,69,1,1,1,0.40449267599979066,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,70,1,1,1,0.407368359999964,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,71,2,2,2,0.6959032669983571,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,72,2,1,1,0.5228322959992511,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,73,1,1,1,0.6054071899998235,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,74,1,1,1,0.44450929000231554,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,75,1,1,1,0.42350862699822756,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,76,1,1,1,0.37958261799940374,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,77,2,2,2,0.3672956959999283,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,78,1,2,2,0.40895781500148587,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,79,1,2,2,0.43535834200156387,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,80,1,2,2,0.3229770629986888,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,81,1,2,2,0.40921753400107264,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,82,2,2,2,0.3651460080000106,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,83,2,1,1,0.40888966400234494,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,84,2,1,1,0.49139280800227425,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,85,2,2,2,0.4214065060004941,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,86,1,2,2,0.42880762400091044,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,87,1,2,2,0.41859250100242207,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,88,2,1,1,0.4757192809993285,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,89,2,2,2,0.6760839739981748,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,90,1,1,1,0.4723143170012918,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,91,2,1,2,1.1662070350030262,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,92,1,1,1,0.29946297199785477,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,93,2,1,1,0.7982217640019371,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,94,2,2,2,0.33307342899934156,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,95,1,1,1,0.37078785300036543,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,96,2,2,2,0.5612620620013331,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,97,1,2,2,0.3440672220021952,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,98,2,1,1,0.4258995979980682,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,99,1,2,2,0.34083585500047775,0,B1,L,5,5,5,5,24
S5,P3,I,2F1B,100,2,1,2,0.8392372579983203,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,101,2,1,1,0.7519289539995953,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,102,1,1,1,0.4957217579976714,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,103,1,1,1,0.3387289409984078,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,104,1,2,2,0.31780578599864384,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,105,1,2,2,0.3391028420010116,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,106,1,2,2,0.44441029200243065,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,107,1,1,1,0.39908134099823656,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,108,1,2,2,0.5873837389990513,0,B1,L,5,5,5,5,24
S5,P3,I,1F2B,109,1,2,2,0.3671538189992134,0,B1,L,5,5,5,5,24
S5,P3,I,1F1B,110,1,1,1,0.37692501499986975,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,111,1,1,1,0.3375100190023659,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,112,2,2,2,0.2848906959989108,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,113,2,2,2,0.5106252850018791,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,114,1,1,1,0.4923404090004624,1,B1,L,5,5,5,5,24
S5,P3,I,1F2B,115,1,2,1,0.5540959299978567,1,B1,L,5,5,5,5,24
S5,P3,I,1F1B,116,1,1,1,0.5281170029993518,1,B1,L,5,5,5,5,24
S5,P3,I,2F1B,117,2,1,1,0.49053477400229895,0,B1,L,5,5,5,5,24
S5,P3,I,2F2B,118,2,2,2,0.36054022399912355,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,119,2,2,2,0.5365572379996593,1,B1,L,5,5,5,5,24
S5,P3,I,2F2B,120,2,2,2,0.4018116449988156,1,B1,L,5,5,5,5,24
S5,P3,C,2F2B,1,2,2,2,0.587410957999964,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,2,1,2,2,0.3100120249982865,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,3,1,2,2,0.4172504299967841,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,4,2,2,2,0.40815374700105167,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,5,2,2,2,0.9203625279988046,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,6,2,2,2,0.3694497779979429,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,7,2,1,1,0.4453598799991596,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,8,2,2,2,0.4155872850024025,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,9,2,1,1,0.742210806998628,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,10,2,1,1,0.6497896350010706,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,11,1,1,1,0.45327706999887596,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,12,2,1,1,0.5649226179994002,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,13,1,2,1,0.4586941529996693,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,14,1,1,1,0.44764497200230835,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,15,2,1,1,0.37798003400166635,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,16,2,2,2,0.47531675700156484,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,17,2,2,2,0.9261002649982402,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,18,1,2,2,0.6575870169981499,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,19,2,2,2,0.29903095699773985,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,20,2,1,1,0.9999906340017333,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,21,1,2,2,0.45939050699962536,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,22,1,1,1,0.5827508949987532,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,23,1,1,1,0.5790133110021998,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,24,1,2,2,0.5832103940010711,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,25,1,1,1,0.5750018789985916,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,26,2,2,2,0.551512032001483,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,27,1,2,2,0.40297107999867876,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,28,1,2,2,0.5444033090025187,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,29,1,2,2,0.42323978299828013,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,30,2,2,2,0.6035597579975729,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,31,1,2,2,0.4330998240002373,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,32,2,2,2,0.3947995259986783,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,33,2,1,1,0.5353391239987104,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,34,1,1,1,0.43658706200221786,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,35,1,2,2,0.3694013509993965,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,36,2,1,1,0.6716760700001032,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,37,2,1,1,0.5883789670006081,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,38,2,1,1,0.47083527100039646,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,39,1,2,2,0.6414487910005846,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,40,1,2,2,1.3611113740007568,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,41,2,1,1,0.4995875929998874,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,42,2,1,1,0.8721923820012307,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,43,1,1,1,0.4975104880031722,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,44,1,1,1,0.40037812999798916,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,45,1,1,1,0.3637820539988752,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,46,1,1,1,0.3806410879988107,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,47,1,2,2,0.4184669700007362,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,48,2,1,2,0.6677962909998314,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,49,2,1,1,1.0464253099999041,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,50,2,1,2,0.6459385210000619,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,51,1,1,1,0.34480909099875134,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,52,1,1,1,0.5700117590022273,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,53,2,1,2,0.9689416699984577,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,54,2,2,2,0.3757810219976818,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,55,2,1,1,0.5676260649997857,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,56,1,2,2,0.35027159600213054,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,57,2,2,2,0.36892867499773274,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,58,2,1,2,0.7874001440031861,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,59,2,2,2,0.4899410479993094,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,60,1,2,2,1.1265862149994064,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,61,1,2,2,0.3924152569998114,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,62,1,1,1,0.4643037710011413,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,63,1,1,1,0.3510390910014394,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,64,2,2,2,0.3833185169969511,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,65,1,2,2,0.4963309669983573,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,66,1,2,2,0.5762800330012396,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,67,1,1,1,0.5058815070005949,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,68,1,2,2,0.5559770849977212,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,69,1,1,1,0.3959555500005081,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,70,1,1,1,0.40861596499962616,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,71,2,2,2,0.350954000998172,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,72,2,1,1,0.5237499300019408,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,73,1,2,2,0.40876385500087054,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,74,2,1,1,0.3653843490028521,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,75,1,2,2,0.5480638400003954,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,76,1,2,2,0.5520375489977596,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,77,2,2,2,0.45386110199979157,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,78,1,1,1,0.5187910149979871,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,79,2,2,2,0.5612760189978871,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,80,1,2,2,0.5453293319988006,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,81,2,1,2,0.697802804003004,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,82,2,1,1,0.8590765469998587,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,83,2,1,1,0.28938463699887507,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,84,2,2,2,0.6232252000008884,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,85,2,2,2,0.369512108998606,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,86,2,2,2,0.39713488099732785,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,87,1,1,1,0.540777246998914,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,88,2,1,1,0.35388558299746364,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,89,2,1,1,0.4431609099992784,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,90,1,2,2,0.46952754000085406,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,91,1,1,1,0.41474919599932036,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,92,1,1,1,0.49990378000075,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,93,2,2,2,0.3513208799995482,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,94,1,1,1,0.6528371819986205,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,95,1,2,2,0.665230596998299,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,96,1,2,2,0.8175082849993487,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,97,2,2,2,0.4358532459991693,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,98,1,2,2,0.3717789710026409,0,B2,L,5,5,5,5,24
S5,P3,C,2F1B,99,2,1,1,0.49163623800268397,0,B2,L,5,5,5,5,24
S5,P3,C,1F1B,100,1,1,1,0.7573741929991229,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,101,2,2,2,0.4009669600018242,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,102,2,2,2,0.5917654619988753,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,103,1,1,1,0.6833631389999937,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,104,1,1,1,0.4255971100028546,1,B2,L,5,5,5,5,24
S5,P3,C,1F2B,105,1,2,2,0.4233606579982734,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,106,2,2,2,0.4075202370004263,1,B2,L,5,5,5,5,24
S5,P3,C,2F2B,107,2,2,2,0.9583691309999267,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,108,2,1,1,0.35487362400090205,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,109,2,2,2,0.308176253001875,1,B2,L,5,5,5,5,24
S5,P3,C,2F1B,110,2,1,1,0.46022013800029526,0,B2,L,5,5,5,5,24
S5,P3,C,1F2B,111,1,2,2,0.46616127300148946,0,B2,L,5,5,5,5,24
S5,P3,C,2F2B,112,2,2,2,0.5850620359997265,1,B2,L,5,5,5,5,24
S5,P3,C,1F1B,113,1,1,1,0.3550613070001418,1,B2,L,5,5,5,5,24
