tw 20 1 incong rel 1 1 2 j 8 j 1 22520.0 0 5859.7
tw 20 2 cong unrel 1 1 2 m 2 j 0 2047.4 1 1278.6
tw 20 3 incong rel 1 1 4 j 6 j 1 782.0 0 446.5
tw 20 4 incong unrel 1 1 4 b 6 j 0 958.1 0 1045.1
tw 20 5 incong unrel 1 1 6 b 2 j 0 649.9 1 720.4
tw 20 6 incong rel 1 1 2 m 4 m 1 800.5 0 542.7
tw 20 7 incong unrel 1 1 6 j 8 b 1 876.8 0 403.8
tw 20 8 incong rel 1 1 8 m 2 m 1 792.6 0 400.2
tw 20 9 cong rel 1 1 6 b 6 b 0 1099.9 1 240.9
tw 20 10 cong unrel 1 1 2 m 2 k 0 723.1 1 234.1
tw 20 11 incong rel 1 1 6 m 8 m 1 572.4 0 345.6
tw 20 12 incong unrel 1 1 2 k 6 m 0 663.4 0 341.4
tw 20 13 cong rel 1 1 4 j 4 j 1 614.8 1 594.2
tw 20 14 incong unrel 1 1 8 b 2 k 0 841.9 0 262.8
tw 20 15 incong unrel 1 1 8 m 2 j 0 563.2 0 273.3
tw 20 16 cong unrel 1 1 4 m 4 b 0 577.9 0 491.6
tw 20 17 cong unrel 1 1 8 j 8 m 0 784.2 1 204.1
tw 20 18 incong rel 1 1 8 j 6 j 1 604.4 0 390.0
tw 20 19 incong unrel 1 1 2 m 4 j 1 470.6 0 807.2
tw 20 20 cong rel 1 1 2 k 2 k 1 792.8 1 321.7
tw 20 21 incong rel 1 1 4 j 2 j 1 779.8 0 233.7
tw 20 22 cong rel 1 1 2 b 2 b 1 646.5 1 243.4
tw 20 23 incong unrel 1 1 8 j 4 k 0 493.5 0 237.6
tw 20 24 incong rel 1 1 6 b 2 b 1 451.9 0 205.5
tw 20 25 incong unrel 1 1 4 k 8 m 0 691.9 0 396.2
tw 20 26 cong unrel 1 1 6 b 6 j 1 732.9 1 601.1
tw 20 27 cong unrel 1 1 8 m 8 b 0 745.7 1 511.8
tw 20 28 incong unrel 1 1 4 b 2 m 0 469.8 0 377.8
tw 20 29 cong rel 1 1 8 j 8 j 1 609.2 1 402.8
tw 20 30 incong unrel 1 1 8 b 4 m 0 563.4 0 294.2
tw 20 31 cong unrel 1 1 4 j 4 b 0 1574.5 1 224.5
tw 20 32 cong rel 1 1 6 b 6 b 1 540.5 1 235.8
tw 20 33 incong unrel 1 1 2 m 6 b 0 547.6 0 297.9
tw 20 34 incong rel 1 1 4 b 6 b 1 786.3 0 238.8
tw 20 35 cong unrel 1 1 6 b 6 j 0 1361.9 1 344.9
tw 20 36 incong rel 1 1 8 j 2 j 1 816.4 0 245.2
tw 20 37 cong unrel 1 1 4 b 4 m 0 1115.0 1 235.9
tw 20 38 incong rel 1 1 6 b 8 b 1 677.9 0 269.4
tw 20 39 cong rel 1 1 4 b 4 b 1 532.4 1 226.8
tw 20 40 incong rel 1 1 2 b 4 b 1 778.4 0 193.0
tw 20 41 incong rel 1 1 2 m 8 m 1 668.6 1 838.9
tw 20 42 cong unrel 1 1 4 j 4 m 0 940.6 1 1049.0
tw 20 43 cong rel 1 1 6 k 6 k 1 616.7 1 326.1
