"","exp","non_directional.statistic","non_directional.p","directional_effect.statistic","directional_effect.p","directional_effect.ci_low","directional_effect.ci_high"
"94","data_Rausch_2018_Expt1.csv",0.8453,0,-0.0417269351812824,0.4604,-0.135384675526388,0.0644007861631981
"95","data_Rausch_2018_Expt2.csv",0.88174358974359,0,0.148944960855533,0.0068,0.0426988350673088,0.249998422315836
"96","data_Rausch_2020.csv",0.92096,0,0.324569120515583,2e-04,0.22593785360053,0.427973904185828
"97","data_Recht_unpub.csv",0.8074,3e-04,0.014110063469973,0.6338,-0.0345669100585994,0.0657756361991952
"98","data_Reyes_2015.csv",0.752740740740741,0,-0.00796468369451982,0.9246,-0.147601877854218,0.131246983572364
"99","data_Reyes_unpub.csv",0.661739130434783,0,0.0170218834722556,0.8552,-0.155191707228531,0.187727208444233
"100","data_Rouault_2018_Expt1.csv",0.743558232931727,0,0.0222820251353827,0.3738,-0.0262617754252484,0.0708663141468679
"101","data_Rouault_2018_Expt2.csv",0.743319919517103,0,0.0187621390687225,0.3312,-0.0183957245564983,0.0562704966101352
"102","data_Rouault_2019.csv",0.678833333333333,0,0.00227713902480229,0.4716,-0.00375019334121119,0.00838748270996887
"103","data_Rouault_2020.csv",0.673951219512195,2e-04,1.18412893931056,0.5706,-1.47136859762904,4.64380385382401
"104","data_Sadeghi_2017_memory.csv",0.85516,0,-0.635977280326421,0,-0.878639864232094,-0.397480782358082
"105","data_Sadeghi_2017_perception.csv",0.68316,0,0.0513579345930849,0.376,-0.0548860436401915,0.162610702921738
"106","data_Schmidt_2019_memory.csv",0.804,0,0.318836214413861,0,0.219774154469126,0.421153621942923
"107","data_Schmidt_2019_perception.csv",0.766148148148148,0,0.0276021382440556,0.6586,-0.092966863244251,0.151179067500644
"108","data_Schurgin_2018.csv",0.699571428571429,0,-0.0169482132809277,0.647,-0.0862734057531515,0.0488781060057857
"109","data_Shekhar_2018.csv",0.845473684210526,0,-0.0521555017076704,0.2486,-0.136227926600464,0.0284076449627172
"110","data_Shekhar_2021.csv",0.864,0,-0.749394532829227,0.3504,-2.23097086988847,0.577340244113453
"111","data_Sherman_2016_JN.csv",0.812105263157895,0,-0.0263248894276734,0.5548,-0.109300388254853,0.057989008021244
"112","data_Sherman_2016_JOCN.csv",0.999666666666667,0,-0.0994015705720371,0.3812,-0.311040911604775,0.110991924859086
"113","data_Sherman_unpub_Expt1.csv",0.804434782608696,0,-0.00244251292913851,0.9908,-0.955997631560887,1.13784658398545
"114","data_Sherman_unpub_Expt2.csv",0.826583333333333,0,-0.954093651532142,0.1406,-2.21998582073473,0.20956019157045
"115","data_Siedlecka_2016.csv",0.564357894736842,9e-04,-0.0343895263529379,0.4898,-0.12516674520901,0.0614748968860607
"116","data_Siedlecka_2018_bioRxiv.csv",0.624183098591549,0,-0.0487323723467079,0.353,-0.147227232888203,0.0551531640006005
"117","data_Siedlecka_2019.csv",0.73572972972973,0,0.0414255523900312,0.5244,-0.0835872457721036,0.1676704461475
"118","data_Siedlecka_2019_Exp1.csv",0.511473684210526,0.4546,0.0611398014331132,0.0366,0.00847092915583614,0.118687856516823
"119","data_Siedlecka_2019_Exp2.csv",0.886581818181818,0,-0.524774236926823,0,-0.635472765835524,-0.417030056945452
"120","data_Siedlecka_unpub.csv",0.5363,0.3229,-0.0267247027424308,0.384,-0.0857867865022881,0.0283860353405146
"121","data_Skora_2016.csv",0.722947368421053,3e-04,0.289893553076654,0.049,0.036098684934981,0.619389388033649
"122","data_Skora_unpub.csv",0.804292682926829,0,0.187215615063049,0,0.118265348597897,0.259265437596296
"123","data_Song_2011.csv",0.817222222222222,0,-0.0814788469398312,0.3088,-0.225115439616774,0.0757257231402984
"124","data_Teuchies_2019.csv",0.605733333333333,0.0278,-3.9495135830143,0.0702,-8.13457399490145,-0.0560647973571436
"125","data_VanBoxtel_2019_Expt1.csv",0.647244444444444,0,-0.0254699423545866,0.2708,-0.070901180111902,0.0167660632864365
"126","data_VanBoxtel_2019_Expt2.csv",0.852,0,0.0499838547806837,0.198,-0.0192732607166533,0.125250136293054
"127","data_Wang_2017_NatComm.csv",0.768,0.0129,-0.0312604778249256,0.4642,-0.113224026371557,0.0446025656953521
"128","data_Wang_2017_Neuropsychologia.csv",0.889636363636364,0,-0.28215840810779,0,-0.371615725897868,-0.190698851010524
"129","data_Wang_2018.csv",0.795416666666667,0,-0.140602110176193,0.00299999999999989,-0.223610824927149,-0.0628681966226111
"130","data_Weidemann_2016.csv",0.995777777777778,0,0.929862644287742,0,0.864985487754573,0.995457401836218
"131","data_Wierzchon_2012.csv",0.767013824884793,0,0.467646523620874,0,0.399889773952543,0.538342755474817
"132","data_Wierzchon_2014.csv",0.726818181818182,0,0.121611554359466,0,0.0842283061120154,0.164493091579746
"133","data_Wierzchon_2019.csv",0.847323943661972,0,0.0792972396422774,0,0.0595739397868456,0.0996908561460733
"134","data_Xu_2019_Exp1.csv",0.591548387096774,0.0375,0.0297495720129396,0.2138,-0.0165973120344362,0.0747185709419686
"135","data_Xu_2019_Exp2.csv",0.435083333333333,0.8753,-4.98981317857787e-05,0.995,-0.0480290029536839,0.0520201782675701
"136","data_Ye_2018.csv",0.615,0.0522,0.0600575169733543,0.02,0.0163547217482746,0.104957825611486
"137","data_Yeon_unpub_Exp1.csv",0.907,0,0.0437230526208001,0.372,-0.0529495039481363,0.138097042715418
"138","data_Yeon_unpub_Exp2.csv",0.907243243243243,0,0.152717118335425,2e-04,0.0830338484372647,0.22079750952245
"139","data_Zylberberg_2016.csv",0.996666666666667,0,-0.00988752822550376,0.7552,-0.0484041328183346,0.0575789414100751
