"","exp","non_directional.p","non_directional.statistic","non_directional.consistency_per_id.idv","non_directional.consistency_per_id.score","directional_effect.statistic","directional_effect.p","directional_effect.ci_low","directional_effect.ci_high","quid_bf","pbt.low","pbt.high","pbt.MAP"
"269","Faivre et al._2_cong",0.9734,0.371909090909091,"13 jk",0.136,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"270","Faivre et al._2_cong",0.9734,0.371909090909091,"14 js",0.206,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"271","Faivre et al._2_cong",0.9734,0.371909090909091,"15 kr",0.916,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"272","Faivre et al._2_cong",0.9734,0.371909090909091,"16 ks",0.186,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"273","Faivre et al._2_cong",0.9734,0.371909090909091,"17 lo",0.114,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"274","Faivre et al._2_cong",0.9734,0.371909090909091,"18 lu",0.678,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"275","Faivre et al._2_cong",0.9734,0.371909090909091,"19 nu",0.158,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"276","Faivre et al._2_cong",0.9734,0.371909090909091,"2 DB",0.156,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"277","Faivre et al._2_cong",0.9734,0.371909090909091,"20 tw",0.152,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"278","Faivre et al._2_cong",0.9734,0.371909090909091,"21 vs",0.8,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"279","Faivre et al._2_cong",0.9734,0.371909090909091,"22 ya",0.302,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"280","Faivre et al._2_cong",0.9734,0.371909090909091,"3 JL",0.804,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"281","Faivre et al._2_cong",0.9734,0.371909090909091,"4 MB",0.304,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"282","Faivre et al._2_cong",0.9734,0.371909090909091,"5 NJ",0.084,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"283","Faivre et al._2_cong",0.9734,0.371909090909091,"6 af",0.498,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"284","Faivre et al._2_cong",0.9734,0.371909090909091,"7 as",0.874,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"285","Faivre et al._2_cong",0.9734,0.371909090909091,"8 cd",0.118,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"286","Faivre et al._2_cong",0.9734,0.371909090909091,"9 dc",0.128,-27.8833467407482,0.0434000000000001,-54.2534135750779,-4.10350339248691,8.44014287843447,0,0.122123388906523,0
"287","Faivre et al._2_incong",0.7784,0.447454545454545,"1 CM",0.268,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"288","Faivre et al._2_incong",0.7784,0.447454545454545,"10 ds",0.518,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"289","Faivre et al._2_incong",0.7784,0.447454545454545,"11 gi",0.282,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"290","Faivre et al._2_incong",0.7784,0.447454545454545,"12 jc",0.152,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"291","Faivre et al._2_incong",0.7784,0.447454545454545,"13 jk",0.438,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"292","Faivre et al._2_incong",0.7784,0.447454545454545,"14 js",0.892,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"293","Faivre et al._2_incong",0.7784,0.447454545454545,"15 kr",0.306,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"294","Faivre et al._2_incong",0.7784,0.447454545454545,"16 ks",0.108,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"295","Faivre et al._2_incong",0.7784,0.447454545454545,"17 lo",0.176,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"296","Faivre et al._2_incong",0.7784,0.447454545454545,"18 lu",0.716,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"297","Faivre et al._2_incong",0.7784,0.447454545454545,"19 nu",0.174,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"298","Faivre et al._2_incong",0.7784,0.447454545454545,"2 DB",0.14,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"299","Faivre et al._2_incong",0.7784,0.447454545454545,"20 tw",0.496,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"300","Faivre et al._2_incong",0.7784,0.447454545454545,"21 vs",0.11,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"301","Faivre et al._2_incong",0.7784,0.447454545454545,"22 ya",0.87,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"302","Faivre et al._2_incong",0.7784,0.447454545454545,"3 JL",0.43,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"303","Faivre et al._2_incong",0.7784,0.447454545454545,"4 MB",0.772,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"304","Faivre et al._2_incong",0.7784,0.447454545454545,"5 NJ",0.552,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"305","Faivre et al._2_incong",0.7784,0.447454545454545,"6 af",0.364,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"306","Faivre et al._2_incong",0.7784,0.447454545454545,"7 as",0.94,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"307","Faivre et al._2_incong",0.7784,0.447454545454545,"8 cd",0.842,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"308","Faivre et al._2_incong",0.7784,0.447454545454545,"9 dc",0.298,47.1119389057666,0.0662,2.1570014883613,96.66513933912,1.24767923911823,0,0.122123388906523,0
"309","Faivre et al._3_cong",0.4581,0.512857142857143,"1 AM",0.208,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"310","Faivre et al._3_cong",0.4581,0.512857142857143,"10 ld",0.944,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"311","Faivre et al._3_cong",0.4581,0.512857142857143,"11 lq",0.212,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"312","Faivre et al._3_cong",0.4581,0.512857142857143,"12 lu",0.974,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"313","Faivre et al._3_cong",0.4581,0.512857142857143,"13 mb",0.284,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"314","Faivre et al._3_cong",0.4581,0.512857142857143,"14 nr",0.634,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"315","Faivre et al._3_cong",0.4581,0.512857142857143,"15 sa",0.49,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"316","Faivre et al._3_cong",0.4581,0.512857142857143,"16 sm",0.572,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"317","Faivre et al._3_cong",0.4581,0.512857142857143,"17 sp",0.404,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"318","Faivre et al._3_cong",0.4581,0.512857142857143,"18 sw",0.452,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"319","Faivre et al._3_cong",0.4581,0.512857142857143,"19 tt",0.668,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"320","Faivre et al._3_cong",0.4581,0.512857142857143,"2 MF",0.662,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"321","Faivre et al._3_cong",0.4581,0.512857142857143,"20 whc",0.696,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"322","Faivre et al._3_cong",0.4581,0.512857142857143,"21 yb",0.496,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"323","Faivre et al._3_cong",0.4581,0.512857142857143,"3 NF",0.508,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"324","Faivre et al._3_cong",0.4581,0.512857142857143,"4 ag",0.926,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"325","Faivre et al._3_cong",0.4581,0.512857142857143,"5 be",0.436,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"326","Faivre et al._3_cong",0.4581,0.512857142857143,"6 cl",0.454,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"327","Faivre et al._3_cong",0.4581,0.512857142857143,"7 dv",0.196,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"328","Faivre et al._3_cong",0.4581,0.512857142857143,"8 gs",0.132,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"329","Faivre et al._3_cong",0.4581,0.512857142857143,"9 jrg",0.422,48.9886500046828,0.2528,-15.8552094831769,132.637589341981,1.85142731546465,0,0.172720766001974,0
"330","Faivre et al._3_incong",0.107,0.562190476190476,"1 AM",0.758,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"331","Faivre et al._3_incong",0.107,0.562190476190476,"10 ld",0.494,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"332","Faivre et al._3_incong",0.107,0.562190476190476,"11 lq",0.136,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"333","Faivre et al._3_incong",0.107,0.562190476190476,"12 lu",0.096,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"334","Faivre et al._3_incong",0.107,0.562190476190476,"13 mb",0.654,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"335","Faivre et al._3_incong",0.107,0.562190476190476,"14 nr",0.222,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"336","Faivre et al._3_incong",0.107,0.562190476190476,"15 sa",0.596,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"337","Faivre et al._3_incong",0.107,0.562190476190476,"16 sm",0.358,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"338","Faivre et al._3_incong",0.107,0.562190476190476,"17 sp",0.43,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"339","Faivre et al._3_incong",0.107,0.562190476190476,"18 sw",0.746,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"340","Faivre et al._3_incong",0.107,0.562190476190476,"19 tt",0.254,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"341","Faivre et al._3_incong",0.107,0.562190476190476,"2 MF",0.97,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"342","Faivre et al._3_incong",0.107,0.562190476190476,"20 whc",0.544,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"343","Faivre et al._3_incong",0.107,0.562190476190476,"21 yb",0.658,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"344","Faivre et al._3_incong",0.107,0.562190476190476,"3 NF",0.48,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"345","Faivre et al._3_incong",0.107,0.562190476190476,"4 ag",0.852,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"346","Faivre et al._3_incong",0.107,0.562190476190476,"5 be",0.698,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"347","Faivre et al._3_incong",0.107,0.562190476190476,"6 cl",0.492,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"348","Faivre et al._3_incong",0.107,0.562190476190476,"7 dv",0.95,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"349","Faivre et al._3_incong",0.107,0.562190476190476,"8 gs",0.696,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"350","Faivre et al._3_incong",0.107,0.562190476190476,"9 jrg",0.722,-41.6678699096919,0.141,-93.3004805240923,11.2118324994803,1.30699324252879,0,0.172720766001974,0
"351","Faivre et al._4_cong",0.3095,0.533727272727273,"1 aag",0.966,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"352","Faivre et al._4_cong",0.3095,0.533727272727273,"10 gz",0.078,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"353","Faivre et al._4_cong",0.3095,0.533727272727273,"11 jg",0.356,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"354","Faivre et al._4_cong",0.3095,0.533727272727273,"12 jh",0.356,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"355","Faivre et al._4_cong",0.3095,0.533727272727273,"13 jl",0.816,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"356","Faivre et al._4_cong",0.3095,0.533727272727273,"14 jl",0.214,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"357","Faivre et al._4_cong",0.3095,0.533727272727273,"15 jl",0.292,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"358","Faivre et al._4_cong",0.3095,0.533727272727273,"16 jm",0.842,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"359","Faivre et al._4_cong",0.3095,0.533727272727273,"17 jm",0.662,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"360","Faivre et al._4_cong",0.3095,0.533727272727273,"18 jt",0.932,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"361","Faivre et al._4_cong",0.3095,0.533727272727273,"19 mc",0.908,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"362","Faivre et al._4_cong",0.3095,0.533727272727273,"2 alb",0.314,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"363","Faivre et al._4_cong",0.3095,0.533727272727273,"20 rs",0.89,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"364","Faivre et al._4_cong",0.3095,0.533727272727273,"21 sk",0.224,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"365","Faivre et al._4_cong",0.3095,0.533727272727273,"22 ys",0.73,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"366","Faivre et al._4_cong",0.3095,0.533727272727273,"3 bd",0.412,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"367","Faivre et al._4_cong",0.3095,0.533727272727273,"4 btp",0.268,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"368","Faivre et al._4_cong",0.3095,0.533727272727273,"5 ds",0.74,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"369","Faivre et al._4_cong",0.3095,0.533727272727273,"6 dt",0.57,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"370","Faivre et al._4_cong",0.3095,0.533727272727273,"7 ee",0.334,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"371","Faivre et al._4_cong",0.3095,0.533727272727273,"8 gm",0.288,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"372","Faivre et al._4_cong",0.3095,0.533727272727273,"9 gp",0.55,-30.3911638100174,0.236,-78.4287207884025,14.496087566749,2.77887400161511,0,0.165009050146206,0
"373","Faivre et al._4_incong",0.5742,0.518909090909091,"1 aag",0.174,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"374","Faivre et al._4_incong",0.5742,0.518909090909091,"10 gz",0.584,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"375","Faivre et al._4_incong",0.5742,0.518909090909091,"11 jg",0.952,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"376","Faivre et al._4_incong",0.5742,0.518909090909091,"12 jh",0.932,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"377","Faivre et al._4_incong",0.5742,0.518909090909091,"13 jl",0.908,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"378","Faivre et al._4_incong",0.5742,0.518909090909091,"14 jl",0.628,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"379","Faivre et al._4_incong",0.5742,0.518909090909091,"15 jl",0.338,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"380","Faivre et al._4_incong",0.5742,0.518909090909091,"16 jm",0.122,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"381","Faivre et al._4_incong",0.5742,0.518909090909091,"17 jm",0.632,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"382","Faivre et al._4_incong",0.5742,0.518909090909091,"18 jt",0.068,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"383","Faivre et al._4_incong",0.5742,0.518909090909091,"19 mc",0.066,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"384","Faivre et al._4_incong",0.5742,0.518909090909091,"2 alb",0.294,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"385","Faivre et al._4_incong",0.5742,0.518909090909091,"20 rs",0.172,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"386","Faivre et al._4_incong",0.5742,0.518909090909091,"21 sk",0.142,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"387","Faivre et al._4_incong",0.5742,0.518909090909091,"22 ys",0.856,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"388","Faivre et al._4_incong",0.5742,0.518909090909091,"3 bd",0.828,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"389","Faivre et al._4_incong",0.5742,0.518909090909091,"4 btp",0.53,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"390","Faivre et al._4_incong",0.5742,0.518909090909091,"5 ds",0.446,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"391","Faivre et al._4_incong",0.5742,0.518909090909091,"6 dt",0.848,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"392","Faivre et al._4_incong",0.5742,0.518909090909091,"7 ee",0.678,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"393","Faivre et al._4_incong",0.5742,0.518909090909091,"8 gm",0.386,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"394","Faivre et al._4_incong",0.5742,0.518909090909091,"9 gp",0.832,-12.6822588267598,0.5238,-50.2179938892651,26.13939603232,12.4589196457708,0,0.122123388906523,0
"395","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"1",0.442,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"396","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"10",0.38,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"397","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"11",0.842,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"398","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"12",0.746,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"399","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"14",0.382,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"400","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"17",0.926,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"401","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"18",0.982,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"402","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"19",0.31,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"403","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"2",0.622,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"404","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"3",1,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"405","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"4",0.596,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"406","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"5",0.352,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"407","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"6",0.6,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"408","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"8",0.872,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"409","Hurme et al_2020_Masking_Blue",0.0148,0.669066666666667,"9",0.984,20.4693885968838,0.0356,2.86103221111832,35.2657589576233,0.0372810229555439,0.0100197546581094,0.394212924370585,0.157894736842105
"410","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"1",0.898,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"411","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"10",0.276,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"412","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"11",0.71,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"413","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"12",0.852,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"414","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"14",0.192,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"415","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"17",0.45,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"416","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"18",0.092,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"417","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"19",0.594,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"418","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"2",0.528,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"419","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"3",0.582,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"420","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"4",0.092,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
"421","Hurme et al_2020_Masking_Red",0.1993,0.563142857142857,"6",0.89,15.7717698508282,0.0314,3.39701444932395,27.9731012333531,0.298532863523666,0,0.253234319360409,0.0225563909774436
