"","exp","non_directional.statistic","non_directional.p","non_directional.ci_low","non_directional.ci_high","directional_effect.statistic","directional_effect.p","directional_effect.ci_low","directional_effect.ci_high","quid_bf","pbt.low","pbt.high","pbt.MAP"
"1","data_Bang_2019_Exp1.csv",0.736333333333333,8e-04,0.5755,0.880833333333333,0.0144085031779255,0.1296,-0.00366404553499932,0.0288926618916038,-99999,0.14274577076847,0.659752007224929,0.385964912280702
"2","data_Chandravadia_2020.csv",0.584444444444444,0.0133,0.500722222222222,0.668111111111111,0.0853585934924847,2e-04,0.0460094533418708,0.124740143818746,-99999,0,0.158353858765349,0.0350877192982456
"3","data_Clark_2018.csv",0.6155,0.2208,0.367,0.864,0.0217283222707607,0.519,-0.0145045323163941,0.0579611768579156,-99999,0,0.450719728346941,0
"4","data_Clark_unpub.csv",0.472125,0.5742,0.335875,0.60925,0.00619922677161966,0.7026,-0.0227951959369765,0.0354950270627477,-99999,0,0.16156611126074,0
"5","data_Desender_2014.csv",0.624864864864865,0.0019,0.528647297297297,0.718109459459459,0.05189764319674,0,0.0250119620404519,0.0804232519727688,-99999,0.0393251410151258,0.296139908681985,0.14651493598862
"6","data_Filevich_unpub.csv",0.567411764705882,0.1662,0.417058823529412,0.716,0.0347731727626597,0.0162,0.0106521035122396,0.0603819275898299,-99999,0.00274548109907255,0.347080979208149,0.13312693498452
"7","data_Gajdos_2019.csv",0.564,0.1647,0.409904761904762,0.71552380952381,0.00381896513616299,0.7804,-0.021213189058284,0.0288080860544805,-99999,0.0828424434128043,0.462413695514033,0.24812030075188
"8","data_Hu_2017.csv",0.505625,0.4818,0.373625,0.639875,-0.0021805274040464,0.9216,-0.0499064395206968,0.0451624743958783,-99999,0,0.223993374675028,0.0131578947368421
"9","data_Jachs_2015_Exp1.csv",0.579692307692308,0.1701,0.431230769230769,0.728153846153846,0.0329810701688398,0.1774,-0.00937027454733003,0.0777291902712762,-99999,0,0.355131067521623,0.109311740890688
"10","data_Jachs_2015_Exp2.csv",0.506823529411765,0.5319,0.393411764705882,0.616941176470588,0.00486556467004671,0.7084,-0.0191923548481548,0.0277335002406162,-99999,0,0.153317553957278,0
"11","data_Jachs_2015_Exp3.csv",0.428888888888889,0.5588,0.261111111111111,0.595777777777778,0.0286680394027062,0.1526,-0.00310293735774497,0.0623641239961189,-99999,0,0.258865550893052,0
"12","data_Jaquiery_unpub.csv",0.497847222222222,0.5207,0.465194444444444,0.530548784722222,-0.00783211885432254,0.1478,-0.0183602118962393,0.00260414959315212,-99999,0,0.0482168858709946,0.016812865497076
"13","data_Kantner_2010.csv",0.64290625,0,0.57384296875,0.710625,0.108207652599833,0,0.0823407969753798,0.134784551462272,-99999,0.0846252836592044,0.293466803312725,0.177631578947368
"14","data_Kantner_2012_E1.csv",0.821212121212121,0,0.734545454545455,0.896242424242424,0.165223982935866,0,0.133767199218291,0.195324239473753,-99999,0.34794358437568,0.688248584539895,0.521531100478469
"15","data_Kantner_2012_E2.csv",0.67525,2e-04,0.58565,0.761,0.115069289772347,0,0.0918146835289021,0.139508617280012,-99999,0.0320121579599861,0.272309791560217,0.131578947368421
"16","data_Kantner_2012_E3.csv",0.737169491525424,0,0.683084322033898,0.788813559322034,0.143787438067694,0,0.123603032661541,0.163952873913179,-99999,0.268838348565006,0.451518158750388,0.35771632471008
"17","data_Kantner_2012_E4.csv",0.567333333333333,0.1919,0.456887037037037,0.678444444444444,0.111168556949544,0,0.0692700946269622,0.154837386907348,-99999,0.00261629099119632,0.263667331431518,0.103313840155945
"18","data_Kantner_2014_E1.csv",0.853694915254237,0,0.791152542372881,0.909491525423729,0.201750401707487,0,0.173209318933204,0.229847418434513,-99999,0.475571209794099,0.728294749435813,0.607493309545049
"19","data_Kantner_2014_E2.csv",0.718730158730159,0,0.643873015873016,0.789936507936508,0.129678938019337,0,0.107358482581157,0.151991144820081,-99999,0.215233852036733,0.459175903794222,0.331662489557226
"20","data_Kantner_unpub1.csv",0.603904761904762,0.0382,0.506,0.701238095238095,0.0871850563890463,0.0016,0.0386313501004573,0.132902242760506,-99999,0,0.225533611632833,0.0476190476190476
"21","data_Kantner_unpub2.csv",0.68325,0,0.601571428571429,0.76125,0.104953738812434,0,0.0714157492503267,0.137729472774476,-99999,0.152621559764532,0.399294742141754,0.266917293233083
"22","data_Lempert_2015.csv",0.516727272727273,0.367,0.420424242424242,0.612484848484849,0.0239968634383505,0.1916,-0.0107229863836446,0.0592497686104158,-99999,0,0.174605036989495,0.0430622009569378
"23","data_Lindsay_2014.csv",0.720047619047619,0,0.631142857142857,0.804428571428571,0.119947713701081,0,0.0830907741674194,0.154285274368661,-99999,0.206797683215125,0.504322779306077,0.348370927318296
"24","data_Lo_unpub.csv",0.964076923076923,0,0.922,0.995153846153846,-0.263743081015302,0,-0.299399825604281,-0.22684057163423,-99999,0.768621941236132,0.986214042372449,0.919028340080972
"25","data_Martin_unpub.csv",0.475142857142857,0.6942,0.33847619047619,0.614380952380952,-0.0264507047712424,0.253,-0.0694984858600524,0.00863976573499576,-99999,0,0.225533611632833,0.0476190476190476
"26","data_Massoni_2017.csv",0.526285714285714,0.4583,0.379714285714286,0.693428571428571,0.120909727527374,0.058,0.0363381716322889,0.204210168916051,-99999,0,0.312343978066368,0
"27","data_Massoni_unpub.csv",0.494936170212766,0.5946,0.41668085106383,0.573446808510638,-0.00449777717523363,0.717,-0.0291101791031124,0.0200059930244791,-99999,0,0.0755546479907874,0
