"","idv","iv","iv2","dv","exp"
"107",1,"I",1,0.478336420999767,"jasifi_rt_2"
"108",1,"I",1,0.499166046000028,"jasifi_rt_1"
"109",1,"I",1,0.731638253000256,"jasifi_rt_2"
"110",1,"I",1,0.484125309999854,"jasifi_rt_1"
"111",1,"I",2,0.539323575999788,"jasifi_rt_1"
"112",1,"I",1,0.716878831000031,"jasifi_rt_2"
"113",1,"I",2,0.810010143999989,"jasifi_rt_1"
"114",1,"I",1,0.58095395700002,"jasifi_rt_2"
"115",1,"I",1,1.17361738199997,"jasifi_rt_2"
"116",1,"I",2,0.862885399000334,"jasifi_rt_1"
"117",1,"I",2,0.67870360500001,"jasifi_rt_1"
"118",1,"JA",2,0.677433396999731,"jasifi_rt_1"
"119",1,"JA",1,0.678790342999946,"jasifi_rt_1"
"120",1,"JA",1,0.441831297000135,"jasifi_rt_1"
"121",1,"JA",1,0.56348284600017,"jasifi_rt_2"
"122",1,"JA",1,0.980168339000102,"jasifi_rt_2"
"123",1,"JA",1,0.755899472000237,"jasifi_rt_2"
"124",1,"JA",2,0.648886479000339,"jasifi_rt_1"
"125",1,"JA",2,0.480920663999768,"jasifi_rt_1"
"126",1,"JA",1,0.886063328999626,"jasifi_rt_1"
"127",1,"JA",1,1.03510358100039,"jasifi_rt_1"
"128",1,"JA",2,0.456331409000086,"jasifi_rt_2"
"129",1,"JA",2,0.594124374999865,"jasifi_rt_2"
"130",1,"JA",2,0.570444372000111,"jasifi_rt_2"
"131",1,"JA",1,1.04544676700016,"jasifi_rt_2"
"132",1,"JA",1,0.671618289999969,"jasifi_rt_2"
"133",1,"JA",2,0.724805371000002,"jasifi_rt_2"
"134",1,"JA",1,0.799730884999917,"jasifi_rt_2"
"135",1,"JA",2,0.743695219000074,"jasifi_rt_1"
"136",1,"JA",1,0.838702532999832,"jasifi_rt_2"
"137",1,"JA",2,0.570903401999658,"jasifi_rt_1"
"138",1,"JA",2,0.695697201000257,"jasifi_rt_1"
"139",1,"JA",1,0.694228157999987,"jasifi_rt_2"
"140",1,"JA",1,0.976127497000107,"jasifi_rt_2"
"141",1,"JA",2,0.822352200000296,"jasifi_rt_1"
"142",1,"JA",1,0.835807433999889,"jasifi_rt_2"
"143",1,"JA",2,0.666243750999911,"jasifi_rt_1"
"144",1,"JA",1,0.762281203000384,"jasifi_rt_1"
"145",1,"JA",2,0.688314421000086,"jasifi_rt_1"
"146",1,"JA",1,1.49859934999995,"jasifi_rt_1"
"147",1,"JA",1,0.65386953899997,"jasifi_rt_2"
"148",1,"JA",2,0.735965168999883,"jasifi_rt_2"
"149",1,"JA",2,0.52681268599963,"jasifi_rt_2"
"150",1,"JA",1,1.27246509699989,"jasifi_rt_2"
"151",1,"JA",2,0.831256846000088,"jasifi_rt_1"
"152",1,"JA",2,0.561689065000792,"jasifi_rt_1"
"153",1,"JA",1,0.925738066999656,"jasifi_rt_2"
"154",1,"JA",2,1.20317232700017,"jasifi_rt_2"
"155",1,"JA",2,1.14265886599969,"jasifi_rt_2"
"156",1,"JA",1,0.557702316000359,"jasifi_rt_1"
"157",1,"JA",2,0.75507599499997,"jasifi_rt_2"
"158",1,"JA",2,0.798570935000498,"jasifi_rt_2"
"159",1,"JA",2,0.534128980999412,"jasifi_rt_1"
"160",1,"JA",2,0.817945378000331,"jasifi_rt_1"
"161",1,"JA",2,0.580269514000065,"jasifi_rt_1"
"162",1,"JA",1,0.538956572999268,"jasifi_rt_2"
"163",1,"JA",2,0.627507856000193,"jasifi_rt_2"
"164",1,"JA",2,0.443423168000663,"jasifi_rt_1"
"165",1,"JA",1,0.816682441999546,"jasifi_rt_2"
"166",1,"JA",2,0.855200469999545,"jasifi_rt_1"
"167",1,"JA",2,1.09227422899949,"jasifi_rt_2"
"168",1,"JA",2,0.740687624000202,"jasifi_rt_2"
"169",1,"JA",2,0.909427003999554,"jasifi_rt_1"
"170",1,"JA",1,0.843786895999983,"jasifi_rt_1"
"171",1,"JA",2,0.574889894999615,"jasifi_rt_2"
"172",1,"JA",1,0.752686494000045,"jasifi_rt_2"
"173",1,"JA",1,0.576352457999747,"jasifi_rt_1"
"174",1,"JA",1,0.616827563999323,"jasifi_rt_1"
"175",1,"JA",2,0.756923511999958,"jasifi_rt_2"
"176",1,"JA",1,1.09874498599947,"jasifi_rt_1"
"177",1,"JA",1,1.3126587910001,"jasifi_rt_1"
"178",1,"JA",2,0.722111588999724,"jasifi_rt_1"
"179",1,"JA",2,0.4228294250006,"jasifi_rt_2"
"180",1,"JA",1,0.548708153000007,"jasifi_rt_1"
"181",1,"JA",2,0.873594622999917,"jasifi_rt_1"
"182",1,"JA",2,2.20114049899985,"jasifi_rt_2"
"183",1,"JA",1,0.904908050999438,"jasifi_rt_2"
"184",1,"JA",2,0.540377839999564,"jasifi_rt_2"
"185",1,"JA",1,0.809032751999439,"jasifi_rt_2"
"186",1,"JA",1,0.586760563000098,"jasifi_rt_1"
"187",1,"JA",2,0.645453864000046,"jasifi_rt_2"
"188",1,"JA",1,0.560191586000656,"jasifi_rt_2"
"189",1,"JA",2,1.01392219899935,"jasifi_rt_2"
"190",1,"JA",1,0.552226972999961,"jasifi_rt_1"
"191",1,"JA",1,0.607358985000246,"jasifi_rt_1"
"192",1,"JA",1,0.478952376000052,"jasifi_rt_1"
"193",1,"JA",2,0.587811647000308,"jasifi_rt_1"
"194",1,"JA",2,1.12298582299991,"jasifi_rt_2"
"195",1,"JA",1,1.1864958670003,"jasifi_rt_1"
"196",1,"JA",2,1.0377611670001,"jasifi_rt_1"
"197",1,"JA",1,1.06580090199986,"jasifi_rt_2"
