"","idv","iv","iv2","dv","exp","order","half"
"3230",11,"I",2,1.07626722199711,"Battich_etal_2021_rt_1","B2",2
"3231",11,"I",2,0.661815200001001,"Battich_etal_2021_rt_1","B2",2
"3232",11,"I",2,0.351381194999703,"Battich_etal_2021_rt_1","B2",2
"3233",11,"I",1,0.499897644996963,"Battich_etal_2021_rt_1","B2",2
"3234",11,"I",1,0.422502350000286,"Battich_etal_2021_rt_2","B2",2
"3235",11,"I",2,0.65544041099929,"Battich_etal_2021_rt_2","B2",2
"3236",11,"I",1,1.45103769900015,"Battich_etal_2021_rt_1","B2",2
"3237",11,"I",2,0.464283018001879,"Battich_etal_2021_rt_2","B2",2
"3238",11,"I",1,0.452817574998335,"Battich_etal_2021_rt_1","B2",2
"3239",11,"I",1,0.407296376997692,"Battich_etal_2021_rt_2","B2",2
"3240",11,"I",1,0.366894410999521,"Battich_etal_2021_rt_2","B2",2
"3241",11,"I",1,0.400875360999635,"Battich_etal_2021_rt_1","B2",2
"3242",11,"I",2,0.424283145999652,"Battich_etal_2021_rt_1","B2",2
"3243",11,"I",2,0.371953301000758,"Battich_etal_2021_rt_1","B2",2
"3244",11,"I",2,0.345134488998156,"Battich_etal_2021_rt_2","B2",2
"3245",11,"I",2,0.236291049997817,"Battich_etal_2021_rt_2","B2",2
"3246",11,"I",1,0.314715598000475,"Battich_etal_2021_rt_2","B2",2
"3247",11,"I",1,0.261381241998606,"Battich_etal_2021_rt_1","B2",2
"3248",11,"I",2,0.259402367999428,"Battich_etal_2021_rt_1","B2",2
"3249",11,"I",1,0.284862005999457,"Battich_etal_2021_rt_1","B2",2
"3250",11,"I",1,0.293372602998716,"Battich_etal_2021_rt_1","B2",2
"3251",11,"I",2,0.371787400003086,"Battich_etal_2021_rt_2","B2",2
"3252",11,"I",1,0.25513033199968,"Battich_etal_2021_rt_1","B2",2
"3253",11,"I",1,0.117239642000641,"Battich_etal_2021_rt_1","B2",2
"3254",11,"I",2,0.380006487001083,"Battich_etal_2021_rt_1","B2",2
"3255",11,"I",2,0.857165264998912,"Battich_etal_2021_rt_2","B2",2
"3256",11,"I",2,0.724501579999924,"Battich_etal_2021_rt_1","B2",2
"3257",11,"I",2,1.04492771900186,"Battich_etal_2021_rt_2","B2",2
"3258",11,"I",1,1.1278580060025,"Battich_etal_2021_rt_1","B2",2
"3259",11,"I",1,0.293762861998403,"Battich_etal_2021_rt_2","B2",2
"3260",11,"I",2,0.379096983000636,"Battich_etal_2021_rt_2","B2",2
"3261",11,"I",1,0.582884650000778,"Battich_etal_2021_rt_2","B2",2
"3262",11,"I",1,0.350941840002633,"Battich_etal_2021_rt_2","B2",2
"3263",11,"I",1,0.209602776001702,"Battich_etal_2021_rt_1","B2",2
"3264",11,"I",2,0.282492188998731,"Battich_etal_2021_rt_2","B2",2
"3265",11,"I",2,0.324502160998236,"Battich_etal_2021_rt_1","B2",2
"3266",11,"I",1,0.47289252200062,"Battich_etal_2021_rt_1","B2",2
"3267",11,"I",1,0.230226880001283,"Battich_etal_2021_rt_2","B2",2
"3268",11,"I",2,0.192675874000997,"Battich_etal_2021_rt_1","B2",2
"3269",11,"I",1,1.30087801700211,"Battich_etal_2021_rt_1","B2",2
"3270",11,"I",2,0.693294452001282,"Battich_etal_2021_rt_1","B2",2
"3271",11,"I",1,0.42602325199914,"Battich_etal_2021_rt_1","B2",2
"3272",11,"I",1,0.260986020999553,"Battich_etal_2021_rt_1","B2",2
"3273",11,"I",2,0.291869302000123,"Battich_etal_2021_rt_1","B2",2
"3274",11,"I",1,0.201793864998763,"Battich_etal_2021_rt_1","B2",2
"3275",11,"I",2,0.239611031000095,"Battich_etal_2021_rt_1","B2",2
"3276",11,"I",2,0.273825956999644,"Battich_etal_2021_rt_1","B2",2
"3277",11,"I",2,0.286951775000489,"Battich_etal_2021_rt_1","B2",2
"3278",11,"I",1,0.296012262999284,"Battich_etal_2021_rt_1","B2",2
"3279",11,"I",1,0.360721667002508,"Battich_etal_2021_rt_2","B2",2
"3280",11,"I",2,0.3822330519979,"Battich_etal_2021_rt_2","B2",2
"3281",11,"I",2,0.283785114002967,"Battich_etal_2021_rt_1","B2",2
"3282",11,"I",2,0.234535739000421,"Battich_etal_2021_rt_2","B2",2
"3283",11,"I",1,0.346745877999638,"Battich_etal_2021_rt_2","B2",2
"3284",11,"I",2,0.568009957001777,"Battich_etal_2021_rt_2","B2",2
"3285",11,"I",2,0.355622457002028,"Battich_etal_2021_rt_2","B2",2
"3286",11,"I",2,0.967214062999119,"Battich_etal_2021_rt_1","B2",2
"3287",11,"I",1,0.3873122469995,"Battich_etal_2021_rt_2","B2",2
"3288",11,"I",1,0.361241801001597,"Battich_etal_2021_rt_1","B2",2
"3289",11,"I",1,0.842034700999648,"Battich_etal_2021_rt_1","B2",2
"3290",11,"I",1,0.443175293999957,"Battich_etal_2021_rt_2","B2",2
"3291",11,"I",2,0.310790411997004,"Battich_etal_2021_rt_2","B2",2
"3292",11,"I",2,0.410288307000883,"Battich_etal_2021_rt_2","B2",2
"3293",11,"I",2,0.307364129999769,"Battich_etal_2021_rt_2","B2",2
"3294",11,"I",1,0.477613021001162,"Battich_etal_2021_rt_2","B2",2
"3295",11,"I",2,0.402975806999166,"Battich_etal_2021_rt_2","B2",2
"3296",11,"I",1,2.73146742099925,"Battich_etal_2021_rt_2","B2",2
"3297",11,"I",2,0.795304274000955,"Battich_etal_2021_rt_1","B2",2
"3298",11,"I",2,0.391999748000671,"Battich_etal_2021_rt_2","B2",2
"3299",11,"I",1,0.390706657999544,"Battich_etal_2021_rt_2","B2",2
"3300",11,"I",1,0.444603091000317,"Battich_etal_2021_rt_1","B2",2
"3301",11,"I",2,0.321970222001255,"Battich_etal_2021_rt_2","B2",2
"3302",11,"I",1,0.300299152000662,"Battich_etal_2021_rt_1","B2",2
"3303",11,"I",1,1.05505768500007,"Battich_etal_2021_rt_2","B2",2
"3304",11,"I",1,0.576630567000393,"Battich_etal_2021_rt_2","B2",2
"3305",11,"I",2,0.276223802000459,"Battich_etal_2021_rt_2","B2",2
"3306",11,"I",2,0.345186006001313,"Battich_etal_2021_rt_2","B2",2
"3307",11,"I",1,0.367931270000554,"Battich_etal_2021_rt_2","B2",2
"3308",11,"I",1,0.440386697002396,"Battich_etal_2021_rt_1","B2",2
"3309",11,"I",1,0.313754905997484,"Battich_etal_2021_rt_2","B2",2
"3310",11,"I",2,0.438497625997115,"Battich_etal_2021_rt_1","B2",2
"3311",11,"I",2,0.410648811997817,"Battich_etal_2021_rt_1","B2",2
"3312",11,"I",2,0.250352060000296,"Battich_etal_2021_rt_2","B2",2
"3313",11,"I",2,0.19042417899982,"Battich_etal_2021_rt_2","B2",2
"3314",11,"I",2,0.226838310001767,"Battich_etal_2021_rt_1","B2",2
"3315",11,"I",1,0.319661526002164,"Battich_etal_2021_rt_2","B2",2
"3316",11,"I",1,0.192793698002788,"Battich_etal_2021_rt_1","B2",2
"3317",11,"I",2,0.237166683997202,"Battich_etal_2021_rt_2","B2",2
"3318",11,"I",2,0.312057417002507,"Battich_etal_2021_rt_1","B2",2
"3319",11,"I",1,0.33631998599958,"Battich_etal_2021_rt_2","B2",2
"3320",11,"I",2,0.63293375700232,"Battich_etal_2021_rt_1","B2",2
"3321",11,"I",1,0.34147222500178,"Battich_etal_2021_rt_1","B2",2
"3322",11,"I",1,0.315529093997611,"Battich_etal_2021_rt_1","B2",2
"3323",11,"I",2,0.356586409998272,"Battich_etal_2021_rt_2","B2",2
"3324",11,"I",1,0.598674490000121,"Battich_etal_2021_rt_1","B2",2
"3325",11,"I",2,0.574396533000254,"Battich_etal_2021_rt_1","B2",2
"3326",11,"I",1,0.304418552997959,"Battich_etal_2021_rt_2","B2",2
"3327",11,"I",1,1.01628482500018,"Battich_etal_2021_rt_2","B2",2
"3328",11,"I",2,0.486381986000197,"Battich_etal_2021_rt_2","B2",2
"3329",11,"I",1,0.461901525002759,"Battich_etal_2021_rt_2","B2",2
"3330",14,"I",1,0.577328162999038,"Battich_etal_2021_rt_2","B1",1
"3331",14,"I",1,0.417786936002813,"Battich_etal_2021_rt_1","B1",1
"3332",14,"I",2,0.377503682997485,"Battich_etal_2021_rt_2","B1",1
"3333",14,"I",1,0.501297486000112,"Battich_etal_2021_rt_1","B1",1
"3334",14,"I",1,0.554066964999947,"Battich_etal_2021_rt_2","B1",1
"3335",14,"I",2,0.526755833998322,"Battich_etal_2021_rt_2","B1",1
"3336",14,"I",2,0.392659409000771,"Battich_etal_2021_rt_1","B1",1
"3337",14,"I",2,0.451907835999009,"Battich_etal_2021_rt_2","B1",1
"3338",14,"I",1,0.527352077002433,"Battich_etal_2021_rt_1","B1",1
"3339",14,"I",1,0.389050024998141,"Battich_etal_2021_rt_1","B1",1
"3340",14,"I",2,0.427820193999651,"Battich_etal_2021_rt_2","B1",1
"3341",14,"I",1,0.591890401003184,"Battich_etal_2021_rt_1","B1",1
"3342",14,"I",1,0.366073399996822,"Battich_etal_2021_rt_1","B1",1
"3343",14,"I",1,0.560462845001894,"Battich_etal_2021_rt_2","B1",1
"3344",14,"I",1,0.351116551999439,"Battich_etal_2021_rt_1","B1",1
"3345",14,"I",2,0.372956871000497,"Battich_etal_2021_rt_1","B1",1
"3346",14,"I",2,0.415911665000749,"Battich_etal_2021_rt_2","B1",1
"3347",14,"I",2,0.361451177999697,"Battich_etal_2021_rt_2","B1",1
"3348",14,"I",1,0.394694703998539,"Battich_etal_2021_rt_1","B1",1
"3349",14,"I",2,0.306452242002706,"Battich_etal_2021_rt_2","B1",1
"3350",14,"I",2,0.38538805799908,"Battich_etal_2021_rt_2","B1",1
"3351",14,"I",1,0.360591517001012,"Battich_etal_2021_rt_2","B1",1
"3352",14,"I",1,0.333615165000083,"Battich_etal_2021_rt_1","B1",1
"3353",14,"I",2,0.484965536998061,"Battich_etal_2021_rt_1","B1",1
"3354",14,"I",2,0.330025072998978,"Battich_etal_2021_rt_2","B1",1
"3355",14,"I",1,0.299052000002121,"Battich_etal_2021_rt_2","B1",1
"3356",14,"I",1,0.302536225000949,"Battich_etal_2021_rt_1","B1",1
"3357",14,"I",2,0.300330263999058,"Battich_etal_2021_rt_2","B1",1
"3358",14,"I",1,0.33858999199947,"Battich_etal_2021_rt_2","B1",1
"3359",14,"I",1,0.442193484999734,"Battich_etal_2021_rt_1","B1",1
"3360",14,"I",2,0.375728975999664,"Battich_etal_2021_rt_2","B1",1
"3361",14,"I",2,0.366365581001446,"Battich_etal_2021_rt_2","B1",1
"3362",14,"I",2,0.367650039999717,"Battich_etal_2021_rt_2","B1",1
"3363",14,"I",1,0.53890153500106,"Battich_etal_2021_rt_2","B1",1
"3364",14,"I",2,0.440164694999112,"Battich_etal_2021_rt_2","B1",1
"3365",14,"I",1,0.397203829998034,"Battich_etal_2021_rt_2","B1",1
"3366",14,"I",1,0.544944250999833,"Battich_etal_2021_rt_2","B1",1
"3367",14,"I",1,0.286407185998542,"Battich_etal_2021_rt_1","B1",1
"3368",14,"I",1,0.349624635997316,"Battich_etal_2021_rt_1","B1",1
"3369",14,"I",1,0.305390591001924,"Battich_etal_2021_rt_1","B1",1
"3370",14,"I",2,0.311231783998664,"Battich_etal_2021_rt_2","B1",1
"3371",14,"I",2,0.366971852999995,"Battich_etal_2021_rt_1","B1",1
"3372",14,"I",1,0.36812147299861,"Battich_etal_2021_rt_1","B1",1
"3373",14,"I",1,0.277098301001388,"Battich_etal_2021_rt_2","B1",1
"3374",14,"I",2,0.357866878002824,"Battich_etal_2021_rt_1","B1",1
"3375",14,"I",1,0.461096848001034,"Battich_etal_2021_rt_2","B1",1
"3376",14,"I",2,0.381951769999432,"Battich_etal_2021_rt_1","B1",1
"3377",14,"I",1,0.492477584997687,"Battich_etal_2021_rt_2","B1",1
"3378",14,"I",1,0.28477526700226,"Battich_etal_2021_rt_2","B1",1
"3379",14,"I",1,0.305659410001681,"Battich_etal_2021_rt_2","B1",1
"3380",14,"I",2,0.396963748997223,"Battich_etal_2021_rt_1","B1",1
"3381",14,"I",2,0.372633996001241,"Battich_etal_2021_rt_2","B1",1
"3382",14,"I",1,0.425382148998324,"Battich_etal_2021_rt_1","B1",1
"3383",14,"I",1,0.306518799003243,"Battich_etal_2021_rt_2","B1",1
"3384",14,"I",1,0.390986834001524,"Battich_etal_2021_rt_2","B1",1
"3385",14,"I",1,0.233170627001527,"Battich_etal_2021_rt_2","B1",1
"3386",14,"I",2,0.283064469000237,"Battich_etal_2021_rt_2","B1",1
"3387",14,"I",2,0.328275873998791,"Battich_etal_2021_rt_1","B1",1
"3388",14,"I",1,0.285845071000949,"Battich_etal_2021_rt_2","B1",1
"3389",14,"I",1,0.394276398001239,"Battich_etal_2021_rt_1","B1",1
"3390",14,"I",1,0.475489077998645,"Battich_etal_2021_rt_2","B1",1
"3391",14,"I",1,0.245745128002454,"Battich_etal_2021_rt_2","B1",1
"3392",14,"I",2,0.252894732999266,"Battich_etal_2021_rt_1","B1",1
"3393",14,"I",2,0.364042957000493,"Battich_etal_2021_rt_2","B1",1
"3394",14,"I",1,0.269110963999992,"Battich_etal_2021_rt_1","B1",1
"3395",14,"I",2,0.308089793998079,"Battich_etal_2021_rt_1","B1",1
"3396",14,"I",2,0.310130937999929,"Battich_etal_2021_rt_1","B1",1
"3397",14,"I",1,0.556099409001035,"Battich_etal_2021_rt_2","B1",1
"3398",14,"I",1,0.319873103002465,"Battich_etal_2021_rt_2","B1",1
"3399",14,"I",2,0.257816977002221,"Battich_etal_2021_rt_2","B1",1
"3400",14,"I",2,0.239405708001868,"Battich_etal_2021_rt_2","B1",1
"3401",14,"I",2,0.265701634001744,"Battich_etal_2021_rt_1","B1",1
"3402",14,"I",2,0.338771816001099,"Battich_etal_2021_rt_2","B1",1
"3403",14,"I",2,0.325144485999772,"Battich_etal_2021_rt_2","B1",1
"3404",14,"I",1,0.411289147999923,"Battich_etal_2021_rt_1","B1",1
"3405",14,"I",2,0.417907375998766,"Battich_etal_2021_rt_1","B1",1
"3406",14,"I",2,0.303408326999488,"Battich_etal_2021_rt_2","B1",1
"3407",14,"I",2,0.320657472999301,"Battich_etal_2021_rt_1","B1",1
"3408",14,"I",1,0.409845582998969,"Battich_etal_2021_rt_1","B1",1
"3409",14,"I",1,0.400922269000148,"Battich_etal_2021_rt_1","B1",1
"3410",14,"I",2,0.254777509999258,"Battich_etal_2021_rt_1","B1",1
"3411",14,"I",2,0.439693497999542,"Battich_etal_2021_rt_2","B1",1
"3412",14,"I",2,0.294748716001777,"Battich_etal_2021_rt_1","B1",1
"3413",14,"I",2,0.265640516998246,"Battich_etal_2021_rt_1","B1",1
"3414",14,"I",1,0.321233501999814,"Battich_etal_2021_rt_1","B1",1
"3415",14,"I",1,0.288172808999661,"Battich_etal_2021_rt_2","B1",1
"3416",14,"I",1,0.256055894999008,"Battich_etal_2021_rt_2","B1",1
"3417",14,"I",1,0.225043204998656,"Battich_etal_2021_rt_1","B1",1
"3418",14,"I",1,0.257449066997651,"Battich_etal_2021_rt_2","B1",1
"3419",14,"I",1,0.292473892000999,"Battich_etal_2021_rt_1","B1",1
"3420",14,"I",1,0.19829258000027,"Battich_etal_2021_rt_2","B1",1
"3421",14,"I",2,0.230336886997975,"Battich_etal_2021_rt_2","B1",1
"3422",14,"I",1,0.279817173999618,"Battich_etal_2021_rt_1","B1",1
"3423",14,"I",2,0.287059473997942,"Battich_etal_2021_rt_1","B1",1
"3424",14,"I",2,0.304837814001075,"Battich_etal_2021_rt_1","B1",1
"3425",14,"I",2,0.26519341599851,"Battich_etal_2021_rt_1","B1",1
"3426",14,"I",2,0.263744417999987,"Battich_etal_2021_rt_1","B1",1
"3427",14,"I",2,0.315958844999841,"Battich_etal_2021_rt_1","B1",1
"3428",14,"I",2,0.361881859000277,"Battich_etal_2021_rt_2","B1",1
"3429",14,"I",1,0.217748851999204,"Battich_etal_2021_rt_1","B1",1
"3430",14,"I",1,0.242760850000195,"Battich_etal_2021_rt_1","B1",1
"3431",14,"I",2,0.28695026800051,"Battich_etal_2021_rt_2","B1",1
"3432",14,"I",1,0.323683395999979,"Battich_etal_2021_rt_2","B1",1
"3433",14,"I",1,0.260436624997965,"Battich_etal_2021_rt_1","B1",1
"3434",14,"I",2,0.264776781001274,"Battich_etal_2021_rt_1","B1",1
"3435",14,"I",1,0.332393208002031,"Battich_etal_2021_rt_1","B1",1
"3436",14,"I",1,0.281684458001109,"Battich_etal_2021_rt_2","B1",1
"3437",14,"I",2,0.313954372999433,"Battich_etal_2021_rt_2","B1",1
"3438",14,"I",2,0.411045936001756,"Battich_etal_2021_rt_1","B1",1
"3439",14,"I",2,0.356802910999249,"Battich_etal_2021_rt_2","B1",1
"3440",14,"I",1,0.462895426000614,"Battich_etal_2021_rt_2","B1",1
"3441",14,"I",1,0.26161635400058,"Battich_etal_2021_rt_1","B1",1
"3442",14,"I",2,0.30630474300051,"Battich_etal_2021_rt_2","B1",1
"3443",14,"I",1,0.312046883998846,"Battich_etal_2021_rt_2","B1",1
"3444",14,"I",2,0.392787573000533,"Battich_etal_2021_rt_1","B1",1
"3445",14,"I",2,0.269831784000417,"Battich_etal_2021_rt_1","B1",1
"3446",14,"I",2,0.459599123001681,"Battich_etal_2021_rt_1","B1",1
"3447",14,"I",2,0.388978118997329,"Battich_etal_2021_rt_1","B1",1
"3448",14,"I",2,0.394234406998294,"Battich_etal_2021_rt_1","B1",1
"3449",14,"JA",1,0.243202860001475,"Battich_etal_2021_rt_2","B2",2
"3450",14,"JA",2,0.400672793999547,"Battich_etal_2021_rt_1","B2",2
"3451",14,"JA",2,0.249342159997468,"Battich_etal_2021_rt_1","B2",2
"3452",14,"JA",1,0.477012969000498,"Battich_etal_2021_rt_2","B2",2
"3453",14,"JA",1,0.257801276999089,"Battich_etal_2021_rt_2","B2",2
"3454",14,"JA",1,0.528098566999688,"Battich_etal_2021_rt_1","B2",2
"3455",14,"JA",1,0.392036377001205,"Battich_etal_2021_rt_1","B2",2
"3456",14,"JA",2,0.386890933998075,"Battich_etal_2021_rt_2","B2",2
"3457",14,"JA",1,0.384794081001019,"Battich_etal_2021_rt_2","B2",2
"3458",14,"JA",1,0.363938282000163,"Battich_etal_2021_rt_2","B2",2
"3459",14,"JA",1,0.745581660001335,"Battich_etal_2021_rt_1","B2",2
"3460",14,"JA",2,0.314208907999273,"Battich_etal_2021_rt_1","B2",2
"3461",14,"JA",1,0.433585975002643,"Battich_etal_2021_rt_2","B2",2
"3462",14,"JA",2,0.293791910000436,"Battich_etal_2021_rt_2","B2",2
"3463",14,"JA",2,0.335188600001857,"Battich_etal_2021_rt_1","B2",2
"3464",14,"JA",2,0.240553954998177,"Battich_etal_2021_rt_1","B2",2
"3465",14,"JA",1,0.397976985001151,"Battich_etal_2021_rt_1","B2",2
"3466",14,"JA",2,0.303238534001139,"Battich_etal_2021_rt_1","B2",2
"3467",14,"JA",1,0.308032181997987,"Battich_etal_2021_rt_2","B2",2
"3468",14,"JA",2,0.330306258998462,"Battich_etal_2021_rt_2","B2",2
"3469",14,"JA",2,0.398822793002182,"Battich_etal_2021_rt_1","B2",2
"3470",14,"JA",1,0.307052733998717,"Battich_etal_2021_rt_2","B2",2
"3471",14,"JA",1,0.318576161997044,"Battich_etal_2021_rt_1","B2",2
"3472",14,"JA",1,0.256847042997833,"Battich_etal_2021_rt_1","B2",2
"3473",14,"JA",2,0.348511195003084,"Battich_etal_2021_rt_2","B2",2
"3474",14,"JA",2,0.296224490997702,"Battich_etal_2021_rt_2","B2",2
"3475",14,"JA",2,0.258089964001556,"Battich_etal_2021_rt_2","B2",2
"3476",14,"JA",1,0.346171234999929,"Battich_etal_2021_rt_1","B2",2
"3477",14,"JA",2,0.259565821001161,"Battich_etal_2021_rt_2","B2",2
"3478",14,"JA",1,0.427152786000079,"Battich_etal_2021_rt_2","B2",2
"3479",14,"JA",1,0.336068376000185,"Battich_etal_2021_rt_2","B2",2
"3480",14,"JA",2,0.253810874000919,"Battich_etal_2021_rt_1","B2",2
"3481",14,"JA",2,0.242275191998488,"Battich_etal_2021_rt_1","B2",2
"3482",14,"JA",1,0.359866553997563,"Battich_etal_2021_rt_1","B2",2
"3483",14,"JA",2,0.233541517998674,"Battich_etal_2021_rt_1","B2",2
"3484",14,"JA",2,0.215274108999438,"Battich_etal_2021_rt_2","B2",2
"3485",14,"JA",1,0.239380789000279,"Battich_etal_2021_rt_2","B2",2
"3486",14,"JA",2,0.266687021998223,"Battich_etal_2021_rt_2","B2",2
"3487",14,"JA",2,0.291831226000795,"Battich_etal_2021_rt_1","B2",2
"3488",14,"JA",2,0.33408167000016,"Battich_etal_2021_rt_1","B2",2
"3489",14,"JA",1,0.332794018999266,"Battich_etal_2021_rt_2","B2",2
"3490",14,"JA",2,0.258175181999832,"Battich_etal_2021_rt_1","B2",2
"3491",14,"JA",1,0.390282296997611,"Battich_etal_2021_rt_1","B2",2
"3492",14,"JA",1,0.33158863999779,"Battich_etal_2021_rt_2","B2",2
"3493",14,"JA",2,0.41186026899959,"Battich_etal_2021_rt_2","B2",2
"3494",14,"JA",1,0.491335321003135,"Battich_etal_2021_rt_1","B2",2
"3495",14,"JA",1,0.383396064000408,"Battich_etal_2021_rt_2","B2",2
"3496",14,"JA",1,0.234180989999004,"Battich_etal_2021_rt_2","B2",2
"3497",14,"JA",1,0.348170010001922,"Battich_etal_2021_rt_1","B2",2
"3498",14,"JA",2,0.385505875998206,"Battich_etal_2021_rt_1","B2",2
"3499",14,"JA",1,0.468163857000036,"Battich_etal_2021_rt_1","B2",2
"3500",14,"JA",2,0.342335907000233,"Battich_etal_2021_rt_2","B2",2
"3501",14,"JA",1,0.317876789002185,"Battich_etal_2021_rt_2","B2",2
"3502",14,"JA",1,0.238800510000146,"Battich_etal_2021_rt_2","B2",2
"3503",14,"JA",1,0.559311321998393,"Battich_etal_2021_rt_2","B2",2
"3504",14,"JA",2,0.256030780998117,"Battich_etal_2021_rt_1","B2",2
"3505",14,"JA",2,0.320449855000334,"Battich_etal_2021_rt_2","B2",2
"3506",14,"JA",2,0.282928670003457,"Battich_etal_2021_rt_2","B2",2
"3507",14,"JA",2,0.268129794003471,"Battich_etal_2021_rt_2","B2",2
"3508",14,"JA",2,0.202497042999312,"Battich_etal_2021_rt_1","B2",2
"3509",14,"JA",2,0.355016188001173,"Battich_etal_2021_rt_2","B2",2
"3510",14,"JA",2,0.21076081800129,"Battich_etal_2021_rt_2","B2",2
"3511",14,"JA",2,0.196759112997825,"Battich_etal_2021_rt_1","B2",2
"3512",14,"JA",1,0.264848286002234,"Battich_etal_2021_rt_1","B2",2
"3513",14,"JA",1,0.331891372999962,"Battich_etal_2021_rt_2","B2",2
"3514",14,"JA",2,0.245675374000712,"Battich_etal_2021_rt_1","B2",2
"3515",14,"JA",2,0.254869768999924,"Battich_etal_2021_rt_2","B2",2
"3516",14,"JA",1,0.352149235000979,"Battich_etal_2021_rt_2","B2",2
"3517",14,"JA",2,0.257749861000775,"Battich_etal_2021_rt_2","B2",2
"3518",14,"JA",2,0.232834744998399,"Battich_etal_2021_rt_2","B2",2
"3519",14,"JA",1,0.508126613000059,"Battich_etal_2021_rt_2","B2",2
"3520",14,"JA",2,0.242009724999662,"Battich_etal_2021_rt_1","B2",2
"3521",14,"JA",2,0.32675155600009,"Battich_etal_2021_rt_2","B2",2
"3522",14,"JA",1,0.280515937000018,"Battich_etal_2021_rt_2","B2",2
"3523",14,"JA",1,0.30094806499983,"Battich_etal_2021_rt_2","B2",2
"3524",14,"JA",1,0.26393341000221,"Battich_etal_2021_rt_1","B2",2
"3525",14,"JA",2,0.429478058002132,"Battich_etal_2021_rt_1","B2",2
"3526",14,"JA",1,0.283634143001109,"Battich_etal_2021_rt_1","B2",2
"3527",14,"JA",1,0.276060434000101,"Battich_etal_2021_rt_1","B2",2
"3528",14,"JA",2,0.343280973000219,"Battich_etal_2021_rt_2","B2",2
"3529",14,"JA",1,0.3025597679989,"Battich_etal_2021_rt_1","B2",2
"3530",14,"JA",2,0.318896029999451,"Battich_etal_2021_rt_1","B2",2
"3531",14,"JA",1,0.279344847000175,"Battich_etal_2021_rt_1","B2",2
"3532",14,"JA",2,0.221895310998661,"Battich_etal_2021_rt_2","B2",2
"3533",14,"JA",2,0.301369065997278,"Battich_etal_2021_rt_1","B2",2
"3534",14,"JA",1,0.341846108000027,"Battich_etal_2021_rt_1","B2",2
"3535",14,"JA",1,0.255406473999756,"Battich_etal_2021_rt_1","B2",2
"3536",14,"JA",1,0.180195548000484,"Battich_etal_2021_rt_2","B2",2
"3537",14,"JA",1,0.26562808199742,"Battich_etal_2021_rt_2","B2",2
"3538",14,"JA",2,0.263856963996659,"Battich_etal_2021_rt_2","B2",2
"3539",14,"JA",2,0.316465373998653,"Battich_etal_2021_rt_1","B2",2
"3540",14,"JA",1,0.383116457000142,"Battich_etal_2021_rt_2","B2",2
"3541",14,"JA",1,0.256464558999141,"Battich_etal_2021_rt_1","B2",2
"3542",14,"JA",2,0.342488633999892,"Battich_etal_2021_rt_1","B2",2
"3543",14,"JA",2,0.2766122849971,"Battich_etal_2021_rt_2","B2",2
"3544",14,"JA",2,0.464420754000457,"Battich_etal_2021_rt_1","B2",2
"3545",14,"JA",2,0.30158786100219,"Battich_etal_2021_rt_2","B2",2
"3546",14,"JA",1,0.366789004001475,"Battich_etal_2021_rt_1","B2",2
"3547",14,"JA",1,0.340144647998386,"Battich_etal_2021_rt_1","B2",2
"3548",14,"JA",1,0.297139261001576,"Battich_etal_2021_rt_1","B2",2
"3549",14,"JA",2,0.273880930002633,"Battich_etal_2021_rt_2","B2",2
"3550",14,"JA",2,0.354580155999429,"Battich_etal_2021_rt_2","B2",2
"3551",14,"JA",2,0.235156816001108,"Battich_etal_2021_rt_1","B2",2
"3552",14,"JA",1,0.31958136799949,"Battich_etal_2021_rt_2","B2",2
"3553",14,"JA",2,0.437381533000007,"Battich_etal_2021_rt_2","B2",2
"3554",14,"JA",1,0.277725878000638,"Battich_etal_2021_rt_1","B2",2
"3555",14,"JA",2,0.423947502000374,"Battich_etal_2021_rt_2","B2",2
"3556",14,"JA",2,0.367845513999782,"Battich_etal_2021_rt_1","B2",2
"3557",14,"JA",1,0.276402901999973,"Battich_etal_2021_rt_2","B2",2
"3558",14,"JA",2,0.483722727996792,"Battich_etal_2021_rt_1","B2",2
"3559",14,"JA",1,0.29803367400018,"Battich_etal_2021_rt_2","B2",2
"3560",14,"JA",1,0.351033803999599,"Battich_etal_2021_rt_1","B2",2
"3561",14,"JA",1,0.371519893000368,"Battich_etal_2021_rt_1","B2",2
"3562",14,"JA",1,0.290775696998026,"Battich_etal_2021_rt_2","B2",2
"3563",14,"JA",1,0.30289342299875,"Battich_etal_2021_rt_1","B2",2
"3564",14,"JA",2,0.214943000999483,"Battich_etal_2021_rt_2","B2",2
"3565",14,"JA",1,0.325463366996701,"Battich_etal_2021_rt_1","B2",2
"3566",14,"JA",2,0.270420991000719,"Battich_etal_2021_rt_1","B2",2
"3567",14,"JA",2,0.684741109998868,"Battich_etal_2021_rt_1","B2",2
"3568",14,"JA",1,0.280431836999924,"Battich_etal_2021_rt_1","B2",2
"3569",15,"I",2,1.38153888599845,"Battich_etal_2021_rt_1","B1",1
"3570",15,"I",1,0.738665934000892,"Battich_etal_2021_rt_2","B1",1
"3571",15,"I",2,2.21128236200093,"Battich_etal_2021_rt_1","B1",1
"3572",15,"I",2,0.806778578000376,"Battich_etal_2021_rt_1","B1",1
"3573",15,"I",1,1.35423997100224,"Battich_etal_2021_rt_1","B1",1
"3574",15,"I",2,1.47143037999922,"Battich_etal_2021_rt_1","B1",1
"3575",15,"I",2,2.41830491799919,"Battich_etal_2021_rt_2","B1",1
